KO_code	Transcripts
K03637	0.0
K17686	109.0
K03631	61.0
K03630	40.0
K03639	0.0
K03315	43.0
K02314	61.0
K02316	213.0
K02313	41.0
K06168	0.0
K06287	0.0
K06286	132.0
K08483	1534.0
K00262	77.0
K00266	1.0
K02435	43.0
K05366	119.0
K02996	306.0
K06041	0.0
K03530	4459.0
K05846	38.0
K05847	36.0
K04083	38.0
K06962	41.0
K01998	0.0
K01999	1.0
K04086	417.0
K02017	0.0
K01992	1189.0
K01990	688.0
K01996	0.0
K01997	0.0
K01995	0.0
K02015	36.0
K00989	0.0
K11755	0.0
K11754	34.0
K01515	91.0
K01512	0.0
K01104	101.0
K11753	21.0
K00981	66.0
K01299	0.0
K00868	348.0
K07010	539.0
K08161	36.0
K00863	70.0
K02011	0.0
K00865	40.0
K00864	137.0
K00867	67.0
K03977	40.0
K01193	81.0
K01190	78.0
K05601	0.0
K02926	132.0
K01126	53.0
K02823	0.0
K14540	216.0
K02279	0.0
K03436	51.0
K09790	727.0
K00656	15917.0
K11991	125.0
K00215	66.0
K01560	151.0
K02038	159.0
K02039	259.0
K01740	1.0
K12269	74.0
K02030	152.0
K02031	2.0
K02032	39.0
K02033	45.0
K02034	44.0
K02035	123.0
K02036	413.0
K02037	154.0
K00600	96.0
K00917	0.0
K00602	21.0
K07095	227.0
K00604	55.0
K00609	24.0
K01226	81.0
K01421	76.0
K00919	39.0
K01588	33.0
K01424	23.0
K01425	0.0
K07560	73.0
K09698	175.0
K03215	54.0
K07567	0.0
K07566	44.0
K07568	36.0
K16555	0.0
K03671	652.0
K07393	52.0
K07391	0.0
K06997	0.0
K03596	66.0
K03590	161.0
K03458	0.0
K02519	176.0
K02103	31.0
K03455	37.0
K02108	181.0
K02109	185.0
K02510	0.0
K01736	0.0
K01737	0.0
K01929	42.0
K01928	137.0
K01733	49.0
K01639	40.0
K01923	15.0
K01636	52.0
K01921	1092.0
K12267	0.0
K01926	26.0
K01738	297.0
K01924	59.0
K07024	201.0
K07025	0.0
K00048	0.0
K07023	40.0
K03522	0.0
K07029	318.0
K05946	51.0
K06416	0.0
K03523	24.0
K05340	24.0
K03525	0.0
K03524	26.0
K06942	65.0
K03526	0.0
K03529	28.0
K02429	1.0
K02428	191.0
K06948	45.0
K06949	75.0
K07141	0.0
