compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C05768	Coproporphyrinogen_I	-8.791	0.0	-8.791	70.0
C01050	UDP-N-acetylmuramate	-7.81645046233	6.698	-8.363	60.0
C00173	Acyl-[acyl-carrier_protein]	-8.14	0.0	-8.14	60.0
C05807	2-Polyprenylphenol	9.82512468552	9.825	0.0	80.0
C02992	L-Threonyl-tRNA(Thr)	-11.3320236502	0.0	-11.332	90.0
C00179	Agmatine	-7.644	0.0	-7.644	50.0
C00178	Thymine	-6.91389658894	8.079	-8.611	50.0
C02995	Maltose_6'-phosphate	11.548318797	11.605	-6.907	90.0
C03090	5-Phosphoribosylamine	9.19731866678	9.197	0.0	80.0
C04260	O-D-Alanyl-poly(ribitol_phosphate)	-9.52	0.0	-9.52	80.0
C01035	4-Guanidinobutanoate	-7.484	0.0	-7.484	50.0
C06676	4-Sulfolactone	8.83	8.83	0.0	70.0
C02972	Dihydrolipoylprotein	9.86464998171	9.865	0.0	80.0
C01079	Protoporphyrinogen_IX	-8.134	0.0	-8.134	60.0
C14803	1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	-9.976	0.0	-9.976	80.0
C11436	2-Phospho-4-(cytidine_5'-diphospho)-2-C-methyl-D-erythritol	-5.992	0.0	-5.992	50.0
C11437	1-Deoxy-D-xylulose_5-phosphate	-5.392	0.0	-5.392	50.0
C18310	3-Chloro-2-methylmaleylacetate	-9.773	0.0	-9.773	80.0
C04419	Carboxybiotin-carboxyl-carrier_protein	8.362	8.362	0.0	60.0
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	-9.05294831743	7.098	-9.384	70.0
C04824	Lipid_X	6.714	6.714	0.0	50.0
C01172	beta-D-Glucose_6-phosphate	-9.3004512093	0.0	-9.3	80.0
C03393	4-Phospho-D-erythronate	-7.768	0.0	-7.768	60.0
C01177	Inositol_1-phosphate	10.0417332973	10.042	0.0	80.0
C06178	1-Methylpyrrolinium	-7.762	0.0	-7.762	60.0
C00169	Carbamoyl_phosphate	-8.167	0.0	-8.167	60.0
C11457	3-(3-Hydroxyphenyl)propanoic_acid	8.322	8.322	0.0	60.0
C14800	1-Nitronaphthalene-5,6-oxide	9.976	9.976	0.0	80.0
C03892	Phosphatidylglycerophosphate	-9.69709455844	0.0	-9.697	80.0
C02412	Glycyl-tRNA(Gly)	-7.35763429196	0.0	-7.358	50.0
C00680	meso-2,6-Diaminoheptanedioate	-7.15038998699	6.773	-7.974	50.0
C05279	trans,cis-Lauro-2,6-dienoyl-CoA	-9.311	0.0	-9.311	80.0
C00522	(R)-Pantoate	9.147	9.147	0.0	70.0
C05273	trans-Tetradec-2-enoyl-CoA	-7.93	0.0	-7.93	60.0
C05272	trans-Hexadec-2-enoyl-CoA	-7.793	0.0	-7.793	60.0
C05378	beta-D-Fructose_1,6-bisphosphate	12.9477043075	12.948	0.0	90.0
C00448	trans,trans-Farnesyl_diphosphate	8.27333617688	8.273	0.0	60.0
C05276	trans-Oct-2-enoyl-CoA	-7.93	0.0	-7.93	60.0
C05275	trans-Dec-2-enoyl-CoA	-7.93	0.0	-7.93	60.0
C02554	L-Valyl-tRNA(Val)	-9.25530264214	0.0	-9.255	80.0
C00512	S-Benzoate_coenzyme_A	-7.248	0.0	-7.248	50.0
C00514	D-Mannonate	3.907	3.907	0.0	50.0
C04246	But-2-enoyl-[acyl-carrier_protein]	-10.1202494152	0.0	-10.12	90.0
C16220	3-Hydroxyoctadecanoyl-[acp]	-10.8761218194	0.0	-10.876	90.0
C01672	Cadaverine	8.151	8.151	0.0	60.0
C14874	Glutathione_episulfonium_ion	-9.976	0.0	-9.976	80.0
C05465	Taurochenodeoxycholate	7.687	7.687	0.0	60.0
C14871	S-(Formylmethyl)glutathione	-9.976	0.0	-9.976	80.0
C14870	2-Bromoacetaldehyde	9.976	9.976	0.0	80.0
C00458	dCTP	-10.6179361533	0.181	-10.619	90.0
C00459	dTTP	-8.52158778359	5.806	-8.726	70.0
C04896	5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	-8.362	0.0	-8.362	60.0
C13638	1-(4'-Hydroxyphenyl)ethanol	9.861	9.861	0.0	80.0
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	-3.148	0.0	-3.148	50.0
C12621	trans-3-Hydroxycinnamate	8.322	8.322	0.0	60.0
C12623	trans-2,3-Dihydroxycinnamate	-8.322	0.0	-8.322	60.0
C00455	Nicotinamide_D-ribonucleotide	9.53755748697	9.538	0.0	80.0
C00338	Lipopolysaccharide	8.488	8.488	0.0	70.0
C15973	Enzyme_N6-(dihydrolipoyl)lysine	10.6839348468	10.684	0.0	90.0
C15972	Enzyme_N6-(lipoyl)lysine	-7.91899524306	0.0	-7.919	60.0
C00330	Deoxyguanosine	8.33091526283	8.331	0.0	60.0
C00332	Acetoacetyl-CoA	3.53781606017	5.655	-5.277	50.0
C00334	4-Aminobutanoate	5.74122567409	7.103	-6.392	50.0
C00337	(S)-Dihydroorotate	-3.624	0.0	-3.624	50.0
C00197	3-Phospho-D-glycerate	-10.0449164163	0.0	-10.045	90.0
C05699	L-Selenocystathionine	8.008	8.008	0.0	60.0
C04121	CMP-3-deoxy-D-manno-octulosonate	-3.868	0.0	-3.868	50.0
C00350	Phosphatidylethanolamine	-4.682	0.0	-4.682	50.0
C00631	2-Phospho-D-glycerate	-8.04653090975	0.0	-8.047	60.0
C02528	Chenodeoxycholate	-7.687	0.0	-7.687	50.0
C05974	2-Acyl-sn-glycero-3-phosphoserine	-8.371	0.0	-8.371	60.0
C04046	3-D-Glucosyl-1,2-diacylglycerol	9.109	9.109	0.0	70.0
C04044	3-(2,3-Dihydroxyphenyl)propanoate	-8.322	0.0	-8.322	60.0
C04043	3,4-Dihydroxyphenylacetaldehyde	-7.762	0.0	-7.762	60.0
C05973	2-Acyl-sn-glycero-3-phosphoethanolamine	-5.644	0.0	-5.644	50.0
C16221	(2E)-Octadecenoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C00208	Maltose	10.6283151184	10.832	-7.907	90.0
C00204	2-Dehydro-3-deoxy-D-gluconate	6.829	6.829	0.0	50.0
C01213	(R)-Methylmalonyl-CoA	8.219	8.219	0.0	60.0
C00206	dADP	-9.75561717982	0.0	-9.756	80.0
C07490	Trichloroethanol	-11.4730236502	0.0	-11.473	90.0
C12248	5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate	-7.748	0.0	-7.748	60.0
C00025	L-Glutamate	7.32827034578	7.512	-4.448	50.0
C00024	Acetyl-CoA	-11.590349478	0.014	-11.591	90.0
C00027	Hydrogen_peroxide	-8.2	0.0	-8.2	60.0
C00026	2-Oxoglutarate	8.91040691736	8.91	0.0	70.0
C00021	S-Adenosyl-L-homocysteine	9.17676185087	9.18	-0.379	80.0
C00020	AMP	5.26294350244	6.272	-5.281	50.0
C00022	Pyruvate	7.13259444964	9.204	-8.812	50.0
C00143	5,10-Methylenetetrahydrofolate	-4.62738773152	0.179	-4.692	50.0
C00140	N-Acetyl-D-glucosamine	7.755	7.755	0.0	60.0
C00141	3-Methyl-2-oxobutanoic_acid	7.66955727858	7.67	0.0	60.0
C00029	UDP-glucose	-10.1955387738	0.0	-10.196	90.0
C00147	Adenine	7.02622411282	7.401	-5.273	50.0
C00144	GMP	5.58274202693	6.484	-5.378	50.0
C05984	2-Hydroxybutanoic_acid	12.552	12.552	0.0	90.0
C11435	4-(Cytidine_5'-diphospho)-2-C-methyl-D-erythritol	5.992	5.992	0.0	50.0
C18243	2,3,5-Trichloromaleylacetate	-9.773	0.0	-9.773	80.0
C06311	Galactitol_1-phosphate	8.087	8.087	0.0	60.0
C04631	UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	-8.17151404237	0.0	-8.172	60.0
C03232	3-Phosphonooxypyruvate	-9.72786364155	7.162	-9.953	80.0
C02737	Phosphatidylserine	-7.214	0.0	-7.214	50.0
C00312	L-Xylulose	9.077	9.077	0.0	70.0
C02739	1-(5-Phospho-D-ribosyl)-ATP	8.362	8.362	0.0	60.0
C05726	S-Substituted_L-cysteine	-9.63675160773	0.0	-9.637	80.0
C00700	XTP	10.115	10.115	0.0	90.0
C03175	Shikimate_3-phosphate	-5.895	0.0	-5.895	50.0
C00705	dCDP	6.86169791233	6.946	-2.807	50.0
C11821	5-Hydroxyisourate	7.748	7.748	0.0	60.0
C06250	Holo-[carboxylase]	-7.96904803043	1.874	-7.99	60.0
C14298	Bis(4-hydroxyphenyl)methane	8.43	8.43	0.0	70.0
C16155	UDP-L-Ara4O	-8.103	0.0	-8.103	60.0
C00314	Pyridoxine	11.4192890025	11.461	-6.328	90.0
C12455	5-Aminopentanal	-7.762	0.0	-7.762	60.0
C04225	(Z)-But-2-ene-1,2,3-tricarboxylate	10.017	10.017	0.0	80.0
C02225	2-Methylcitrate	-5.129	0.0	-5.129	50.0
C01092	8-Amino-7-oxononanoate	-8.418	0.0	-8.418	60.0
C04752	2-Methyl-4-amino-5-hydroxymethylpyrimidine_diphosphate	8.219	8.219	0.0	60.0
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	9.26240666469	9.384	-5.755	80.0
C01134	Pantetheine_4'-phosphate	-6.33568226711	8.525	-8.811	50.0
C01131	L-Rhamnulose_1-phosphate	-7.989	0.0	-7.989	60.0
C01132	N-Acetyl-D-galactosamine	7.977	7.977	0.0	60.0
C11946	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	9.131	9.131	0.0	70.0
C06037	Digalactosyl-diacylglycerol	12.4461182788	12.446	0.0	90.0
C03511	L-Phenylalanyl-tRNA(Phe)	-7.781	0.0	-7.781	60.0
C03512	L-Tryptophanyl-tRNA(Trp)	-9.58842675366	0.0	-9.588	80.0
C05901	Piceatannol	-8.43	0.0	-8.43	60.0
C03284	L-3-Amino-isobutanoate	7.728	7.728	0.0	60.0
C15699	gamma-L-Glutamylputrescine	-7.129	0.0	-7.129	50.0
C14180	S-(Hydroxymethyl)glutathione	8.124	8.124	0.0	60.0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	9.62586161912	9.626	0.0	80.0
C03125	L-Cysteinyl-tRNA(Cys)	-9.01139296779	0.0	-9.011	70.0
C03127	L-Isoleucyl-tRNA(Ile)	-9.78319681106	0.0	-9.783	80.0
C00097	L-Cysteine	-7.93229406455	6.17	-8.305	60.0
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	-12.4461182788	0.0	-12.446	90.0
C20373	3-Hydroxyglutaryl-[acp]_methyl_ester	-10.8761218194	0.0	-10.876	90.0
C20372	3-Ketoglutaryl-[acp]_methyl_ester	10.7110503043	10.711	0.0	90.0
C20377	3-Hydroxypimeloyl-[acp]_methyl_ester	-10.8761218194	0.0	-10.876	90.0
C20376	3-Ketopimeloyl-[acp]_methyl_ester	10.7110503043	10.711	0.0	90.0
C20375	Glutaryl-[acp]_methyl_ester	10.3610512216	10.44	-6.209	90.0
C20374	Enoylglutaryl-[acp]_methyl_ester	-10.1202494152	0.0	-10.12	90.0
C05596	p-Hydroxyphenylacetylglycine	-7.248	0.0	-7.248	50.0
C20378	Enoylpimeloyl-[acp]_methyl_ester	-10.1202494152	0.0	-10.12	90.0
C19586	Aflatoxin_B1-exo-8,9-epoxide	9.976	9.976	0.0	80.0
C02376	5-Methylcytosine	8.611	8.611	0.0	70.0
C05400	Epimelibiose	12.4461182788	12.446	0.0	90.0
C00802	Oxalureate	-8.344	0.0	-8.344	60.0
C05401	3-beta-D-Galactosyl-sn-glycerol	12.4461182788	12.446	0.0	90.0
C04257	N-Acetyl-D-mannosamine_6-phosphate	9.77	9.77	0.0	80.0
C14839	Bromobenzene-3,4-oxide	9.976	9.976	0.0	80.0
C19879	D-glycero-alpha-D-manno-Heptose_1,7-bisphosphate	8.581	8.581	0.0	70.0
C05402	Melibiose	7.873	7.873	0.0	60.0
C02282	Glutaminyl-tRNA	8.667	8.667	0.0	70.0
C00418	(R)-Mevalonate	1.415	1.415	0.0	50.0
C04916	N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	7.948	7.948	0.0	60.0
C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine_1,4'-bisphosphate	8.916	8.916	0.0	70.0
C00415	Dihydrofolate	-8.21799804506	3.205	-8.262	60.0
C00416	Phosphatidate	-3.07937773428	7.905	-7.955	50.0
C11638	3-Amino-2-oxopropyl_phosphate	-7.44	0.0	-7.44	50.0
C03460	2-Methylprop-2-enoyl-CoA	9.131	9.131	0.0	70.0
C16154	UDP-L-Ara4FN	-8.103	0.0	-8.103	60.0
C17949	N-Acetyldemethylphosphinothricin	-7.418	0.0	-7.418	50.0
C04851	MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	-9.33137840424	5.555	-9.433	80.0
C03344	2-Methylacetoacetyl-CoA	-9.131	0.0	-9.131	70.0
C09880	alpha-Pinene	8.43	8.43	0.0	70.0
C00993	D-Alanyl-D-alanine	-11.64551046	0.0	-11.646	90.0
C19975	2-Oxepin-2(3H)-ylideneacetyl-CoA	7.693	7.693	0.0	60.0
C10700	4'-Hydroxyacetophenone	-9.861	0.0	-9.861	80.0
C04039	2,3-Dihydroxy-3-methylbutanoate	8.375	8.375	0.0	70.0
C04006	1D-myo-Inositol_3-phosphate	10.0417332973	10.042	0.0	80.0
C02565	N-Methylhydantoin	-8.611	0.0	-8.611	70.0
C00627	Pyridoxine_phosphate	-11.4128807107	6.531	-11.461	90.0
C02686	Galactosylceramide	-12.3447013304	0.0	-12.345	90.0
C14847	3,4-Dihydro-3-hydroxy-4-S-glutathionyl_bromobenzene	-9.976	0.0	-9.976	80.0
C00243	Lactose	9.73837538542	9.738	0.0	80.0
C00242	Guanine	-8.97315404355	7.788	-9.499	70.0
C00245	Taurine	-7.687	0.0	-7.687	50.0
C14840	Bromobenzene-2,3-oxide	9.976	9.976	0.0	80.0
C06196	2'-Deoxyinosine_5'-phosphate	-10.115	0.0	-10.115	90.0
C00624	N-Acetyl-L-glutamate	-4.524	0.0	-4.524	50.0
C14848	2,3-Dihydro-2-S-glutathionyl-3-hydroxy_bromobenzene	-9.976	0.0	-9.976	80.0
C16586	2-Phenyl-1,3-propanediol_monocarbamate	11.4730236502	11.473	0.0	90.0
C00483	Tyramine	7.762	7.762	0.0	60.0
C04732	5-Amino-6-(1-D-ribitylamino)uracil	9.529	9.529	0.0	80.0
C01099	L-Fuculose_1-phosphate	-6.443	0.0	-6.443	50.0
C01097	D-Tagatose_6-phosphate	11.5802578769	11.703	-8.087	90.0
C01096	Sorbitol_6-phosphate	-8.93683778603	6.322	-9.155	70.0
C01094	D-Fructose_1-phosphate	13.2878405153	13.359	-8.982	90.0
C01721	L-Fuculose	8.665	8.665	0.0	70.0
C11145	Methanesulfonic_acid	7.295	7.295	0.0	50.0
C06813	Nitrobenzene	8.43	8.43	0.0	70.0
C00342	Thioredoxin	5.42579414505	10.02	-9.959	50.0
C00343	Thioredoxin_disulfide	7.39790267772	10.115	-9.877	60.0
C00344	Phosphatidylglycerol	8.17525956571	8.175	0.0	60.0
C00345	6-Phospho-D-gluconate	6.99994423348	7.468	-5.615	50.0
C05684	Selenite	10.808	10.808	0.0	90.0
C07086	Phenylacetic_acid	-8.07330886282	0.0	-8.073	60.0
C00063	CTP	9.41791133601	9.418	0.0	80.0
C00062	L-Arginine	7.96783687765	7.968	0.0	60.0
C00065	L-Serine	-8.47737719394	2.075	-8.494	70.0
C00064	L-Glutamine	-7.94481860062	2.762	-7.984	60.0
C11811	1-Hydroxy-2-methyl-2-butenyl_4-diphosphate	8.349	8.349	0.0	60.0
C16633	5-Fluorouridine	-10.9817596584	7.229	-11.085	90.0
C16631	alpha-Fluoro-beta-ureidopropionic_acid	-9.886	0.0	-9.886	80.0
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	9.34062045842	9.341	0.0	80.0
C11949	3-Isopropylbut-3-enoyl-CoA	-7.248	0.0	-7.248	50.0
C19673	Malonyl-[acp]_methyl_ester	10.5982126841	10.598	0.0	90.0
C05924	Molybdopterin	-9.182	0.0	-9.182	80.0
C00740	D-Serine	8.992	8.992	0.0	70.0
C11088	1,2-Dibromoethane	9.976	9.976	0.0	80.0
C04171	(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate	-7.15	0.0	-7.15	50.0
C04079	N-((R)-Pantothenoyl)-L-cysteine	9.27757948564	9.278	0.0	80.0
C00986	1,3-Diaminopropane	7.762	7.762	0.0	60.0
C00669	gamma-L-Glutamyl-L-cysteine	-10.2675141772	0.0	-10.268	90.0
C00668	alpha-D-Glucose_6-phosphate	-9.98646885712	0.0	-9.986	90.0
C00666	LL-2,6-Diaminoheptanedioate	8.18255256907	8.737	-7.089	60.0
C00663	beta-D-Glucose_1-phosphate	4.31346560711	7.7	-7.555	50.0
C02163	L-Arginyl-tRNA(Arg)	-8.87343963943	0.0	-8.873	70.0
C00988	2-Phosphoglycolate	8.508	8.508	0.0	70.0
C00135	L-Histidine	9.58852580089	9.589	0.0	80.0
C01921	Glycocholate	7.687	7.687	0.0	60.0
C00117	D-Ribose_5-phosphate	8.27030844119	9.442	-8.595	60.0
C00116	Glycerol	-10.7592429307	0.0	-10.759	90.0
C00111	Glycerone_phosphate	10.7582459862	10.758	0.0	90.0
C02380	6-Mercaptopurine	9.98597201491	9.986	0.0	80.0
C00112	CDP	-9.43938397469	5.143	-9.511	80.0
C00119	5-Phospho-alpha-D-ribose_1-diphosphate	-10.224	0.0	-10.224	90.0
C00118	D-Glyceraldehyde_3-phosphate	-12.0265018921	6.098	-12.05	90.0
C00826	L-Arogenate	8.997	8.997	0.0	70.0
C03688	Apo-[acyl-carrier-protein]	8.504	8.504	0.0	70.0
C03492	D-4'-Phosphopantothenate	-8.48226060803	6.516	-8.811	70.0
C00231	D-Xylulose_5-phosphate	7.63589941159	7.636	0.0	60.0
C00232	Succinate_semialdehyde	-3.46927406351	4.341	-4.97	50.0
C06441	L-Xylulose_1-phosphate	-7.989	0.0	-7.989	60.0
C00681	1-Acyl-sn-glycerol_3-phosphate	-8.72268360399	0.0	-8.723	70.0
C05752	Octanoyl-[acp]	10.3610512216	10.44	-6.209	90.0
C14144	5-Carboxy-2-pentenoyl-CoA	9.131	9.131	0.0	70.0
C05754	trans-Dec-2-enoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C05755	Decanoyl-[acp]	10.3610512216	10.44	-6.209	90.0
C05756	3-Oxododecanoyl-[acp]	10.7110503043	10.711	0.0	90.0
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-10.8761218194	0.0	-10.876	90.0
C05758	trans-Dodec-2-enoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C05759	3-Oxotetradecanoyl-[acp]	10.7110503043	10.711	0.0	90.0
C05813	2-Octaprenyl-6-methoxy-1,4-benzoquinone	8.435	8.435	0.0	70.0
C05811	2-Octaprenyl-6-hydroxyphenol	-9.82512468552	0.0	-9.825	80.0
C05810	2-Octaprenylphenol	9.82512468552	9.825	0.0	80.0
C00188	L-Threonine	8.83664137159	9.297	-7.425	70.0
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone	-8.435	0.0	-8.435	70.0
C02702	L-Prolyl-tRNA(Pro)	-10.2035354651	0.0	-10.204	90.0
C03793	N6,N6,N6-Trimethyl-L-lysine	-2.322	0.0	-2.322	50.0
C00184	Glycerone	9.86617248531	9.866	0.0	80.0
C05818	2-Demethylmenaquinone	-8.47166181926	0.0	-8.472	70.0
C00183	L-Valine	-8.13993576334	0.0	-8.14	60.0
C00180	Benzoate	-8.59597902656	0.0	-8.596	70.0
C00181	D-Xylose	9.124	9.124	0.0	70.0
C00159	D-Mannose	11.5280260637	12.464	-11.397	90.0
C04216	all-trans-Heptaprenyl_diphosphate	-8.52	0.0	-8.52	70.0
C00011	CO2	-7.83842447479	2.143	-7.866	60.0
C07091	cis-Acetylacrylate	-9.773	0.0	-9.773	80.0
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	-8.70723901878	4.962	-8.811	70.0
C00689	alpha,alpha'-Trehalose_6-phosphate	10.0467289826	10.047	0.0	80.0
C01165	L-Glutamate_5-semialdehyde	9.129	9.129	0.0	70.0
C16348	cis-3-Chloroallyl_aldehyde	-9.518	0.0	-9.518	80.0
C18309	3-Chloro-2-methyldienelactone	9.773	9.773	0.0	80.0
C16587	3-Carbamoyl-2-phenylpropionaldehyde	-11.4730236502	0.0	-11.473	90.0
C01161	3,4-Dihydroxyphenylacetate	5.322	5.322	0.0	50.0
C18305	2-Chloro-5-methylmaleylacetate	-9.773	0.0	-9.773	80.0
C00842	dTDP-glucose	-8.82365060294	4.392	-8.889	70.0
C05271	trans-Hex-2-enoyl-CoA	-7.93	0.0	-7.93	60.0
C01168	Pseudouridine_5'-phosphate	-9.07570820483	0.0	-9.076	70.0
C00568	4-Aminobenzoate	8.592	8.592	0.0	70.0
C05100	3-Ureidoisobutyrate	-9.886	0.0	-9.886	80.0
C06142	1-Butanol	-9.861	0.0	-9.861	80.0
C02291	L-Cystathionine	8.008	8.008	0.0	60.0
C09815	Benzamide	7.484	7.484	0.0	60.0
C00018	Pyridoxal_phosphate	-11.4359093525	5.603	-11.461	90.0
C02553	L-Seryl-tRNA(Ser)	-9.731	0.0	-9.731	80.0
C16688	Sucrose_6-phosphate	-10.715	0.0	-10.715	90.0
C05823	3-Mercaptolactate	-12.552	0.0	-12.552	90.0
C03546	myo-Inositol_4-phosphate	10.0417332973	10.042	0.0	80.0
C16551	Alcophosphamide	-11.4730236502	0.0	-11.473	90.0
C00153	Nicotinamide	-7.883	0.0	-7.883	60.0
C06715	3-Oxopimeloyl-CoA	7.248	7.248	0.0	50.0
C05539	N-Acetyl-L-2-amino-6-oxopimelate	7.091	7.091	0.0	50.0
C03078	4-Guanidinobutanamide	7.484	7.484	0.0	60.0
C00155	L-Homocysteine	-9.76490940929	0.0	-9.765	80.0
C16468	(2E)-5-Methylhexa-2,4-dienoyl-CoA	9.131	9.131	0.0	70.0
C05751	trans-Oct-2-enoyl-[acp]	-10.1202494152	0.0	-10.12	90.0
C16237	Protein_N6-(lipoyl)lysine	-10.146	0.0	-10.146	90.0
C01290	beta-D-Galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	10.1900009153	10.19	0.0	90.0
C00931	Porphobilinogen	9.344	9.344	0.0	80.0
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	5.346	5.346	0.0	50.0
C19846	Pimelyl-[acyl-carrier_protein]_methyl_ester	-7.87	0.0	-7.87	60.0
C04438	1-Acyl-sn-glycero-3-phosphoethanolamine	-8.371	0.0	-8.371	60.0
C18239	Precursor_Z	6.492	6.492	0.0	50.0
C00446	alpha-D-Galactose_1-phosphate	-8.20783657816	0.0	-8.208	60.0
C00445	5,10-Methenyltetrahydrofolate	-4.948	0.0	-4.948	50.0
C01762	Xanthosine	-7.61011455394	8.097	-8.874	50.0
C00441	L-Aspartate_4-semialdehyde	8.85087433447	8.98	-5.434	70.0
C00440	5-Methyltetrahydrofolate	8.714	8.714	0.0	70.0
C14802	1-Nitronaphthalene-7,8-oxide	9.976	9.976	0.0	80.0
C00168	Hydroxypyruvate	8.34	8.34	0.0	60.0
C00526	Deoxyuridine	9.59652771434	9.597	0.0	80.0
C00527	Glutaryl-CoA	-7.248	0.0	-7.248	50.0
C14806	1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	-9.976	0.0	-9.976	80.0
C14804	1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	-9.976	0.0	-9.976	80.0
C14805	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	-9.976	0.0	-9.976	80.0
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	7.1995411689	7.276	-3.0	50.0
C16615	6-Methylthiopurine_5'-monophosphate_ribonucleotide	-9.98597201491	0.0	-9.986	90.0
C00921	Dihydropteroate	6.20981984087	7.267	-6.322	50.0
C01190	beta-D-Glucosyl-(1<->1)-ceramide	-10.1871187186	0.0	-10.187	90.0
C00009	Orthophosphate	-9.08768941737	0.0	-9.088	70.0
C16254	[Dihydrolipoyllysine-residue_succinyltransferase]_S-succinyldihydrolipoyllysine	-9.508	0.0	-9.508	80.0
C00186	(S)-Lactate	10.968	10.968	0.0	90.0
C05396	Lactose_6-phosphate	-7.0	0.0	-7.0	50.0
C00957	Mercaptopyruvate	11.553	11.553	0.0	90.0
C00068	Thiamin_diphosphate	-6.877	0.0	-6.877	50.0
C00644	D-Mannitol_1-phosphate	-9.21671852726	0.0	-9.217	80.0
C05753	3-Oxodecanoyl-[acp]	10.2963462289	10.296	0.0	90.0
C04133	N-Acetyl-L-glutamate_5-phosphate	-8.655	0.0	-8.655	70.0
C04294	5-(2-Hydroxyethyl)-4-methylthiazole	7.845	7.845	0.0	60.0
C03838	5'-Phosphoribosylglycinamide	-8.30384610309	0.0	-8.304	60.0
C00288	HCO3-	-8.04906329581	8.362	-9.214	60.0
C03722	Quinolinate	-7.672	0.0	-7.672	50.0
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-10.8761218194	0.0	-10.876	90.0
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-10.4622537921	0.0	-10.462	90.0
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	12.2271428761	12.227	0.0	90.0
C03939	Acetyl-[acyl-carrier_protein]	10.3526070536	10.44	-6.351	90.0
C00620	alpha-D-Ribose_1-phosphate	11.3303147841	11.33	0.0	90.0
C11355	4-Amino-4-deoxychorismate	-8.543	0.0	-8.543	70.0
C02988	L-Histidyl-tRNA(His)	-9.73285336255	0.0	-9.733	80.0
C04895	7,8-Dihydroneopterin_3'-triphosphate	-8.13975622578	6.672	-8.585	60.0
C04376	5'-Phosphoribosyl-N-formylglycinamide	7.79455606259	7.795	0.0	60.0
C01228	Guanosine_3',5'-bis(diphosphate)	-9.83154496299	0.0	-9.832	80.0
C05966	15(S)-HPETE	8.82	8.82	0.0	70.0
C00239	dCMP	-5.794	0.0	-5.794	50.0
C01346	dUDP	5.30293735756	6.607	-5.858	50.0
C01345	dITP	-4.90605708519	8.267	-8.401	50.0
C01344	dIDP	10.1545313723	10.155	0.0	90.0
C00234	10-Formyltetrahydrofolate	9.21362201225	9.414	-6.467	80.0
C00235	Dimethylallyl_diphosphate	6.93836652018	6.966	-1.246	50.0
C01613	Stachyose	12.3845148115	12.385	0.0	90.0
C00010	CoA	-7.80141402468	7.213	-8.537	60.0
C02839	L-Tyrosyl-tRNA(Tyr)	-10.0233272041	0.0	-10.023	90.0
C05689	Se-Methyl-L-selenocysteine	8.401	8.401	0.0	70.0
C00014	Ammonia	8.28957789488	8.29	0.0	60.0
C00015	UDP	-8.98210107578	5.441	-9.101	70.0
C05822	3'-CMP	-8.89208605158	0.0	-8.892	70.0
C00019	S-Adenosyl-L-methionine	0.322	0.322	0.0	50.0
C00857	Deamino-NAD+	-6.484	0.0	-6.484	50.0
C00152	L-Asparagine	10.0577128186	10.195	-6.737	90.0
C19845	Pimelyl-[acyl-carrier_protein]	8.418	8.418	0.0	70.0
C05824	S-Sulfo-L-cysteine	-8.349	0.0	-8.349	60.0
C00156	4-Hydroxybenzoate	6.409	6.409	0.0	50.0
