KO_code	Transcripts
K01778	9.0
K07658	10.0
K02986	350.0
K02851	3.0
K02982	255.0
K02988	268.0
K07386	3.0
K10709	8.0
K02112	180.0
K02111	257.0
K02110	134.0
K02117	52.0
K06923	12.0
K02115	283.0
K02114	156.0
K02563	32.0
K02119	30.0
K03588	25.0
K03465	12.0
K03466	13.0
K01649	33.0
K05970	27.0
K11145	29.0
K12960	15.0
K01647	77.0
K06405	7.0
K07030	32.0
K00335	68.0
K10797	8.0
K00336	95.0
K00700	59.0
K00703	94.0
K00705	26.0
K02027	1.0
K02026	11.0
K07138	29.0
K07139	7.0
K10819	12.0
K06956	12.0
K06402	4.0
K07133	6.0
K06959	44.0
K06958	27.0
K06409	3.0
K07137	19.0
K02029	8.0
K15581	244.0
K07795	5.0
K03768	36.0
K00099	16.0
K09121	13.0
K03763	15.0
K09125	78.0
K01866	9.0
K09759	1.0
K02160	29.0
K07107	6.0
K01868	73.0
K01869	45.0
K01338	23.0
K09459	16.0
K09458	28.0
K03517	28.0
K00147	13.0
K00145	17.0
K01945	47.0
K01886	48.0
K07456	22.0
K01940	59.0
K06408	0.0
K00384	45.0
K07047	11.0
K00602	45.0
K07042	11.0
K07043	18.0
K07040	128.0
K07727	3.0
K06407	6.0
K02028	14.0
K00791	13.0
K00790	57.0
K01269	1.0
K08978	31.0
K09013	16.0
K03088	506.0
K03086	7.0
K00891	30.0
K01262	15.0
K05825	28.0
K01265	212.0
K08974	24.0
K03169	106.0
K00609	14.0
K00676	2.0
K08384	17.0
K09157	29.0
K02334	5.0
K04095	2.0
K00248	63.0
K00563	5.0
K00564	9.0
K00566	12.0
K10536	4.0
K03648	23.0
K00244	17.0
K00965	27.0
K02669	55.0
K04763	3.0
K00962	142.0
K00963	31.0
K01163	16.0
K00969	20.0
K02662	27.0
K14090	13.0
K06902	2.0
K07183	31.0
K00806	54.0
K07181	14.0
K06223	16.0
K06217	24.0
K10974	2.0
K06213	37.0
K07343	0.0
K02948	266.0
K00949	11.0
K00284	16.0
K02388	51.0
K02945	118.0
K02946	202.0
K01867	51.0
K02409	83.0
K11105	5.0
K06969	18.0
K02018	8.0
K01689	29.0
K02016	23.0
K02017	18.0
K02015	14.0
K02405	19.0
K06967	17.0
K02407	523.0
K05366	30.0
K06406	4.0
K00666	22.0
K01442	8.0
K02389	305.0
K01448	21.0
K01449	5.0
K01678	28.0
K03308	34.0
K06997	91.0
K02493	20.0
K05810	3.0
K02888	214.0
K02495	24.0
K02406	8927.0
K02884	224.0
K02887	92.0
K02886	212.0
K07460	15.0
K07461	2.0
K07462	15.0
K07813	17.0
K04565	15.0
K04567	93.0
K09807	6.0
K15986	5.0
K06442	11.0
K03307	16.0
K06333	2.0
K02241	54.0
K10773	20.0
K07481	133.0
K02390	330.0
K01611	11.0
K01610	281.0
K01613	2.0
K02122	61.0
K00598	5.0
K02392	274.0
K02124	45.0
K07391	15.0
K08722	5.0
K00067	7.0
K09690	55.0
K06334	13.0
K03547	13.0
K03546	15.0
K03545	113.0
K03544	89.0
K02834	35.0
K02835	28.0
K02836	23.0
K02837	9.0
K03424	25.0
K13789	13.0
K03427	18.0
K07006	0.0
K07007	13.0
K03930	3.0
K07005	4.0
K03205	29.0
K00991	30.0
K03617	10.0
K03615	11.0
K03614	148.0
K03613	12.0
K03612	31.0
K09707	1.0
K02237	21.0
K06148	2.0
K09702	5.0
K02338	21.0
K02337	24.0
K02335	12.0
K06147	305.0
K02238	10.0
K00527	58.0
K03592	20.0
K09469	1.0
K01835	89.0
K01834	13.0
K16899	8.0
K00286	8.0
K00528	107.0
K03723	16.0
K07045	1.0
K04069	16.0
K04068	13.0
K01523	13.0
K04066	25.0
K04061	8.0
K03685	22.0
K03686	66.0
K03687	27.0
K00761	46.0
K00841	5.0
K00847	6.0
K02968	63.0
K00845	61.0
K04486	10.0
K00849	36.0
K01534	71.0
K00179	16.0
K06391	4.0
K03111	145.0
K06393	4.0
K06394	3.0
K06397	5.0
K06396	2.0
K03118	3.0
K06398	18.0
K10823	82.0
K00027	34.0
K00077	6.0
K07301	30.0
K02965	198.0
K06390	6.0
K02906	270.0
K03786	19.0
K01734	62.0
K15738	2.0
K01880	83.0
K01881	40.0
K01928	22.0
K01885	32.0
K17319	5.0
K01887	18.0
K01224	9.0
K01889	39.0
K15634	16.0
K15635	16.0
K15633	103.0
K01156	4.0
K01154	33.0
K01153	34.0
K01151	12.0
K11749	23.0
K01409	26.0
K01159	14.0
K06399	6.0
K06903	10.0
K00939	241.0
K00831	151.0
K00937	10.0
K00936	9.0
K00620	15.0
K00931	30.0
K00930	14.0
K13678	8.0
K06410	12.0
K06890	1.0
K06896	6.0
K07238	4.0
K06898	13.0
K02992	368.0
K02990	150.0
K01925	20.0
K02994	195.0
K03415	88.0
K01129	24.0
K01924	24.0
K11070	2.0
K11071	4.0
K11072	6.0
K15987	27.0
K02470	52.0
K01271	4.0
K02477	9.0
K07090	10.0
K03574	56.0
K03575	1.0
K03572	12.0
K03570	11.0
K01710	13.0
K01711	21.0
K07027	11.0
K01714	55.0
K01715	6.0
K01653	20.0
K01652	15.0
K16213	29.0
K02874	160.0
K02876	362.0
K03976	6.0
K03977	65.0
K03168	24.0
K00656	31.0
K00657	20.0
K03978	15.0
K03979	26.0
K02878	295.0
K02879	296.0
K12257	98.0
K00303	4.0
K07282	2.0
K02051	35.0
K07284	105.0
K02057	5.0
K14170	23.0
K06438	2.0
K03502	30.0
K03501	15.0
K03500	23.0
K07124	11.0
K07126	10.0
K02372	25.0
K02371	27.0
K05593	3.0
K00088	70.0
K03710	13.0
K03711	6.0
K03716	0.0
K06872	6.0
K00046	31.0
K01870	70.0
K03488	0.0
K02279	11.0
K01875	55.0
K01874	51.0
K01876	99.0
K06023	54.0
K09747	58.0
K06024	20.0
K05343	19.0
K03525	14.0
K06320	2.0
K01972	78.0
K17677	3.0
K13292	45.0
K02421	62.0
K01695	1.0
K01883	13.0
K02283	8.0
K07050	2.0
K07053	33.0
K03470	16.0
K17076	8.0
K06412	36.0
K17074	5.0
K00013	27.0
K00014	16.0
K07058	21.0
K00016	13.0
K03524	5.0
K03624	75.0
K03625	13.0
K03151	16.0
K03152	20.0
K03621	18.0
K17318	589.0
K03091	13.0
K03628	5.0
K03629	11.0
K08591	37.0
K01693	27.0
K06295	4.0
K06297	5.0
K00648	27.0
K03527	119.0
K04651	6.0
K04656	7.0
K04654	4.0
K04655	4.0
K15772	37.0
K15771	90.0
K15770	284.0
K00278	14.0
K04094	14.0
K03652	38.0
K04096	25.0
K03650	10.0
K03657	59.0
K03655	20.0
K03654	19.0
K09749	43.0
K17213	1.0
K00575	66.0
K01305	5.0
K03526	19.0
K00973	8.0
K00971	37.0
K00975	422.0
K00974	55.0
K02650	16.0
K02653	62.0
K02654	9.0
K04477	51.0
K13922	10.0
K00879	18.0
K00873	40.0
K00876	32.0
K00874	216.0
K04487	30.0
K02956	187.0
K04485	14.0
K06207	31.0
K02952	223.0
K02950	414.0
K06906	15.0
K01273	1.0
K00882	12.0
K17320	9.0
K01270	14.0
K01571	138.0
K01572	98.0
K06979	20.0
K06871	37.0
K01756	47.0
K01750	1.0
K15923	147.0
K01752	2.0
K07979	32.0
K02005	3.0
K02004	104.0
K06973	14.0
K06972	42.0
K02001	4.0
K02000	5.0
K02003	232.0
K02002	5.0
K01596	137.0
K07080	33.0
K00611	22.0
K00616	123.0
K00901	10.0
K06950	139.0
K07088	27.0
K07089	2.0
K00756	11.0
K10907	16.0
K09761	11.0
K07478	18.0
K07576	11.0
K07574	16.0
K02358	1284.0
K07473	2.0
K08600	51.0
K08602	3.0
K07056	11.0
K07474	8.0
K03703	22.0
K03294	97.0
K01814	18.0
K01056	11.0
K06379	4.0
K02488	6.0
K01754	2.0
K05808	168.0
K09815	7.0
K06374	4.0
K06373	5.0
K09812	32.0
K09811	39.0
K05515	9.0
K02500	32.0
K02501	59.0
K02502	22.0
K02503	19.0
K07493	65.0
K02217	19.0
K09748	33.0
K01620	2.0
K01938	31.0
K01939	56.0
K01755	20.0
K11707	3.0
K01628	27.0
K01937	39.0
K01933	30.0
K01989	10.0
K00058	109.0
K00059	47.0
K00057	47.0
K12941	1.0
K07793	4.0
K00052	34.0
K00053	34.0
K02434	29.0
K00688	96.0
K03530	374.0
K03531	92.0
K03536	142.0
K02433	34.0
K03925	23.0
K07010	0.0
K03431	20.0
K02824	1.0
K02823	16.0
K03282	16.0
K07017	6.0
K11189	246.0
K03210	97.0
K03217	4.0
K03216	12.0
K03215	6.0
K01975	4.0
K03218	6.0
K05521	5.0
K03664	16.0
K03665	20.0
K09772	89.0
K09817	8.0
K05833	12.0
K06158	44.0
K09777	20.0
K05837	12.0
K09775	13.0
K02342	5.0
K00133	26.0
K02340	15.0
K04769	3.0
K07571	6.0
K06156	0.0
K06897	24.0
K01808	38.0
K03696	9.0
K03695	24.0
K15532	14.0
K01958	7.0
K03498	18.0
K00615	230.0
K01803	79.0
K01736	8.0
K01805	59.0
K03699	53.0
K07335	37.0
K03324	32.0
K05832	10.0
K03320	6.0
K03284	19.0
K01295	5.0
K01817	1.0
K12506	2.0
K03060	6.0
K07494	2.0
K01246	23.0
K04079	33.0
K01243	10.0
K07496	5.0
K02348	15.0
K03106	28.0
K01951	31.0
K00805	18.0
K03101	47.0
K03100	28.0
K00852	2.0
K03438	26.0
K06378	6.0
K03087	2.0
K02343	40.0
K00783	12.0
K16787	18.0
K12544	24.0
K15582	233.0
K15583	52.0
K01897	12.0
K00226	20.0
K01895	21.0
K00800	19.0
K01893	49.0
K01892	77.0
K00548	44.0
K02996	146.0
K01696	2.0
K02687	17.0
K01142	1.0
K01790	40.0
K01791	2.0
K14989	2.0
K14988	2.0
K02765	1.0
K01286	1.0
K13963	15.0
K00788	5.0
K00948	77.0
K00826	49.0
K00821	26.0
K00820	22.0
K00823	2.0
K02400	71.0
K00943	13.0
K13747	25.0
K01740	30.0
K05499	16.0
K00945	49.0
K06881	33.0
K00065	5.0
K06206	3.0
K01092	1.0
K07636	11.0
K06889	119.0
K06888	1.0
K08884	30.0
K10947	141.0
K03584	11.0
K00797	16.0
K11069	4.0
K07258	22.0
K09691	58.0
K01489	24.0
K01890	56.0
K01520	18.0
K01609	2.0
K02967	189.0
K01486	56.0
K11709	4.0
K02963	113.0
K02961	292.0
K06901	1.0
K01666	32.0
K01818	25.0
K03569	45.0
K06905	13.0
K01662	14.0
K06907	11.0
K06908	4.0
K06385	6.0
K00762	132.0
K01934	16.0
K00760	28.0
K01465	24.0
K01462	15.0
K00767	16.0
K00764	56.0
K00765	39.0
K07082	34.0
K01704	20.0
K01703	30.0
K02863	245.0
K02860	10.0
K02867	210.0
K07447	27.0
K07444	21.0
K02864	247.0
K00645	13.0
K07448	1.0
K00640	17.0
K06346	44.0
K02040	4.0
K01421	0.0
K02049	9.0
K02050	17.0
K05396	5.0
K02931	190.0
K10206	41.0
K09816	10.0
K01485	2.0
K03701	75.0
K02387	50.0
K02025	137.0
K03702	27.0
K03705	11.0
K03310	3.0
K02438	1.0
K03499	44.0
K03437	14.0
K01963	26.0
K01962	20.0
K01961	19.0
K07003	0.0
K06153	14.0
K03495	10.0
K03497	29.0
K03496	51.0
K16898	11.0
K03790	3.0
K03816	1.0
K00003	32.0
K00169	2.0
K03798	62.0
K05364	3.0
K00009	8.0
K03402	11.0
K03406	521.0
K03407	131.0
K02469	84.0
K07741	1.0
K07406	6.0
K03408	130.0
K07742	18.0
