KO_code	Transcripts
K03635	1.0
K02409	1.0
K03637	0.0
K17686	0.0
K03147	1.0
K03630	2.0
K03632	1.0
K03149	0.0
K03925	3.0
K03638	1.0
K10110	1.0
K06163	1.0
K03387	1.0
K02316	2.0
K02468	0.0
K06167	1.0
K03631	0.0
K00358	1.0
K06287	1.0
K01466	0.0
K02018	0.0
K00265	0.0
K11904	2.0
K02400	0.0
K11906	0.0
K06041	1.0
K05845	0.0
K05846	0.0
K04083	2.0
K04082	1.0
K02467	1.0
K01999	2.0
K04084	1.0
K01992	3.0
K01990	2.0
K04088	4.0
K01996	1.0
K01997	1.0
K01995	1.0
K02874	55.0
K01685	2.0
K00989	2.0
K11755	0.0
K11754	0.0
K01515	2.0
K00982	1.0
K01104	0.0
K11753	2.0
K00981	2.0
K05592	6.0
K00868	1.0
K05590	2.0
K13628	4.0
K05367	1.0
K03924	1.0
K07245	0.0
K01681	0.0
K00865	11.0
K00864	1.0
K00867	2.0
K07243	0.0
K06162	1.0
K01190	1.0
K07012	0.0
K02926	50.0
K01194	1.0
K02314	0.0
K07085	2.0
K02822	1.0
K00216	0.0
K11991	1.0
K02821	3.0
K04026	1.0
K16136	0.0
K02038	3.0
K16066	1.0
K11473	0.0
K09911	1.0
K01744	20.0
K06867	0.0
K06866	7.0
K01749	2.0
K02033	0.0
K02034	0.0
K02035	0.0
K06861	3.0
K02037	2.0
K01585	2.0
K01584	1.0
K03746	9.0
K07095	0.0
K00604	3.0
K00606	2.0
K02523	2.0
K11071	0.0
K01589	1.0
K01424	2.0
K01425	0.0
K07560	0.0
K03281	0.0
K10974	1.0
K10975	0.0
K13650	0.0
K07648	1.0
K07640	0.0
K07393	0.0
K07390	0.0
K07391	2.0
K07646	1.0
K07647	0.0
K02456	0.0
K02457	2.0
K02106	0.0
K02455	2.0
K03459	0.0
K03591	0.0
K03592	1.0
K03593	1.0
K03455	1.0
K07479	1.0
K02055	0.0
K03451	1.0
K02511	2.0
K02510	2.0
K02193	2.0
K01929	84.0
K01928	1.0
K01639	6.0
K01638	383.0
K01923	3.0
K08160	2.0
K01921	3.0
K11179	1.0
K01925	2.0
K01924	1.0
K07024	3.0
K07025	1.0
K07027	1.0
K07789	1.0
K07788	0.0
K00042	10.0
K00041	1.0
K00040	3.0
K12974	1.0
K00046	0.0
K07783	2.0
K07782	1.0
K14054	0.0
K02421	0.0
K02420	2.0
K14051	0.0
K02426	0.0
K14053	1.0
K14052	0.0
K02852	2.0
K07146	0.0
K02429	1.0
K10805	1.0
K13014	0.0
K14058	1.0
K02854	2.0
K00639	2.0
K03770	1.0
K03771	2.0
K03772	3.0
K03775	4.0
K03776	2.0
K03777	1.0
K03671	5.0
K03670	3.0
K09136	1.0
K12372	0.0
K03718	1.0
K03676	3.0
K02505	1.0
K09760	1.0
K01813	2.0
K05809	8.0
K01811	1.0
K05805	1.0
K03826	2.0
K14415	2.0
K05801	1.0
K02357	35.0
K05803	10.0
K00137	1.0
K04046	0.0
K04044	1.0
K04042	6.0
K13378	2.0
K01952	1.0
K01953	0.0
K00138	0.0
K00782	1.0
K01070	0.0
K00036	2.0
K03292	4.0
K03291	1.0
K03290	1.0
K03296	8.0
K00427	2.0
K03294	2.0
K03072	2.0
K03071	3.0
K03070	2.0
K03077	1.0
K03076	44.0
K03074	3.0
K13979	1.0
K01256	1.0
K01250	0.0
K01252	1.0
K10036	2.0
K03274	2.0
K12288	1.0
K12289	0.0
K09996	0.0
K03270	2.0
K03273	1.0
K03272	1.0
K07322	2.0
K07320	0.0
K03177	1.0
K07119	0.0
K01870	2.0
K01048	3.0
K03923	1.0
K05540	8.0
K03488	2.0
K06132	1.0
K15539	1.0
K03183	4.0
K03181	2.0
K03289	1.0
K02064	1.0
K13889	0.0
K12573	4.0
K01175	0.0
K01176	2.0
K14977	1.0
K01876	3.0
K16053	0.0
K01077	1.0
K11744	0.0
K03973	1.0
K07214	1.0
K00817	0.0
K01146	0.0
K00362	2.0
K08304	10.0
K08305	1.0
K08306	2.0
K08307	1.0
K08301	3.0
K08303	1.0
K07356	1.0
K07354	0.0
K07355	0.0
K09972	1.0
K07350	3.0
K07351	22.0
K06183	0.0
K05790	2.0
K06186	1.0
K06187	1.0
K06188	2.0
K06223	3.0
K06222	1.0
K05798	0.0
K05799	1.0
K01495	1.0
K03322	0.0
K01673	2.0
K03559	0.0
K02418	0.0
K02419	0.0
K02982	41.0
K07588	0.0
K02412	0.0
K01512	1.0
K01679	2.0
K03554	0.0
K03555	1.0
K06911	4.0
K10441	2.0
K11139	0.0
K03284	1.0
K01778	2.0
K00275	1.0
K01772	0.0
K02783	1.0
K01835	1.0
K01776	1.0
K01775	1.0
K08984	1.0
K03205	0.0
K07454	0.0
K07458	0.0
K07109	1.0
K02895	50.0
K00674	2.0
K13629	1.0
K02890	49.0
K00677	3.0
K06147	1.0
K10439	5.0
K09894	2.0
K01782	1.0
K00027	0.0
K02770	2.0
K10538	2.0
K10539	1.0
K16291	3.0
K02071	2.0
K02072	1.0
K02073	1.0
K02526	2.0
K02527	3.0
K02399	1.0
K02398	0.0
K02520	24.0
K02299	1.0
K03305	10.0
K03304	1.0
K02397	0.0
K02396	0.0
K02390	1.0
K02393	0.0
K02529	3.0
K01912	0.0
K01910	1.0
K02446	1.0
K01914	2.0
K01915	5.0
K03587	2.0
K01918	0.0
K01919	2.0
K01608	1.0
K00073	1.0
K05777	0.0
K00074	0.0
K07773	3.0
K03789	1.0
K05939	0.0
K03701	2.0
K02553	1.0
K02552	1.0
K02550	2.0
K02557	1.0
K02800	1.0
K03417	0.0
K03820	1.0
K02558	1.0
K00371	0.0
K02521	1.0
K07071	1.0
K01974	1.0
K01358	3.0
K03601	1.0
K01554	1.0
K03607	5.0
K03609	1.0
K03470	3.0
K01354	0.0
K09910	0.0
K01356	2.0
K01119	0.0
K06175	0.0
K08279	1.0
K10109	1.0
K10108	1.0
K06179	1.0
K08277	1.0
K09903	5.0
K03832	1.0
K06079	1.0
K15555	1.0
K15554	1.0
