KO_code	Compound_codes
K01154	
K01155	
K07491	
K01153	
K06920	C20248,C20248
K06131	C00344,C00269,C00344,C00269,C00344,C00344
K05364	C05898
K03169	
K01873	C00183
K06969	
K07496	
K01876	C00049
K16211	
K03976	
K07386	
K03308	
K03088	
K07444	
K01804	C00259,C00259
K00641	C00263,C01077
K04564	
K02551	C00885,C00885,C00885
K07139	
K03929	
K07078	
K01462	
K07133	
K06223	
K01775	C00041,C00041
K10914	
K01892	C00135
K07043	
K03832	
K06871	
K03152	
K03742	
K03701	
K03572	
K03313	
K03664	
K09457	C15996,C16675
K06158	
K03453	
K00024	C00149,C00149,C00149,C00036,C00036,C00036,C00149,C00149,C00149,C00149
K00929	C00246,C02527
K01869	C00123
K00757	C00299,C00299,C07649
K01740	C01077,C01077,C00979
K03496	
K01192	
K01736	C01269,C00251,C01269,C01269
K02926	
K03787	C00020,C00020,C00055,C00105,C00130,C00130,C00144,C00144,C00364,C00239,C00362,C00330,C00360,C00360,C00455,C00655,C00655,C00655,C01185
K07456	
K06889	
K07458	
K02906	
K07636	
K02892	
K03734	
K07164	
K04096	
K03289	
K03655	
K01205	G13038,G13038
K05970	
K02429	
K03427	
K00558	C00019,C00021
K07126	
