KO_code	Transcripts
K01154	20.0
K01155	38.0
K07491	0.0
K01153	22.0
K06920	41.0
K02892	167.0
K05364	0.0
K03169	60.0
K01873	29.0
K06969	32.0
K07496	0.0
K01876	37.0
K16211	52.0
K03308	26.0
K03088	95.0
K07444	0.0
K00641	20.0
K02926	138.0
K04564	41.0
K02551	0.0
K07139	24.0
K03929	20.0
K05970	0.0
K07078	0.0
K07133	26.0
K06223	39.0
K03496	7.0
K10914	34.0
K01892	28.0
K03289	35.0
K06871	87.0
K07126	47.0
K03152	163.0
K03742	39.0
K03701	45.0
K03787	35.0
K03572	23.0
K03313	24.0
K03664	24.0
K09457	49.0
K06158	28.0
K03453	25.0
K00024	125.0
K00929	41.0
K01869	0.0
K00757	32.0
K01775	29.0
K01192	0.0
K01736	20.0
K07458	81.0
K01740	29.0
K03832	29.0
K07456	19.0
K06889	30.0
K03976	27.0
K02906	212.0
K07636	28.0
K06131	16.0
K03734	46.0
K07164	62.0
K04096	22.0
K03427	95.0
K07043	23.0
K03655	127.0
K01205	0.0
K01462	28.0
K02429	52.0
K01804	61.0
K00558	86.0
K07386	55.0
