norm_reads_630	norm_reads_mock	pathway
20.9803640116	12.5719735932	Nucleotide_metabolism
4.78337605912	2.7589919005	Amino_acid_metabolism
21.6554126184	12.2878743573	Metabolism_of_cofactors_and_vitamins
4.44339160737	2.44159832555	Metabolism_of_terpenoids_and_polyketides
4.44339160737	2.44159832555	Biosynthesis_of_other_secondary_metabolites
72.3738437379	41.4647803324	Global_and_overview_maps
15.9463880741	8.71881824746	Lipid_metabolism
