KO_code	Transcripts
K06920	4.0
K02114	26.0
K02563	2.0
K03588	3.0
K02564	3.0
K01727	4.0
K11144	12.0
K11145	12.0
K01729	0.0
K06405	10.0
K07031	14.0
K07030	28.0
K00335	34.0
K00334	29.0
K00336	35.0
K00700	21.0
K00705	60.0
K02027	4.0
K02026	77.0
K07138	15.0
K06406	12.0
K07133	2.0
K06959	5.0
K03517	4.0
K06409	0.0
K07137	17.0
K02029	0.0
K02028	1.0
K03884	53.0
K16785	2.0
K03768	6.0
K00099	12.0
K03763	8.0
K09457	3.0
K01866	11.0
K01867	5.0
K01868	5.0
K01869	11.0
K02899	37.0
K01892	9.0
K00384	12.0
K03340	7.0
K07042	21.0
K07043	8.0
K03346	12.0
K00791	10.0
K00790	3.0
K01269	14.0
K09015	11.0
K09014	10.0
K09013	8.0
K03088	14.0
K03086	12.0
K00891	10.0
K01262	17.0
K01265	47.0
K08974	13.0
K03168	7.0
K08384	2.0
K07507	7.0
K00560	10.0
K00564	14.0
K00566	5.0
K00567	14.0
K00243	16.0
K03648	5.0
K04763	7.0
K15780	33.0
K00963	13.0
K00969	2.0
K00806	5.0
K00805	5.0
K00800	8.0
K06217	10.0
K06213	4.0
K02948	53.0
K16899	12.0
K02946	36.0
K06969	6.0
K01689	53.0
K01686	2.0
K01685	26.0
K05366	2.0
K01442	1.0
K01443	4.0
K00662	19.0
K00661	10.0
K01448	1.0
K01449	18.0
K06997	3.0
K02493	3.0
K02888	58.0
K02495	8.0
K02884	63.0
K02887	26.0
K07467	0.0
K02881	60.0
K04567	14.0
K09808	50.0
K06442	8.0
K10773	5.0
K01613	4.0
K12995	18.0
K00599	3.0
K01619	31.0
K03545	26.0
K02834	14.0
K02835	16.0
K02836	6.0
K02838	12.0
K03426	2.0
K03427	13.0
K07007	6.0
K09117	10.0
K03616	19.0
K02337	4.0
K02335	10.0
K06147	50.0
K02238	21.0
K00527	35.0
K01839	13.0
K03592	18.0
K01835	14.0
K00876	37.0
K00287	11.0
K16898	14.0
K00528	11.0
K09697	7.0
K03723	3.0
K09696	8.0
K04069	2.0
K04068	9.0
K04066	4.0
K03686	22.0
K03687	14.0
K00841	10.0
K00847	18.0
K00845	10.0
K02956	41.0
K01534	11.0
K01537	7.0
K07301	3.0
K03111	71.0
K06399	7.0
K06398	19.0
K03784	27.0
K02904	54.0
K02906	40.0
K15738	4.0
K01880	11.0
K01881	8.0
K01735	5.0
K01885	9.0
K01886	18.0
K17318	11.0
K08591	8.0
K01889	11.0
K02025	60.0
K01154	8.0
K01151	6.0
K11749	11.0
K01409	7.0
K00939	64.0
K13678	19.0
K07238	21.0
K02621	11.0
K02992	40.0
K02622	10.0
K01738	2.0
K02994	71.0
K11070	7.0
K11071	3.0
K11072	7.0
K15987	16.0
K02470	10.0
K03574	6.0
K03575	2.0
K03572	9.0
K01710	7.0
K01714	7.0
K02874	56.0
K02876	81.0
K03976	1.0
K03977	14.0
K00656	2.0
K03978	11.0
K00655	10.0
K02878	50.0
K02879	38.0
K02050	7.0
K02051	11.0
K06436	8.0
K03502	1.0
K03501	5.0
K10823	63.0
K07124	0.0
K07126	1.0
K03893	0.0
K03711	2.0
K07029	14.0
K01870	9.0
K01873	6.0
K01872	10.0
K01875	14.0
K01874	11.0
K01876	13.0
K06023	6.0
K09747	20.0
K05343	7.0
K02961	51.0
K01971	0.0
K01972	7.0
K13292	7.0
K05919	5.0
K07056	20.0
K07053	13.0
K03470	6.0
K00014	6.0
K03624	19.0
K03625	9.0
K06410	2.0
K03152	5.0
K03621	13.0
K03091	36.0
K13993	61.0
K03629	6.0
K09145	0.0
K03527	5.0
K15772	192.0
K15771	244.0
K15770	298.0
K00278	2.0
K04094	7.0
K03650	7.0
K03657	3.0
K03655	3.0
K03654	1.0
K00571	7.0
K01304	5.0
K01119	6.0
K00975	37.0
K00974	3.0
K07271	5.0
K00873	57.0
K01286	2.0
K00874	79.0
K04486	3.0
K06207	10.0
K02952	49.0
K02950	35.0
K04488	13.0
K01273	4.0
K17320	98.0
K01883	16.0
K01756	10.0
K01752	7.0
K07979	10.0
K02004	29.0
K06972	13.0
K06975	3.0
K02003	8.0
K00759	13.0
K00615	23.0
K06950	66.0
K07088	3.0
K07089	1.0
K00756	16.0
K07574	24.0
K07473	3.0
K08602	7.0
K01051	29.0
K01056	5.0
K06379	8.0
K06374	2.0
K06373	3.0
K06370	3.0
K02503	15.0
K01938	7.0
K01625	36.0
K01937	7.0
K00962	26.0
K00057	15.0
K00688	32.0
K03530	5.0
K03531	31.0
K03536	23.0
K07406	11.0
K07010	2.0
K03431	5.0
K03437	7.0
K03744	28.0
K03217	18.0
K03216	9.0
K03215	7.0
K03218	9.0
K03664	6.0
K03665	9.0
K09772	12.0
K09775	15.0
K02342	0.0
K04043	33.0
K02341	7.0
K02346	1.0
K01808	24.0
K03696	3.0
K03695	6.0
K15532	9.0
K01803	35.0
K06012	0.0
K01805	19.0
K03698	6.0
K03324	5.0
K03282	6.0
K13963	3.0
K04079	18.0
K01243	3.0
K12410	7.0
K03106	10.0
K03101	9.0
K03100	7.0
K02990	54.0
K16787	4.0
K15581	48.0
K15582	51.0
K15583	52.0
K16789	8.0
K01893	4.0
K01507	7.0
K01890	14.0
K00858	3.0
K00948	9.0
K00949	8.0
K00820	1.0
K00942	14.0
K00943	9.0
K06881	31.0
K06885	9.0
K01091	3.0
K06334	8.0
K06889	6.0
K08884	1.0
K10947	7.0
K11069	6.0
K11068	18.0
K01489	15.0
K02968	22.0
K01520	12.0
K02967	31.0
K02965	37.0
K01480	6.0
K03798	36.0
K01939	6.0
K06904	0.0
K03568	20.0
K01662	9.0
K03565	6.0
K00761	20.0
K01462	24.0
K00767	4.0
K03076	58.0
K02863	77.0
K02860	14.0
K02867	79.0
K07447	12.0
K02864	63.0
K00640	11.0
K06346	13.0
K09825	47.0
K02049	8.0
K00540	3.0
K17319	108.0
K03701	5.0
K03700	2.0
K03703	5.0
K03702	6.0
K03705	14.0
K03499	8.0
K03498	8.0
K06153	9.0
K03495	8.0
K09903	10.0
K17103	5.0
K02343	28.0
K14645	14.0
K02469	10.0
K07742	12.0
