k127_1917207,0,0,0
k127_971062,1,1,1
k127_1148676,1,1,1
k127_832424,1,1,1
k127_1670778,1,1,1
k127_160187,1,1,1
k127_1471268,2,3,3
k127_736224,2,3,3
k127_673228,2,3,3
k127_286412,2,3,3
k127_1050450,2,3,3
k127_125071,2,3,3
k127_5011,2,3,3
k127_878046,2,3,3
k127_787371,2,3,3
k127_802092,2,3,3
k127_272077,2,3,3
k127_1030283,2,3,3
k127_167015,2,3,3
k127_277029,2,3,3
k127_701862,2,3,3
k127_611380,2,3,3
k127_883206,2,3,3
k127_1332139,2,3,3
k127_262978,2,3,3
k127_675755,2,3,3
k127_1846639,3,4,4
k127_1050944,3,4,4
k127_1867593,4,5,5
k127_971888,5,6,6
k127_360569,5,6,6
k127_667069,6,7,7
k127_414942,6,7,7
k127_641506,7,8,8
k127_852193,7,8,8
k127_1752834,7,8,8
k127_1888588,7,8,8
k127_1731303,7,8,8
k127_218359,7,8,8
k127_819062,7,8,8
k127_266405,8,9,9
k127_363747,9,10,10
k127_876111,9,10,10
k127_1022798,10,11,11
k127_1237050,10,11,11
k127_316026,10,11,11
k127_841303,10,11,11
k127_756196,10,11,11
k127_952277,10,11,11
k127_958140,10,11,11
k127_1166049,10,11,11
k127_916801,10,11,11
k127_19417,10,11,11
k127_1260354,10,11,11
k127_852925,10,11,11
k127_827948,10,11,11
k127_81896,10,11,11
k127_772313,10,11,11
k127_162312,11,12,12
k127_272446,11,12,12
k127_679705,11,12,12
k127_465493,12,13,13
k127_1624588,13,14,14
k127_1801256,13,14,14
k127_106311,13,14,14
k127_1649919,13,14,14
k127_1409491,14,15,15
k127_658369,14,15,15
k127_1402586,14,15,15
k127_904250,14,15,15
k127_1391583,14,15,15
k127_281465,14,15,15
k127_120614,14,15,15
k127_472934,14,15,15
k127_353951,14,15,15
k127_392611,14,15,15
k127_1043306,14,15,15
k127_1983090,14,15,15
k127_595033,14,15,15
k127_823411,14,15,15
k127_1168581,14,15,15
k127_432662,14,15,15
k127_1351968,14,15,15
k127_993967,14,15,15
k127_949664,14,15,15
k127_1011788,15,16,16
k127_347940,15,16,16
k127_1530666,15,16,16
k127_1280067,15,16,16
k127_1534060,15,16,16
k127_763264,15,16,16
k127_633878,15,16,16
k127_633485,16,17,17
k127_1555576,16,17,17
k127_698189.0,16,17,17
k127_698189.1,16,17,17
k127_698189.2,16,17,17
k127_352848,16,17,17
k127_466262.1,16,17,17
k127_662052.0,16,17,17
k127_662052.1,16,17,17
k127_662052.2,16,17,17
k127_1706570,16,17,17
k127_587336,16,17,17
k127_120806,16,17,17
k127_683136,16,17,17
k127_349168.0,16,17,17
k127_349168.1,16,17,17
k127_1052881.1,16,17,17
k127_930643,16,17,17
k127_53836,16,17,17
k127_954193,16,17,17
k127_2000527,16,17,17
k127_1246036,16,17,17
k127_194165,16,17,17
k127_40745.0,16,17,17
k127_40745.1,16,17,17
k127_438855.8,16,17,17
k127_1729240.2,16,17,17
k127_1729240.1,16,17,17
k127_1729240.0,16,17,17
k127_1819915.0,16,17,17
k127_341698.0,16,17,17
k127_108211.1,16,17,17
k127_108211.2,16,17,17
k127_108211.3,16,17,17
k127_614919,16,17,17
k127_11338,16,17,17
k127_804685,16,17,17
