KO_code	Transcripts
K03637	26.0
K17686	21.0
K03147	4.0
K03630	68.0
K00180	417.0
K02408	80.0
K03149	2.0
K03148	2.0
K03639	26.0
K02315	254.0
K02314	109.0
K10112	30.0
K06166	0.0
K06167	45.0
K02313	46.0
K06165	0.0
K06283	72.0
K03631	15.0
K06168	9.0
K00053	17.0
K06287	102.0
K08483	104.0
K00260	1910.0
K00266	754.0
K02341	29.0
K05845	28.0
K05847	13.0
K04083	19.0
K02016	12.0
K00971	16.0
K03438	8.0
K02400	30.0
K01992	201.0
K01843	49.0
K01990	350.0
K11755	18.0
K04749	41.0
K01515	92.0
K01104	41.0
K11753	42.0
K00981	48.0
K05592	59.0
K00868	23.0
K02010	19.0
K00680	6.0
K01681	13.0
K00865	4.0
K00864	24.0
K01297	9.0
K02871	199.0
K00248	2908.0
K01193	2.0
K02358	1221.0
K05601	8.0
K06163	1.0
K03437	8.0
K01198	11.0
K14540	20.0
K14231	34.0
K11072	6.0
K00215	165.0
K01465	91.0
K01035	10.0
K01034	10.0
K04517	6.0
K01740	15.0
K06164	1.0
K02030	40.0
K02031	9.0
K01749	20.0
K02033	693.0
K02034	638.0
K02035	1515.0
K02036	3.0
K02037	2.0
K01585	5.0
K16962	54.0
K16961	61.0
K01586	37.0
K07095	147.0
K00604	36.0
K00606	24.0
K00609	21.0
K07098	53.0
K01420	72.0
K00919	29.0
K01588	20.0
K01424	270.0
K01425	68.0
K07560	31.0
K07567	720.0
K07568	13.0
K13652	9.0
K13653	230.0
K03798	289.0
K11198	5.0
K14534	475.0
K07391	6.0
K03660	17.0
K07646	27.0
K03594	91.0
K03595	85.0
K03596	34.0
K01042	4.0
K03458	18.0
K03592	46.0
K02518	155.0
K03311	1297.0
K02108	143.0
K03980	10.0
K01736	8.0
K01929	32.0
K01735	8.0
K01733	19.0
K01639	201.0
K01923	119.0
K01921	13.0
K03665	208.0
K01633	46.0
K01926	262.0
K01738	11.0
K01924	105.0
K07024	78.0
K07025	16.0
K07027	18.0
K03856	11.0
K00043	418.0
K00042	12.0
K03522	4072.0
K07029	126.0
K07124	20.0
K03521	2289.0
K02422	195.0
K03523	1.0
K02420	38.0
K03525	44.0
K06941	13.0
K03527	46.0
K06411	65.0
K03529	57.0
K03711	219.0
K06949	17.0
K07141	8.0
K00925	240.0
K02499	85.0
K03671	880.0
K02881	255.0
K09775	31.0
K07461	3.0
K09761	28.0
K00634	509.0
K01814	9.0
K05808	735.0
K01811	16.0
K01810	232.0
K06042	18.0
K02355	383.0
K02357	112.0
K02356	199.0
K13275	15.0
K00134	230.0
K00133	74.0
K04042	113.0
K00131	9.0
K01956	29.0
K02799	125.0
K01955	55.0
K01952	100.0
K01953	17.0
K01951	134.0
K03299	16.0
K00783	15.0
K00784	12.0
K07736	24.0
K07737	21.0
K00788	9.0
K00789	96.0
K03296	33.0
K00030	14.0
K03294	25.0
K03073	157.0
K02956	366.0
K03070	131.0
K01259	190.0
K01258	68.0
K03075	59.0
K03696	153.0
K01255	33.0
K03716	40.0
K02012	29.0
K07321	406.0
K03177	82.0
K06442	13.0
K05896	30.0
K05895	14.0
K01870	166.0
K03076	300.0
K06131	63.0
K01873	96.0
K07079	58.0
K00554	17.0
K01872	65.0
K01687	19.0
K12574	155.0
K00949	27.0
K00558	28.0
K12573	38.0
K01838	17.0
K01012	1.0
K01179	6.0
K01876	75.0
K07217	27.0
K01879	148.0
K00812	1179.0
K03719	185.0
K00817	8.0
K00951	21.0
K00950	53.0
K00954	19.0
K07219	45.0
K00128	6.0
K08301	38.0
K08302	121.0
K08303	29.0
K03486	68.0
K06967	8.0
K08309	34.0
K06180	35.0
K05795	416.0
K05796	190.0
K06183	14.0
K05792	84.0
K11754	37.0
K01493	48.0
K09903	40.0
K02600	68.0
K02970	250.0
K01495	46.0
K04027	16.0
K02419	53.0
K01677	9.0
K06399	4.0
K02412	66.0
K03551	12.0
K02410	68.0
K01678	9.0
K02416	37.0
K02417	142.0
K02414	37.0
K02415	41.0
K03284	18.0
K01778	28.0
K01779	87.0
K02782	110.0
K02783	240.0
K01770	13.0
K02781	84.0
K01776	14.0
K01777	1673.0
K01775	321.0
K07106	1.0
K07105	42.0
K02899	472.0
K16950	2.0
K16951	1.0
K00674	186.0
K00676	9.0
K02777	18.0
K02775	620.0
K01784	39.0
K01783	106.0
K14155	41.0
K02770	193.0
K01611	1.0
K07699	1200.0
K02071	9.0
K02072	9.0
K01788	74.0
K02526	83.0
K02823	11.0
K02398	189.0
K02520	112.0
K06927	85.0
K03305	261.0
K02397	342.0
K02396	269.0
K03581	8.0
K02528	27.0
K02392	69.0
K02110	86.0
K01916	66.0
K01915	57.0
K01918	25.0
K01977	386.0
K01552	4.0
K00179	487.0
K05934	14.0
K00077	34.0
K00074	1807.0
K00075	27.0
K03789	82.0
K01295	43.0
K01591	10.0
K03584	80.0
K00177	1241.0
K00176	575.0
K00175	1243.0
K00174	1420.0
K03411	22.0
K03410	25.0
K03413	32.0
K02806	19.0
K02557	85.0
K07173	37.0
K02803	1807.0
K07171	334.0
K00375	3.0
K01524	5.0
K02808	3.0
K03826	19.0
K03827	38.0
