KO_code	Transcripts
K03637	0.0
K17686	0.0
K03631	0.0
K03630	0.0
K03639	0.0
K02314	0.0
K02316	0.0
K02313	0.0
K06168	0.0
K06287	0.0
K08483	0.0
K00262	10.0
K00266	1.0
K02435	0.0
K06041	0.0
K01998	0.0
K01999	1.0
K02017	0.0
K01992	0.0
K01990	0.0
K01996	0.0
K01997	0.0
K01995	0.0
K00989	0.0
K11755	0.0
K11754	0.0
K01515	0.0
K01512	0.0
K01104	0.0
K00981	0.0
K01299	0.0
K00868	0.0
K01681	0.0
K00865	0.0
K03431	1.0
K03977	0.0
K01193	0.0
K05601	0.0
K02926	0.0
K07015	0.0
K03436	0.0
K09790	0.0
K11991	0.0
K02038	0.0
K02039	0.0
K01740	1.0
K02030	1.0
K02031	2.0
K02032	3.0
K02033	0.0
K02034	0.0
K02035	0.0
K02036	1.0
K02037	0.0
K07090	0.0
K00917	0.0
K00602	0.0
K07095	0.0
K00609	0.0
K01421	0.0
K00919	0.0
K01425	0.0
K07560	0.0
K07567	0.0
K07568	0.0
K16555	0.0
K07391	0.0
K07507	0.0
K03596	1.0
K03458	0.0
K02519	0.0
K02108	0.0
K02109	0.0
K02510	0.0
K01736	0.0
K01737	0.0
K01929	0.0
K01928	0.0
K01733	0.0
K01923	0.0
K01921	0.0
K12267	0.0
K01738	0.0
K01924	0.0
K07024	0.0
K07025	0.0
K00048	0.0
K07029	0.0
K06416	0.0
K03522	0.0
K03525	0.0
K06941	0.0
K06942	0.0
K03526	0.0
K03529	0.0
K02429	1.0
K02851	0.0
K06949	0.0
K07141	0.0
K02499	0.0
K03778	0.0
K07460	0.0
K10823	0.0
K02358	25.0
K09762	0.0
K09765	0.0
K09767	0.0
K02217	0.0
K02355	11.0
K01819	0.0
K02356	3.0
K00134	27.0
K00133	1.0
K04042	0.0
K04041	0.0
K01956	0.0
K01955	0.0
K01950	0.0
K01951	0.0
K07736	0.0
K07738	0.0
K07739	0.0
K00030	0.0
K13479	0.0
K03073	0.0
K03070	1.0
K01258	0.0
K01809	0.0
K01624	3.0
K03177	0.0
K05896	0.0
K01625	0.0
K00554	0.0
K02279	0.0
K12574	0.0
K00558	0.0
K12573	0.0
K01876	0.0
K00817	0.0
K00951	0.0
K00954	0.0
K08300	0.0
K08302	1.0
K08303	0.0
K03486	0.0
K06180	0.0
K11717	0.0
K06187	0.0
K02601	0.0
K02600	0.0
K01495	0.0
K01494	0.0
K03550	0.0
K03551	0.0
K03553	0.0
K03284	0.0
K00773	0.0
K15580	0.0
K01770	0.0
K01776	0.0
K01478	14.0
K07454	0.0
K02899	0.0
K07458	0.0
K02895	1.0
K02892	0.0
K02890	0.0
K01785	0.0
K02774	0.0
K02773	0.0
K14155	0.0
K02770	0.0
K02071	0.0
K02072	0.0
K01788	0.0
K06926	0.0
K02520	1.0
K03469	0.0
K03303	0.0
K02529	0.0
K01915	0.0
K01919	0.0
K01854	1.0
K03783	0.0
K03784	0.0
K00074	0.0
K00075	0.0
K03584	0.0
K07173	0.0
K03823	0.0
K01358	0.0
K03601	0.0
K03602	0.0
K07402	0.0
K01356	0.0
