KO_code	Compound_codes
K10213	C00212,C00212,C00387,C00294,C00475,C00475
K01119	C02353,C02355,C02354,C06194
K04773	
K03304	
K07690	
K07270	
K10112	
K03229	
K00661	
K03222	
K00873	C00074,C00002,C00074,C00002,C00074,C00008,C00022,C00022,C00074,C00074,C00044,C00035,C00131,C00131,C00361,C00361,C00074,C00074,C00022
K03226	
K03225	
K00262	C00025,C00025,C00025,C00025,C00026
K06201	
K03785	C00944,C00944,C00944,C00944
K02520	
K02950	
K03788	C00061,C03360,C03360
K02552	C00251,C00251,C00251,C00251
K09808	
K07660	
K08680	C16519,C16519,C16519
K01756	C03794,C03794,C00020,C04823,C04823,C04823
K04033	
K00986	
K06970	
K01696	C00463,C00463,C00463,C03506,C03506,C03506,C03506,C00065,C03506,C03506,C00065,C03506,C03506
K02000	
K01241	C00020
K08173	
K01191	
K01194	C01083,C01083
K00299	C00061,C00061,C01847
K09710	
K06074	
K13922	C00479
K03839	
K16139	
K09955	
K03543	
K09797	
K03424	
K00341	
K08990	
K00852	C00121,C01801
K00600	C00037,C00143,C00037,C00037,C00143,C00143,C00037,C00065,C00101,C00037,C00037,C00143,C00037,C00065,C00065
K00605	C00037,C00037,C00037,C00445,C00101,C01242,C00101,C00101,C01242
K01626	C00279,C00074,C00279,C00074,C00279,C00074,C00074,C00279
K09015	
K11200	
K16089	
K07567	
K00528	
K13650	
K02437	C00037,C00037,C00037
K07390	
K07012	
K07644	
K06915	
K07017	
K07285	
K13893	
K03215	
K13891	
K01533	C00002
K03451	
K08997	
K12266	
K06158	
K00075	C04631,C04631,C04631,C04631,C04631,C04631
K12990	
K00266	C00064,C00026,C00064,C00026,C00025,C00025,C00026,C00064,C00026,C00025,C00025,C00064,C00025,C00025,C00025,C00025,C00026
K07026	C11516
K07263	
K16090	
K05539	
K00697	C00029,C00029
K03521	
K03326	
K14051	
K09975	
K03320	
K00432	C00051,C05356,C05966
K01138	
K03281	
K03282	
K03328	
K10558	
K11534	
K02560	C05761,C06251,C06251
K12373	G13033,G13033
K05245	
K09760	
K01649	C00141,C00024,C02504,C02504,C00141,C00141
K16140	
K01679	C00149,C00149,C00122,C00149,C00149,C00149
K12543	
K14064	
K08322	
K15580	
K03517	C05840,C00111,C05840
K08289	C03838,C00234,C00101,C03838,C03838,C00445,C00101
K02847	
K01147	
K02474	C00203
K03578	
K02760	
K02761	
K01256	C01419,C01419,C05729
K02575	
K00940	C00008,C00002,C00008,C00015,C00075,C00035,C00035,C00112,C00063,C00104,C00206,C00131,C00361,C00361,C00363,C00363,C00705,C00458,C01346,C00460,C01344
K01096	C03892,C03892
K06887	
K03340	C03871,C00680,C00680,C03871
K09918	
K07045	
K06447	C05932
K11938	
K03501	
K07821	
K07591	
K07592	
K16210	
K02469	
K06871	
K11249	
K00895	C05345
K00763	C01185,C01185
K09748	
K04025	
K13069	
K07214	
K07118	
K09909	
K01695	C00463,C00463,C00463,C03506,C03506,C03506,C03506,C00065,C03506,C03506,C00065,C03506,C03506
K02609	C00582,C00582
K01784	C00029,C00029,C00052,C00029
K07052	
K06188	
K06223	
K02600	
K12985	
K03800	C00725,C00725,C16238,C16238
K13695	
K06918	
K03701	
K03314	
K10124	
K05984	
K00059	C04618,C04618,C05744,C05753,C04619,C05753,C05750,C04620,C05750,C05762,C04633,C05762,C05759,C05759,C05759,C05746,C05746,C05746,C05756,C05756,C05756,C16216,C16216,C16219,C16219,C16219,C20372,C20372,C20376,C20376
K03658	
K07456	
K11939	
K15772	
K15771	
K00673	C00062
K07749	
K03969	
K02775	C01697,C01697
K02774	C01697,C01697
K02773	C01697,C01697
K10537	
K01223	C06188
