contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
k127_1141254,8.25661070e-01,-1.76628412e+00,7.09998759e-01,-4.81968957e-01,-6.94026230e-01,-1.90042107e+00,-1.28833260e+00,-2.29881742e-01,1.53143841e-01,2.68596508e-01,2.17601534e-02,7.73831499e-01,2.66682746e-01,5.38911824e-02,1.70931351e-01,-3.26425342e-02,3.88260652e-01,5.73805089e-01,-3.03225701e-01,-5.50468470e-01,6.98969125e-01,-5.23677027e-01,-4.49347400e-01,4.62547568e-01,-2.79379730e-02,2.62240045e-01,-1.61214278e-01,3.06114666e-01,2.09921452e-01,2.99951667e-01,1.10845684e-01,3.08820532e-01,3.48633119e-01,-1.99948945e-01,1.72114525e-01
k127_648633,7.87820129e+00,2.83158690e+00,-8.72359888e-01,8.63939986e-01,2.18790529e-01,6.96040797e-01,3.85031269e-01,9.66086933e-01,1.97236430e-01,-6.08907746e-01,4.67281385e-02,7.31056758e-01,2.09200808e-02,2.05928485e-01,1.49923045e+00,-5.60323384e-01,2.07016948e-01,1.30583564e+00,4.31003869e-01,5.30586142e-01,2.91838196e-01,1.39331146e-01,-9.47945595e-02,-1.43847226e-02,1.05534097e+00,-4.76978277e-02,-3.51313408e-01,-6.17871115e-01,4.12651119e-01,-1.25890151e-01,1.13101389e+00,-1.56251341e-01,1.12390510e-01,-7.16410499e-01,-5.17659376e-01
k127_1924656,-8.88964384e+00,1.75835326e+00,3.10326792e+00,-5.47364670e-01,-1.77093603e+00,1.03534183e+00,1.98138364e-01,-3.79020619e-01,-5.60477349e-01,1.29528915e-01,9.68487901e-02,2.97587612e-01,-1.06766430e-01,6.59498900e-01,-5.66874329e-01,2.01346316e-01,2.50552818e-01,-1.28638017e-01,-4.90427775e-01,-8.96207852e-02,1.01137773e+00,-5.12226215e-02,-1.45355016e-01,-8.10585435e-01,-5.63789320e-02,3.57939492e-01,-9.21945568e-01,-2.50755688e-01,-7.49569224e-01,-2.11425069e-02,5.25682023e-01,5.69992210e-02,-5.86158526e-02,-3.74634018e-01,-3.02185047e-01
k127_4634709,9.41356526e+00,3.15284757e+00,-1.10568649e+00,-2.86074640e-01,2.20664643e-01,-5.77419758e-01,-4.82235897e-01,-3.09549355e-01,7.49074320e-01,5.16281766e-01,-2.83035335e-01,-1.25444345e+00,-7.07810378e-01,-6.88118103e-01,-1.52961956e-01,-1.27935762e-01,-3.97770335e-01,-2.83643112e-03,-9.40599385e-02,-3.82712628e-01,4.52715258e-02,-8.76023956e-01,-2.73109112e-01,-2.59432875e-02,-4.17768329e-01,8.21807544e-02,-6.69669257e-01,6.09725418e-01,-2.25023814e-01,-9.15603805e-02,4.94730860e-02,-3.67507876e-01,-3.02893867e-01,-1.61662211e-02,3.79031082e-01
k127_4174311,4.03419217e+00,-2.66412643e+00,1.19931487e+00,6.40693008e-01,7.74194103e-02,6.69314791e-01,-4.16199381e-01,1.10985746e+00,-5.45264668e-01,3.13106288e-01,-1.89842491e-01,-7.46824207e-01,-1.15099358e+00,1.62050556e-01,-5.04367937e-01,5.00686891e-01,-3.40540774e-01,-2.58598924e-01,-6.11197674e-01,-4.29986431e-01,3.91062807e-01,-5.59658550e-01,-6.46854219e-01,-8.43319871e-02,-4.92629601e-01,1.38590777e-01,-1.12508979e+00,-3.71613429e-01,-4.92122085e-02,6.47419730e-01,-3.86269580e-01,1.50950008e-01,-1.23962443e-01,8.18516968e-02,1.76927147e-01
k127_3785843,-3.36094772e+00,-1.30522195e+00,-2.26354784e+00,-6.74353587e-01,-7.94822950e-02,8.47888537e-01,1.10026137e-02,5.83648485e-01,-1.34581074e-01,-2.31472481e-01,-7.31883513e-01,-2.99985360e-01,9.99821271e-02,1.78516074e-02,-7.62004718e-01,3.44728641e-01,-6.63896772e-01,4.60986211e-02,1.12980170e+00,-6.67832285e-01,2.10993794e-01,2.11989627e-01,-3.62609236e-01,1.40352484e-01,2.08932971e-02,2.69952035e-01,3.96404301e-01,6.14442445e-01,5.50978345e-02,1.34274759e-02,1.17689064e-02,4.98054933e-01,5.69760023e-01,-1.28556461e-02,7.14630382e-01
k127_432212,-7.53195559e-01,-2.34312969e+00,-3.43897986e+00,-3.78265931e-01,-4.56862500e-01,1.18935576e-01,2.92566962e-01,-5.55480154e-01,3.79857616e-01,1.39159129e+00,-1.17866431e-01,-2.20127712e-01,1.88054026e-01,-1.69721421e-01,8.60322259e-02,-2.74150146e-01,9.88343344e-02,1.44449628e-01,-4.48070714e-01,3.31637875e-01,-9.46030084e-02,-1.58041037e-01,-2.58015334e-02,-3.51912355e-01,2.37115924e-01,7.52515458e-02,-5.69724701e-02,1.63095723e-01,5.16404776e-01,3.64835928e-01,1.10728655e-01,3.31245616e-01,-4.63559251e-02,-1.46688637e-01,1.12484670e-01
k127_788541,-1.44290894e+00,2.61000059e-01,-8.61000585e-01,4.98111202e+00,5.28044980e-01,1.32860463e-01,-6.00689121e-01,3.03654799e-01,-1.63999856e+00,1.48619203e-01,5.50716262e-01,-1.34547274e+00,3.45093649e-01,-1.33644280e+00,8.28885024e-02,-1.27228638e-01,-2.22907721e-01,-9.97980701e-02,8.25853309e-01,-4.83374593e-01,2.66907832e-02,3.27881872e-01,1.64529899e-02,-2.08669402e-01,-1.07938292e+00,-1.04841959e+00,4.34816303e-01,-3.10182638e-01,-7.34533800e-01,3.72697502e-01,-1.62318186e-03,8.29555106e-01,-5.54499276e-02,-2.59282882e-01,1.14717778e-01
k127_4228069,2.44498631e+00,-2.24570674e+00,-1.81172508e-01,-6.20146123e-01,2.55137578e-01,8.00249972e-02,-1.51191697e-01,2.23604783e-01,4.94656270e-01,-9.03278916e-01,-3.75632274e-01,-1.28270979e-01,-1.95325258e-01,7.81193041e-01,-5.77372936e-01,2.22816657e-01,-1.63819856e-01,2.27253686e-01,-1.49536044e-01,1.01026182e-01,-2.99992210e-01,5.54257552e-01,-2.95194273e-01,6.73392707e-01,2.23771349e-01,4.38829327e-01,3.28538047e-01,8.18512082e-02,1.39061648e-02,4.74559389e-01,-2.65263813e-01,3.65245104e-01,1.00089840e+00,-1.64881578e-01,-1.05500552e-01
k127_1027877,-8.12220528e+00,-5.73770607e-01,-1.07249736e+00,-6.16805826e-01,7.24132945e-01,1.00626051e+00,9.16559426e-01,5.78802492e-01,7.95697284e-01,-1.16489959e-01,9.44539394e-01,5.50810251e-01,1.35360005e-01,1.45659910e-01,5.31045820e-01,6.25803203e-02,7.54918944e-01,5.64000748e-01,1.17953622e-01,-2.11428311e-01,-1.57601182e-01,-2.15905312e-01,-3.40243138e-01,7.26608783e-02,-1.07833525e+00,-5.31968627e-01,1.41294701e-01,1.99614371e-02,-6.09912623e-01,1.35763902e-01,2.91924666e-01,4.64300554e-01,-5.33139494e-01,-7.85285826e-02,6.01688402e-01
k127_452795,-2.58988535e+00,-2.43129811e+00,-2.70236765e+00,-2.87318096e-01,-2.76387542e-01,8.25846019e-01,1.43156846e-01,-3.06556257e-01,-1.71524587e-02,3.23241023e-01,-1.87043693e-01,-1.27585514e-02,-3.98764991e-01,-1.20956970e-01,-4.62106242e-01,-2.42304207e-01,-2.18780706e-01,-2.34424370e-01,-4.50782633e-02,4.72267474e-01,-2.93646593e-01,-1.83231473e-01,3.38926064e-01,-6.87944176e-02,1.05704033e-01,-1.50004723e-01,-1.79331396e-01,-2.32070441e-01,-2.93953925e-01,-6.71909283e-01,-7.19788454e-02,-2.65260186e-01,-1.67879498e-01,6.69006607e-02,4.95206104e-01
k127_1307539,3.50766630e+00,9.80360003e-01,-1.25148250e+00,2.12408002e+00,1.16308617e+00,1.86312780e-01,-8.76110063e-01,3.23749546e-01,1.09379273e+00,-1.32627889e+00,8.09098894e-01,-2.33411802e-01,5.10593994e-01,-3.65084936e-01,3.34541811e-02,8.89013152e-01,-4.95303504e-01,4.21002192e-01,-6.02563003e-01,6.90069670e-01,1.15404752e+00,7.72260975e-01,2.48090499e-01,-2.62764552e-01,2.72250596e-01,3.68123232e-02,-5.59946045e-01,7.23094487e-01,-2.33635591e-01,6.38051293e-01,-5.10083175e-01,1.15238566e-01,3.22481207e-01,-2.76759086e-01,-6.38927459e-01
k127_1828249,-7.82290313e+00,1.14615925e+00,1.91118938e+00,4.47389972e-01,-2.11981954e+00,9.51740187e-01,-4.84514094e-01,-2.09825292e-01,9.02247527e-01,2.36081620e-01,7.19935879e-04,1.69950039e-01,1.40303433e-02,-1.67046467e-01,3.94134051e-02,3.68774548e-02,-7.97891785e-02,5.29783431e-02,2.94664904e-01,-5.45352736e-02,-3.40659089e-01,9.34461654e-02,3.09339915e-02,-2.82757929e-01,7.85480278e-02,1.73132148e-01,2.83106120e-02,1.70167913e-01,-1.85440309e-01,-1.78105770e-01,2.73151885e-01,4.49154887e-01,-6.89552291e-02,1.53115685e-01,-5.43867172e-02
k127_437114.1,-7.71975113e+00,1.12896544e+00,2.21834433e+00,2.87401631e-01,-2.48333336e+00,4.52756503e-01,-1.36008195e-01,1.09938489e-01,3.95274164e-01,7.47979044e-01,2.98306318e-01,1.40292051e-01,2.80251026e-01,1.99069821e-01,-1.66195708e-01,-1.74284854e-01,4.48565379e-02,1.06190893e-01,-3.79014996e-01,3.22345367e-01,-2.40060918e-01,1.14580488e-01,-4.44948058e-01,1.17050614e-02,5.55575957e-02,2.09234841e-01,3.38352475e-02,3.39942447e-01,-4.74693841e-01,-1.46912947e-01,4.02937980e-02,-2.92682036e-01,-3.36576937e-02,-1.16744051e-01,1.82166548e-01
k127_437114.0,-8.13749302e+00,1.28097454e+00,1.86253496e+00,2.31867846e-01,-2.27629145e+00,9.92763308e-01,-1.93531750e-01,-1.67854750e-01,1.19059074e+00,4.81970521e-01,-3.16392226e-02,1.98211885e-01,4.19103866e-02,1.38176074e-01,9.77221710e-02,-3.14655167e-02,-5.06010933e-01,-2.09390523e-01,1.23001655e-01,2.23852571e-01,1.04262279e-01,1.56449881e-02,-8.34945316e-02,-1.15401408e-01,2.23217045e-01,2.45947473e-01,-7.16053017e-02,2.26891225e-01,-4.58394965e-01,-3.40427412e-02,-2.46598578e-02,-2.54010614e-02,2.10574395e-01,-1.93400482e-02,-3.46184912e-02
k127_564042,-1.15260474e+00,-2.26326422e+00,-2.32361163e+00,-2.55273635e-01,-4.02214099e-01,6.71871596e-01,8.76296547e-02,-2.18456286e-01,-6.51837584e-01,-2.01001801e-01,-1.62841671e-02,5.34236193e-01,-4.19183737e-01,-1.29407028e-01,-1.74246367e-01,-1.02012934e-01,3.07772246e-01,-1.15517172e-01,3.40589893e-02,3.01139203e-01,3.79108683e-01,-1.57991060e-01,-3.24233232e-01,2.68980653e-02,4.80614667e-01,-4.94247926e-01,-1.02062463e-01,-1.02537568e-01,8.31866418e-02,5.85716920e-02,1.29167884e-03,-1.19571671e-01,6.99226800e-02,1.34978445e-01,-1.56832234e-01
k127_1544426,1.15197976e+01,2.91236282e+00,5.76334504e-01,-1.37103486e+00,-8.03226158e-01,-1.56531022e+00,9.52550436e-01,-9.40568218e-01,-7.73762480e-02,5.79006934e-01,-1.29633844e-01,5.18280346e-01,9.71321487e-03,-2.48814110e-01,-4.81528634e-01,-4.45613530e-01,1.17960732e-01,1.74061989e-01,5.01221741e-01,-3.12591289e-01,2.86838627e-02,2.98349535e-01,1.45216205e-01,3.29725105e-02,-2.17015988e-01,-1.08907232e-02,-4.31819349e-02,2.35323917e-01,-7.12804502e-02,-3.05783796e-01,8.39314495e-02,2.05322904e-01,5.02134935e-01,1.65726972e-01,4.35985482e-01
k127_1906740,3.15746286e+00,9.15750179e-02,9.22251675e-01,-1.49987102e+00,-1.93823584e+00,5.69127486e-01,1.51673254e+00,3.50608151e-01,-9.04088311e-01,-1.31341819e+00,-1.28059647e+00,3.09271177e-01,-7.75753266e-01,6.35946700e-01,-4.58049565e-01,9.53172328e-01,7.94919138e-01,-5.49555934e-01,-4.61645104e-01,5.99016087e-01,-3.00974225e-02,-3.36262312e-02,-2.96811605e-01,-8.64504240e-01,-7.48040416e-01,-1.01489459e+00,2.43690626e-02,6.26279251e-01,1.40188422e+00,-2.33353068e-01,2.15003165e-01,-6.79821574e-01,-2.19566226e-01,-4.62818752e-01,5.65024300e-01
k127_124947,-1.02580609e+01,2.55158906e+00,-2.17738290e-01,4.07898879e-01,2.43532124e+00,-6.97826702e-01,8.37308280e-01,-1.24352129e+00,7.76028848e-01,9.12457287e-01,5.45660424e-03,8.96630393e-01,-1.02679714e-01,1.28309129e-01,-1.42291647e-01,-7.68410358e-01,1.81205652e-01,6.48184286e-01,4.21323774e-01,8.32766025e-01,3.04550656e-01,-7.05586992e-01,9.04162896e-02,-3.75220025e-01,2.29486510e-01,-4.83416151e-01,3.93883484e-01,-8.95811468e-02,-5.16454109e-01,-2.74591091e-01,-2.20176394e-01,-1.41713311e-01,2.09626613e-01,3.58220438e-01,8.02072540e-02
k127_807274,-7.89918429e+00,1.16049220e+00,2.00164871e+00,1.31482848e-01,-2.47845357e+00,5.67321786e-01,-3.74547952e-01,-7.77520560e-02,7.35028830e-01,9.29430819e-01,1.43451858e-02,2.25557452e-01,1.85025113e-01,-2.16995983e-01,-5.90971664e-02,-1.34959066e-01,2.40650371e-01,1.25167248e-01,-1.15332075e-01,3.34917738e-01,9.10911349e-02,3.95825701e-01,-2.89408104e-01,2.01167057e-01,2.86554542e-01,2.06884412e-01,2.76751913e-01,5.91740656e-02,1.56740922e-01,3.36069454e-01,-3.10994471e-01,9.48579481e-02,1.48838627e-02,1.31383975e-03,7.11065399e-02
k127_1781127,3.47676756e+00,-3.25224489e+00,2.44300147e+00,5.08763638e-01,4.86216945e-01,2.39476833e-01,7.54763045e-01,4.78515242e-02,-9.25397890e-01,1.18368319e-01,-2.34053462e-01,4.68764679e-01,-6.48282388e-01,-7.43384857e-01,2.26308967e-01,1.90034065e-01,3.81738567e-02,3.74249829e-01,-7.24198337e-01,3.12479533e-02,-2.71807964e-01,1.14231189e+00,-4.66327853e-02,-3.52027648e-02,1.11219663e-01,-7.50090027e-01,-2.97994503e-01,-2.21731989e-01,-1.33862614e-01,-1.04319519e+00,5.89069748e-02,2.46552089e-01,-1.17150741e+00,-3.86970640e-01,-1.45762854e-02
k127_158184,-6.60514070e+00,1.39166449e+00,1.15228708e+00,7.67265605e-03,-7.86092847e-01,1.32161631e+00,-6.15069849e-01,1.04569542e+00,3.80117059e-01,-1.06637423e+00,-2.18021685e+00,-4.67882569e-02,2.08683811e-01,-2.53080999e-01,1.63405528e-01,-8.11008843e-01,-7.64527749e-02,-7.14114337e-01,5.82425851e-01,1.01378801e+00,-1.22170923e-01,4.07195895e-01,3.14371285e-01,-7.73960358e-02,3.84944480e-01,-4.62240935e-01,-1.38296263e-01,3.83379580e-01,-4.99788107e-01,-2.83372832e-02,3.28600613e-02,2.23663783e-01,-2.19161387e-01,-2.71714867e-01,1.06513743e-01
k127_4014520,3.13673216e+00,-2.85092820e+00,1.79890787e+00,-2.73289321e-01,9.97703066e-01,-8.29820275e-01,3.18582046e-02,3.27486071e-01,-1.15931055e-01,-7.20919689e-01,-5.79451960e-01,5.58425394e-01,-3.77818902e-01,-4.50956554e-01,2.17665129e-02,-6.64618581e-01,-3.18599462e-01,-4.33770901e-01,1.19786422e+00,9.59688980e-01,-2.21552235e-01,3.45388719e-01,-5.82038996e-02,2.12563483e-01,1.95189528e-01,4.08373484e-01,-6.50327935e-01,-5.32826988e-01,7.74881386e-01,4.03446302e-01,8.41137151e-02,-3.83329112e-01,4.11175758e-01,4.36840440e-01,1.72410346e-01
k127_627009,9.59334609e+00,2.98628616e+00,-9.17510346e-01,3.67571321e-01,9.06860207e-01,1.79172731e+00,6.69488544e-02,-6.46654525e-01,-1.48177747e+00,5.99831340e-01,-5.02049653e-01,3.49417635e-01,-1.13452184e-02,-5.19073684e-03,-2.05007849e-02,-2.06616491e-01,1.38883088e-01,3.83638802e-01,-5.60536903e-01,7.83336363e-01,-3.19080251e-01,2.25365292e-01,-6.46408686e-01,-3.35966785e-01,1.62831104e-01,5.31553042e-01,-4.61224645e-03,3.73746163e-01,-5.92550445e-01,-9.15880381e-02,4.59991363e-01,1.42939403e-01,3.11886365e-01,2.93087278e-01,-1.79712823e-01
k127_1964364,9.23097241e+00,2.99613810e+00,6.87657504e-01,-1.48981062e-01,-1.23817586e-01,-1.72125819e-01,-5.39402583e-02,-4.82061936e-01,4.18474046e-02,-3.95329408e-01,-1.22599859e-01,-2.18017927e-01,2.75954254e-01,-1.57204204e-01,-1.90613312e-01,-6.14127167e-01,8.89197173e-01,-6.61253881e-01,-6.76193766e-01,-2.86307421e-01,-1.81433154e-01,1.13796245e+00,-2.34379870e-01,-1.21629558e+00,-4.81130820e-01,5.25122052e-01,2.36501754e-01,-9.61869164e-02,-4.85019390e-01,4.97037341e-01,4.79179406e-01,-1.26081557e-01,2.43054490e-01,3.48532677e-01,-1.14317698e-01
k127_669557,7.09963925e+00,2.10249865e+00,-2.51757672e+00,1.55634616e+00,1.16193251e+00,2.01088415e+00,-2.87437643e+00,-4.25441699e-01,4.41839013e-01,6.25624554e-01,3.01653596e-01,2.37101456e-02,-1.26482260e+00,4.33434152e-01,-1.77492124e-01,9.12255343e-01,-5.22839889e-01,-1.40859398e+00,-4.02881075e-01,4.25325960e-01,7.47276341e-02,5.27835794e-01,7.80456671e-02,1.20624653e+00,2.40980969e-01,-7.40348259e-01,-4.56271564e-01,-7.85236862e-01,-1.59719158e+00,-1.11950902e-01,1.08522647e+00,6.09401857e-01,4.23690885e-01,3.27325117e-01,5.24162858e-01
k127_1196233,-4.89167645e+00,-1.33566276e+00,1.47900416e-01,-6.56385690e-01,2.19990271e-01,2.80131865e-01,-4.49850598e-01,-3.53367195e-01,2.45598231e-01,-1.01244224e+00,-3.52130208e-01,-3.64311626e-02,-2.66157875e-01,-1.45557118e+00,9.49136977e-03,9.68587398e-01,3.47964230e-01,-1.14273202e-01,-9.52214224e-01,2.11374072e-01,1.36217523e+00,-1.66185505e-01,1.82758014e-01,-1.45763312e-02,-3.40761939e-02,1.31663627e-01,4.90314767e-01,-1.01417057e-01,-1.01081592e+00,-7.37605853e-02,-5.93844369e-01,-1.58604761e-01,2.59421727e-02,-1.68419693e-01,3.36081641e-02
k127_4321079,1.03784736e+01,3.04629095e+00,-6.82155358e-01,4.65884871e-02,1.47899713e-01,3.85447545e-01,5.45350732e-01,8.29390194e-01,3.39142064e-01,1.24357029e-01,7.73647257e-01,-1.55066618e-01,-5.00106738e-01,-2.34136198e-01,1.49434639e-01,4.50402024e-01,2.24813936e-01,-5.50276962e-01,4.31125598e-01,-8.24635079e-02,-3.36823135e-01,-5.44123621e-01,4.70763461e-02,-2.84828565e-01,4.25410499e-01,-2.42732400e-01,-3.27735263e-01,2.60641183e-01,-6.75715815e-03,6.74509257e-03,9.69796929e-02,-2.79025661e-01,-1.03515253e-01,4.54506675e-01,2.57205677e-01
k127_454229,-8.17581189e+00,1.61195427e+00,2.10365461e-01,2.34413464e+00,8.78431720e-01,-4.53706812e-01,5.49393632e-01,-7.58968446e-01,-4.47955297e-01,6.21820791e-02,6.65389555e-02,-2.59464741e-01,-1.93116578e-01,-1.63851695e-01,6.98536944e-02,1.30156737e-01,-1.42555343e-01,2.38799092e-01,-4.03749822e-01,-1.65180207e-02,-4.04759867e-02,2.14360342e-01,2.98119181e-01,-1.69566877e-01,5.98107148e-02,3.47603857e-01,-6.80499438e-01,3.55842760e-01,4.84157750e-02,1.93494594e-01,1.21496631e+00,-3.42075083e-02,-4.78767862e-01,2.04462098e-01,-4.11592705e-02
k127_1897759,-2.47398236e+00,-2.64284775e+00,-2.82267430e+00,-1.59174048e-01,-2.18916625e-01,1.81944063e-01,4.69992755e-01,1.85270233e-01,1.82598319e-01,9.81319820e-01,3.72152258e-01,-2.28741288e-01,1.98082265e-01,4.00286188e-01,3.15231303e-01,-1.24148198e-01,2.51007444e-01,2.75195273e-02,-2.61807595e-01,-1.75460595e-01,1.44685431e-01,2.89056099e-01,-3.20306122e-01,-2.44241197e-01,-5.32020572e-02,4.42084531e-01,3.63202240e-01,-1.79351186e-01,-4.71390897e-02,9.81922287e-02,2.38286314e-01,3.21717182e-01,6.59708054e-02,-5.56048043e-01,1.28248849e-01
k127_154734,-6.08825842e+00,1.19460132e+00,-7.78850691e-01,3.32473337e+00,8.26926060e-01,-1.26079066e+00,-7.57653774e-01,-1.86010822e-01,-7.55671868e-01,8.65769771e-01,-5.30824775e-01,-1.46281289e+00,-2.25379332e-01,-2.59934287e-01,7.40050670e-01,-1.63438821e-01,2.05754178e-01,-4.59139322e-01,-2.51769522e-01,-9.64250659e-01,3.61661173e-02,-3.11690960e-01,-5.89604244e-01,-8.10986098e-02,-8.50358169e-01,2.36675528e-01,-5.52450978e-02,-1.12510147e-01,-6.51548359e-01,2.81990317e-01,2.34673829e-02,2.80592689e-01,-3.89852971e-01,3.64151607e-01,4.53675730e-01
k127_4387776,3.30649036e+00,-1.86137499e+00,8.90714892e-01,-1.33104450e-01,-1.04560144e+00,6.60983549e-01,4.86842369e-02,4.09990347e-01,-5.24996208e-01,-6.18804190e-01,-5.97192418e-01,-1.38796620e-01,-4.60750532e-01,-2.18416560e-01,-6.33883495e-01,4.42535740e-01,1.35692786e-01,3.44882726e-01,-1.00361865e-01,-3.61873050e-01,1.84937997e-01,-3.35808124e-01,2.64649461e-01,-2.32636402e-01,-6.81241245e-02,3.11736631e-01,-2.28055347e-02,-1.94354594e-01,2.94674394e-01,1.07642931e+00,-4.23398346e-01,5.98913978e-02,-1.77910236e-01,-6.34161895e-01,-3.26147340e-01
k127_2590414,-2.49356346e+00,-2.09343026e+00,-2.67113594e+00,1.14505211e-01,-8.46725529e-01,8.51162195e-01,1.08467902e-01,-1.00120582e+00,-5.39114601e-01,9.06275353e-01,1.78137078e-02,2.06214981e-02,9.15638802e-02,2.81197628e-01,4.80214900e-01,1.72170765e-01,5.54200081e-01,5.12520937e-01,-1.23293550e-01,1.04196282e-02,-2.07493247e-01,-6.27046380e-01,9.34366453e-02,-1.98258452e-01,-8.98378174e-02,-2.05729439e-01,-2.71843102e-01,6.40350628e-01,-1.68117082e-01,1.86934990e-01,3.16369753e-01,-3.85870185e-02,-5.18992573e-02,-2.74897391e-02,-7.44655845e-02
k127_3576493,-6.61483292e+00,-1.02166116e+00,-2.95316801e-01,-7.25188091e-01,8.86206581e-01,-8.52113751e-01,1.72232541e-01,-2.49868448e-01,7.20647425e-01,-4.20265025e-01,6.02071372e-01,1.91599074e-01,-1.73298409e-02,7.58512983e-01,4.67137850e-01,-7.48884233e-02,2.10019839e-01,7.63257592e-02,-5.56084911e-02,-7.06039905e-01,-8.52528366e-01,2.44578098e-01,-1.15648493e+00,-3.47964986e-02,-5.70252717e-01,4.77711826e-01,4.59337997e-01,-2.16349361e-01,-9.73556022e-03,2.79579388e-01,8.66284781e-01,-6.06134948e-01,-2.50016115e-01,-1.48113307e-01,4.68563353e-01
k127_3517869,-1.20623343e+00,-5.20340930e-01,-9.98109521e-01,4.83385121e+00,2.04960970e-01,-1.22453429e-01,3.26156202e-03,1.25685584e+00,-7.00702876e-01,9.77891180e-01,-2.02602672e-01,-6.48783143e-01,-5.40844226e-01,5.98252683e-01,3.39991361e-01,-2.62477434e-01,-2.31712376e-01,-8.98209514e-01,5.83607193e-01,-3.60019224e-01,1.02930683e+00,-1.43771620e-01,4.96376615e-01,1.49371769e-01,1.40739934e-02,-2.03543059e-01,-6.38101100e-01,1.70745877e-01,3.14554230e-01,-5.29030476e-01,-3.83862400e-01,-8.70843011e-01,-7.08483478e-01,4.55484119e-01,-1.92024450e-01
k127_3395736,5.58542194e+00,-2.07044066e+00,2.22792950e+00,-3.02770044e-01,3.82822795e-01,-3.66030511e-01,7.77266586e-01,8.24145852e-01,2.80467249e-01,-4.59634747e-01,-1.71428307e-01,-2.67641298e-01,-3.06295625e-01,-9.29959528e-04,8.24228492e-01,-4.79283051e-01,-4.67715819e-01,-5.16768878e-01,-5.22134970e-01,1.01167001e+00,-3.13953516e-01,1.23995884e-02,-5.27929596e-01,-1.52973308e-02,4.60658857e-01,3.29414425e-01,-7.27739262e-01,9.54220044e-02,-1.33083767e-01,-8.97732685e-01,-1.25198486e-01,-9.48811030e-01,-2.10471723e-01,1.06492022e-01,3.56275821e-01
k127_3831051,1.66688115e+00,-1.65992795e-01,5.95580627e-01,2.40188261e+00,1.87081536e+00,-2.45258515e+00,1.67566141e+00,3.22104490e+00,-4.05109410e+00,2.18734402e+00,-5.98304310e-01,8.30066404e-03,-9.70472213e-01,3.76857822e-01,-9.94965157e-01,-9.79930322e-01,-3.14807305e-01,-1.66446032e-01,8.03687928e-01,-1.47388874e-01,-1.23707034e+00,-2.05790995e-01,-5.11512440e-01,1.13018348e-01,1.09233142e+00,2.87900346e-02,8.99510354e-02,1.01755597e+00,8.72643994e-02,3.43624647e-01,-5.54340712e-01,-5.63577991e-01,-7.81542977e-02,-8.22260461e-01,9.60421136e-01
k127_3927878,4.32801182e+00,-1.13394176e+00,1.42584671e+00,-8.25570297e-01,-1.85120209e-01,-1.72652249e-01,1.45890921e+00,-2.18932383e-01,-5.54000984e-01,-1.51658830e+00,3.59348914e-01,-1.55475532e+00,7.01036560e-01,-7.41844455e-01,5.83944700e-01,5.87675493e-01,1.02636400e-01,1.76620221e-03,2.66440226e-01,5.03542721e-01,1.86574361e-01,6.07503638e-01,3.62929012e-01,-2.03891901e-01,-3.29410306e-01,6.83251359e-01,1.40060011e-01,-2.05318044e-01,-2.36347051e-01,-4.49709803e-01,3.38279717e-01,2.96642227e-01,6.35243744e-01,3.90545626e-01,2.09621235e-01
k127_1031853,6.50625558e+00,1.88096972e+00,-1.25625260e+00,2.27235015e-01,2.19699503e-01,-6.57957723e-02,2.54532252e-01,-4.44187016e-01,-4.73401456e-01,-5.51391236e-01,-4.23377570e-01,4.49891235e-01,8.15190310e-01,1.80252365e-01,-6.95410087e-02,7.90699068e-01,5.43901207e-01,-4.19328545e-01,-5.96123788e-01,4.60505153e-01,-9.23992391e-01,-5.06687772e-01,-2.33315717e-01,3.90727675e-01,-2.72724359e-01,1.83124889e-01,6.87122484e-01,5.26987371e-01,-2.10116874e-01,-8.52877942e-01,-7.30273348e-01,-4.13004233e-01,-3.68259960e-01,2.81504802e-01,-5.58364846e-01
k127_47343,7.93667857e+00,3.68625717e+00,-1.00058769e+00,-6.17020508e-02,-3.79412733e-01,6.56101047e-02,2.82328687e-02,-2.03680985e+00,-8.95498992e-01,-6.56190053e-01,1.38728859e+00,1.92876494e-01,4.05440316e-01,5.60752754e-01,-2.06562273e-02,-9.48751942e-01,4.29300542e-01,4.78551948e-01,4.26222637e-02,4.09946161e-01,-4.90197154e-01,-8.13633666e-02,-4.13281725e-01,1.38228980e-01,-6.79735210e-01,8.28194877e-02,-8.90097476e-01,6.77235929e-01,9.91398540e-01,-5.07562586e-01,-2.63744192e-01,-1.34037048e-01,-5.82660833e-01,-1.47202870e-01,-1.61912913e-01
k127_1399150,5.83683810e+00,-2.43758720e+00,2.87668365e+00,7.32235543e-01,1.05162013e+00,-1.52361896e-01,-7.64464512e-01,4.89643553e-01,7.40970785e-01,3.37248739e-01,1.64035197e-01,1.15605976e-02,-8.69400284e-01,9.79141396e-01,5.25570187e-01,-8.02594666e-01,3.98437889e-02,-1.04405049e+00,-1.32315242e+00,-2.72704864e-01,1.14619330e-01,1.09718113e+00,3.00125617e-01,-4.38825126e-01,-9.10376190e-01,-1.03898457e-01,2.82568666e-01,2.81764995e-01,-1.26841913e-01,6.53163320e-01,-2.12151274e-02,-7.15282158e-01,1.09018245e+00,-2.17124677e-01,1.28024707e+00
