contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
k127_1177595,-3.46822185e+00,-1.70814420e+00,-2.39967845e+00,-4.77764112e-01,-1.08793008e-01,1.09263949e+00,-2.34850159e-01,-4.90054379e-01,2.73237219e-01,-2.64042857e-01,-9.23448506e-01,-5.67025574e-01,1.66743403e-01,-4.49540485e-01,-2.22939854e-01,-3.28220266e-02,2.52261774e-01,-4.36104008e-01,2.83496978e-01,-3.79054850e-01,-2.81845039e-01,-4.14258366e-01,-1.11463905e-01,3.05625645e-01,3.55830114e-01,5.07733773e-01,3.91995321e-01,4.28134055e-01,-7.60230497e-01,-2.28179497e-01,-8.17166984e-02,-8.68088343e-02,-4.15769675e-03,-7.34800743e-02,-1.92130991e-01
k127_1026830.0,-6.36924794e+00,6.27920081e-01,2.19573087e+00,1.03982405e+00,-2.58140832e+00,4.84080924e-01,-5.47724049e-01,5.41896138e-01,1.07323596e+00,5.66002700e-01,-1.12656878e-01,-8.40975371e-02,3.86720568e-01,-1.73676077e-01,-5.16457504e-02,-4.31732818e-01,-2.36243643e-01,2.72808865e-01,9.88637838e-02,1.75026434e-01,-4.26942952e-01,-2.43398430e-01,6.08993591e-02,1.87481862e-01,1.76344334e-01,1.31831393e-01,3.00063721e-02,-3.26057122e-01,-5.85469170e-02,6.47472930e-02,4.30686918e-02,3.32188917e-01,8.95307657e-02,-8.79667500e-02,3.56527474e-01
k127_1026830.1,-7.81723880e+00,8.54047643e-01,1.97985031e+00,4.83420807e-01,-2.32925122e+00,9.39829457e-01,5.63886007e-02,1.03796584e-01,8.21947438e-01,6.29392100e-01,-5.81024103e-02,-2.09918602e-01,-1.57522649e-01,-5.40487012e-01,2.53974125e-01,-1.59935700e-01,2.58928819e-01,-4.89980997e-02,-2.36507134e-01,-1.07287708e-01,1.57525848e-01,-4.52669688e-02,-1.31405451e-01,-6.63299826e-02,-2.06616805e-01,3.00709445e-01,-1.85832315e-01,-1.80047655e-01,-1.23757782e-01,1.64463815e-01,-3.97132908e-02,1.15485297e-01,-2.43391026e-01,-1.35924886e-01,1.17896991e-01
k127_1026830.2,-7.43355208e+00,1.06462983e+00,1.67666918e+00,3.47293787e-01,-2.74396929e+00,1.09480853e+00,-8.52355330e-02,2.77649830e-01,7.47482205e-01,3.32278635e-01,-2.50932640e-04,-2.35212687e-01,5.84518867e-02,-7.66477976e-02,-1.76908363e-01,-3.62307152e-01,-1.94807218e-01,2.10441453e-01,-7.25949482e-02,2.62521338e-01,-5.15934764e-01,3.42614205e-01,1.88116846e-01,-9.10702310e-02,-6.49670537e-02,-3.72008769e-02,1.70190778e-01,-1.26587610e-02,1.38061262e-02,3.14993562e-01,-1.78508086e-01,3.14889555e-01,-1.74144503e-02,-1.60025244e-01,-5.18784544e-02
k127_2150814,-6.15945111e+00,1.29117512e+00,-1.50278633e+00,1.81291808e+00,1.02648812e+00,-1.43995609e+00,-1.86506487e-03,1.11291167e-01,1.26757045e+00,-8.65263737e-01,-2.46861916e-01,-6.93200018e-01,5.37716564e-01,4.64904941e-01,-5.72101285e-01,-8.45247686e-02,-1.94384393e-01,9.82207212e-02,-9.49188517e-02,4.16870785e-01,-6.32698062e-01,1.53135905e-02,3.38464428e-01,6.06368111e-01,3.37109679e-01,4.57800604e-01,2.03298101e-01,-2.12975333e-02,-1.10700381e-01,4.24930452e-01,2.70155414e-01,-1.90867508e-01,-2.26407435e-01,-2.01497523e-01,2.96163333e-01
k127_1928520,-1.43333156e+00,-1.10174061e+00,-2.71240053e+00,-3.26706814e-01,1.28249526e-01,7.41552309e-01,-1.06548362e+00,-1.38660960e-01,1.78697142e-01,-4.66598007e-01,-8.25200224e-02,7.06751550e-01,5.53437690e-01,9.05786248e-01,-2.67639037e-01,5.69756849e-01,-5.74347199e-02,2.09487099e-01,6.27621017e-01,3.00981505e-01,3.75721589e-01,-7.16454945e-01,-9.59525820e-01,-7.43701843e-01,-9.40270602e-01,-2.60651348e-02,-9.62814183e-01,9.90370555e-01,3.58347419e-01,-1.54054206e-01,-5.89085935e-01,8.22251285e-01,-8.22954485e-01,-1.15250408e+00,-4.78533388e-01
k127_892694,6.34215350e+00,1.91501307e+00,-5.93906867e-01,6.06116953e-01,-6.39234524e-01,-6.65408882e-01,-6.39483854e-02,6.20253484e-01,8.25006433e-01,-3.09726576e-02,9.19851418e-04,-1.26549871e-01,4.98537799e-01,5.22696951e-01,7.18017294e-01,5.27745480e-01,1.82350365e-01,6.39486883e-01,-3.35434436e-01,1.03229182e-01,1.20948331e-01,-3.00596104e-01,-3.57838284e-02,1.69047993e-01,1.16242129e-02,1.23639993e-01,-1.80223037e-01,1.61536911e-02,2.96864010e-01,-7.29629139e-02,1.53439124e-01,2.47299959e-01,3.63061510e-01,1.91433170e-01,-2.16570657e-01
k127_1626977,-8.40969539e+00,1.26220256e+00,1.65254701e+00,4.42372300e-02,-1.31391884e+00,1.34900314e+00,-8.84270151e-02,1.36073272e-01,3.36485874e-01,6.83760659e-01,-6.21172744e-01,6.72509107e-02,2.46549277e-01,-5.28985582e-01,-1.40805961e-01,6.50889580e-02,-2.21844711e-02,-1.70830778e-01,-3.25992358e-01,1.66669690e-01,7.52147218e-02,2.79681652e-01,-4.05523395e-01,-1.56873959e-02,7.44958951e-03,-3.74837028e-02,-2.41399638e-01,4.12905870e-01,-4.82353282e-02,-4.74140264e-01,3.55494355e-01,-3.30678591e-02,-2.04889109e-01,-5.05710408e-01,1.95339520e-01
k127_2256662,-1.00318218e+01,1.80132647e+00,1.95572336e+00,-1.56004055e+00,9.54830806e-01,2.09784924e+00,1.45038430e+00,-4.18636253e-01,7.24241266e-02,-1.31780359e+00,-4.29799761e-01,3.81145077e-01,-1.69459510e+00,1.14931696e-02,-4.91687084e-01,-2.87510387e-01,-6.47413108e-01,2.46841865e-01,-1.32498591e-01,3.84635944e-02,5.11694100e-01,6.07393810e-01,-7.08327571e-01,-2.90138037e-01,1.16524319e+00,-1.55922408e+00,-5.79517941e-02,7.56510447e-02,1.84605677e-01,1.23583654e+00,-8.21759885e-01,-4.65709727e-01,7.50259791e-01,-2.76140946e-02,-2.10571310e-01
k127_912184,8.26588280e+00,3.47194363e+00,3.80024711e-01,-5.86665722e-01,-6.43974018e-02,-5.57711336e-02,1.23068570e+00,1.30081823e-01,-5.73086420e-01,-1.17709981e-01,-9.97119273e-01,-4.03776363e-03,1.26870625e+00,3.71409753e-01,1.16587084e+00,1.96867018e-01,9.06441763e-01,-1.02727712e-01,6.09255799e-01,1.23538915e+00,-1.10734048e-01,-9.56195694e-02,-4.41174059e-01,-5.45615230e-01,-9.76677680e-02,-1.12647732e-01,-5.73588809e-02,1.27795963e+00,-2.47776182e-01,5.23936708e-01,1.43574736e-01,-9.49104021e-02,3.65597141e-01,7.10289047e-01,2.72850964e-02
k127_2085771,-2.05173349e+00,-2.14918391e+00,-3.34343150e+00,-7.93996340e-01,-7.65944075e-01,-2.01962155e-01,3.42592326e-01,-5.20566904e-01,-2.65258381e-02,6.52668956e-01,6.89126678e-01,3.08596405e-01,-1.17802482e-01,-2.33426877e-01,3.85826587e-01,-1.06665365e-02,-2.35908559e-01,-1.92703168e-02,-1.67680102e-01,3.57611204e-01,2.65530745e-01,-1.46755012e-01,-6.03608739e-01,2.41469237e-02,-8.84187670e-02,4.63826177e-02,6.80677050e-03,-2.42119422e-01,2.41221718e-01,2.72165861e-01,-1.20740425e-01,-1.58668313e-01,-2.89696893e-01,-1.27769728e-01,-1.64540453e-01
k127_315001,1.12851485e+01,3.44932920e+00,-2.44607223e-01,-8.78744328e-01,-7.37547866e-01,-3.03851499e-01,1.12506181e-01,-5.39338340e-01,-1.43956321e+00,1.02477587e+00,-3.25770374e-02,4.14607197e-01,-1.08936150e-01,5.77505393e-03,-5.79748802e-01,-4.49122693e-01,6.49999816e-01,8.46654276e-01,6.54053453e-01,-4.14484405e-01,1.94507117e-01,-3.31518324e-01,4.16082074e-01,5.27558257e-01,7.07733670e-01,9.96150933e-02,3.33822722e-01,-7.08600125e-01,1.43736805e-01,-2.43705179e-01,1.99817393e-01,-2.78885917e-01,3.53915077e-01,-5.82911622e-01,2.82906521e-01
k127_3651163,-9.37499177e+00,7.15292008e-01,5.44144943e-02,-1.41037081e+00,5.04627373e-01,7.88570900e-01,1.07951098e+00,6.88794951e-01,6.57283180e-01,-4.69186246e-01,1.04887679e+00,-2.30052881e-01,-8.85848314e-01,3.66831452e-01,4.37527736e-01,-1.09728534e-01,3.93657740e-01,5.33223828e-01,-6.19091192e-01,-1.23955207e+00,5.85591100e-01,2.92303519e-02,4.71534952e-02,4.99424953e-03,1.12674360e-01,-1.62909154e-01,6.72647499e-01,2.51487409e-01,1.66858378e-02,5.75411466e-01,1.90432954e-02,-9.44835844e-02,-3.23461673e-01,-1.11336542e-01,-3.48373401e-01
k127_230137,4.53868946e+00,-2.52784517e+00,2.19144155e+00,-1.83850294e-01,1.06009826e+00,5.35840980e-01,7.10099084e-01,-2.14198260e-01,2.14119479e-01,-3.97875406e-02,-1.57634291e+00,-1.32024395e-01,-3.38446155e-01,1.01016384e+00,-1.39286657e+00,-4.31766134e-01,9.98329356e-02,-2.13508619e-01,-1.22761664e-01,2.28762230e-01,1.05913967e-03,2.80671729e-01,-6.88139326e-01,5.04757762e-02,-3.86356537e-01,-1.36984533e-01,4.30318227e-01,4.83984429e-01,1.94454200e-01,-4.11370239e-01,-1.66229699e-01,-5.32823577e-01,7.86458541e-01,4.16236700e-01,-5.13481910e-01
k127_4357899.1,-7.39237288e+00,6.33738949e-01,1.69493546e+00,5.88590190e-01,-2.04156598e+00,1.04169939e+00,3.40490914e-02,1.33441210e-01,1.03391780e+00,4.16262617e-01,-4.69004641e-01,1.45666927e-01,-9.98477734e-03,-5.87661466e-01,-1.13145111e-01,2.96431938e-01,-2.72528727e-02,2.44420377e-02,2.23618318e-01,-1.69147991e-01,2.36077939e-02,1.21127673e-01,2.42827657e-01,-1.36167290e-01,-1.53799274e-01,1.12099591e-01,1.60180905e-01,-1.10632319e-01,1.00010159e-01,2.03500384e-02,6.77053453e-02,1.94198731e-01,-4.42985302e-02,3.16833311e-01,3.09572171e-03
k127_4357899.0,-7.79391407e+00,9.86044599e-01,2.16920515e+00,4.70817472e-01,-2.42873050e+00,6.97142940e-01,-5.67679579e-02,-2.54580221e-01,7.12001179e-01,6.04931562e-01,2.21803293e-02,1.52472631e-02,-1.06987830e-01,-2.69863696e-02,-1.45119271e-01,2.30659547e-02,2.13793264e-01,1.67554100e-02,-4.60331005e-02,-5.36901038e-02,7.30789225e-02,-2.57099765e-01,-4.91826144e-01,-2.05508723e-01,1.81013271e-02,1.30183592e-01,-3.51416578e-02,7.39520735e-02,-2.52280177e-01,1.46531283e-01,-2.84920925e-03,2.17762878e-02,-3.21117509e-02,1.04561261e-01,-1.18883637e-01
k127_155154,-1.04614062e+00,-1.29084909e+00,-2.90584813e+00,-1.26617176e+00,-1.36020336e+00,-2.71732472e-01,3.74267616e-01,-4.67255445e-01,-9.55032583e-01,4.47970787e-01,-7.54201427e-01,3.23864834e-01,-9.47771781e-01,2.20185617e-01,5.72376421e-01,4.19347743e-02,-6.13678500e-02,2.51960770e-01,-2.59083271e-01,1.97542663e-01,5.89203319e-01,1.15842992e-01,2.25129393e-01,-6.08814423e-01,-4.53642066e-02,-2.88552052e-01,5.67364186e-03,-4.82050963e-01,6.00905213e-01,1.26809097e-01,9.36666734e-03,2.93783717e-01,1.38114866e-03,-4.07810307e-01,-3.12789264e-01
k127_1573169,-8.24412333e+00,1.39358053e+00,1.90053341e+00,1.92332345e-01,-2.25106262e+00,5.33390868e-01,-2.84839807e-01,-1.59867889e-01,5.53448414e-01,6.67309606e-01,6.51482523e-03,-1.00599944e-01,9.47623453e-02,-1.26702152e-01,-2.19769760e-01,-1.54275351e-01,-7.11807915e-03,2.01381706e-01,-2.15366614e-01,1.49394518e-01,3.11858023e-01,3.38332335e-01,2.17692666e-01,-1.18268482e-01,-2.78585310e-01,2.71594272e-01,9.46738154e-02,-1.22997817e-01,1.52337664e-01,1.60987222e-02,-4.84108976e-02,6.40040234e-02,-1.63961866e-01,9.26653899e-02,-1.43711815e-01
k127_1468061,-6.00695288e+00,7.56984420e-01,1.41290295e+00,7.32464664e-01,-2.13643910e+00,5.95054203e-01,-7.67782780e-01,2.91554291e-01,1.11415049e+00,-9.36865685e-01,7.96549596e-03,2.85331455e-01,-2.10571971e-01,9.26155824e-02,-4.02650296e-01,3.85137325e-01,-3.04015748e-01,-1.87439706e-02,-2.83678394e-01,-1.48067036e-01,2.19348783e-01,6.11546386e-02,-1.12566190e-01,5.47459599e-03,-2.47129220e-01,-3.00351893e-01,-2.48169980e-01,-6.53945536e-01,4.22911703e-01,1.06992289e-01,-1.90173882e-01,1.63364781e-01,-2.85096374e-01,-1.67550503e-01,2.36726911e-01
k127_1596587,-9.12570888e-01,-1.77124475e+00,1.93954333e-01,-4.87030719e-01,-5.94145870e-02,-1.64885219e+00,-1.42180450e+00,1.14453713e-01,1.10576730e+00,-6.08565620e-01,1.65065604e-01,7.64011490e-01,-8.95634428e-02,2.67704122e-01,-1.76964273e-02,2.75043688e-01,-3.56081324e-01,4.00169904e-01,-6.15091244e-01,8.46434484e-01,5.26520435e-02,-5.76769969e-02,3.55839999e-02,-2.92194305e-02,1.30844328e-01,-9.92119430e-02,-2.81563866e-02,-7.03661677e-03,-1.21822318e-01,4.22928795e-01,2.94624063e-02,5.44804300e-02,6.33590028e-02,-2.80842358e-01,8.08936374e-02
