KO_code	Compound_codes
K02520	
K02014	
K00978	C00501,C00501,C00501,C00501
K01154	
K01362	
K07271	
K03228	
K03229	
K00748	C04932,C04932
K07277	
K01915	C00064,C00064,C00064,C00064,C00064,C00064,C00064,C00064
K03222	
K01281	
K01854	
K08483	
K04485	
K02954	
K06207	
K02887	
K02886	
K02881	
K05846	
K05847	
K04567	C01931
K04086	
K01990	
K01991	
K00371	C00244,C00088,C00088,C00244
K00373	C00244,C00088,C00088,C00244
K01573	C00022,C00022,C00048,C00022,C05946
K01358	
K01104	
K01356	
K01610	C00074,C00074,C00074,C00036,C00074,C00074
K06178	
K07088	
K02529	
K00865	C00197,C00197,C00197,C00258,C00197
K01912	C00582,C00582
K01190	C00124,C00124,C00267,C00267,C00124,C01190,C01190
K09861	
K02926	
K01989	
K00625	C00227,C00227,C00227,C00024,C00227,C00227,C00227,C00227,C02876,C00100
K01206	
K02836	
K01205	G13039,G13039
K03424	
K04075	
K07497	
K00851	C00345,C00345,C00345,C00345,C00345
K03449	
K02509	C06201,C06201,C06201
K00858	C00006,C00006
K00841	C04390,C05539,C05539,C04390
K04750	
K07090	
K01429	C00011,C00014,C00011,C00011,C00011,C00014,C00011
K01624	C00118,C00111,C00354,C00118,C00111,C00118,C00354,C00111,C00118,C00118,C00118,C00118,C00111,C00111,C00118,C00118,C00111,C00118,C00111,C00118,C00111,C00447,C00447,C00111,C00279,C00447,C00577,C00111,C00111
K01939	C03794,C03794,C00130
K02337	C00039,C00131,C00039,C00039,C00039,C00039,C00039,C00039
K01937	C00063,C00063,C00063,C00063
K03046	C00046,C00046,C00046,C00044,C00046,C00046,C00046,C00046
K02931	
K07047	
K16899	
K16898	
K03722	
K03531	
K03928	
K02825	C00106,C00105
K07012	
K03686	
K01002	C06041,C06041
K03191	
K01520	C00365,C00365
K02490	
K01537	
K09772	
K01929	C04702,C04702,C04882,C04882
K06158	
K02221	
K01430	C00011,C00014,C00011,C00011,C00011,C00014,C00011
K01433	C00058,C00101
K03665	
K01439	C00666,C00666,C00666,C00666
K07001	
K02906	
K05833	
K01880	C02412
K05832	
K02982	
K00239	C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122,C00122
K05349	C00221,C00221,C00561,C00561,C00221,C00221,C00844,C00267,C05838,C05838,C03742,C18796,C02659
K02988	
K01223	C01172
K02111	
K03580	
K01153	
K03778	C00022
K01247	
K03588	
K09761	
K02358	
K04066	
K10012	C16156,C16156
K00937	
K01641	C00356,C00356,C00356,C00356,C00332,C00024,C00332,C00024
K02357	
K05521	
K06896	
K04042	C00043,C04501,C00043,C04501,C06156
K00339	
K00338	
K01955	C00169,C00169,C00169
K01953	C00152,C00049,C00049
K01951	C00144,C00144,C00144,C00144,C16619
K01239	C00147,C00147,C00153,C00242,C00262,C00385
K09685	
K16787	
K02996	
K00540	
K02994	
K00661	
K01893	C03402
K01892	C02988
K16786	
K03073	
K03070	
K03076	
K00783	
K07737	
K01710	C11907,C11907,C11907,C11907,C11907
K01714	C20258,C20258,C20258,C20258,C20258
K09458	C05744,C05744,C05744,C05759,C05759,C05759,C05746,C05746,C05746,C05750,C05750,C05750,C05753,C05753,C05753,C05756,C05756,C05756,C05762,C05762,C05762,C16219,C16219,C16219,C20372,C20372,C20376,C20376
K02874	
K03973	
K02876	
K01577	C00798,C00313
K02871	
K03975	
K06889	
K02878	
K01870	C03127
K00554	
K07282	
K01322	
K09691	
K00382	C02051,C15972,C15972,C15972,C15972,C00091
K09692	
K12574	
K02967	
K01890	C03511
K02965	
K02961	
K02470	
K03088	
K03710	
K01265	
K01467	C06567,C06567
K00761	C00106,C00105
K01874	C02430,C05336
K00951	C04494
K03486	
K02863	
K07443	
K02860	
K02867	
K07447	
K07444	
K03647	
K02601	
K11753	C00016,C00061,C00061,C00061
K12308	C00124
K01679	C00122,C00122,C00149,C00122,C00122,C00122
K03629	
K01470	C00300
K03497	
K04068	
K02824	
K02895	
K02892	
K02890	
K03402	
K02779	C00668,C00668
K06198	
K02945	
K02946	
