KO_code	Transcripts
K17686	1.0
K02314	2.0
K10112	17.0
K02316	4.0
K02313	2.0
K06286	9.0
K08483	50.0
K00265	1.0
K05846	1.0
K04083	6.0
K03438	21.0
K16786	1.0
K01992	1.0
K01990	28.0
K00974	3.0
K01101	4.0
K05592	1.0
K00680	0.0
K03431	4.0
K00867	0.0
K02871	12.0
K01193	13.0
K02926	16.0
K00215	1.0
K02038	7.0
K02039	9.0
K02030	1.0
K02033	10.0
K02034	14.0
K02035	95.0
K02036	19.0
K02037	4.0
K00600	5.0
K01428	32.0
K01581	1.0
K00609	1.0
K03741	1.0
K01421	1.0
K01589	3.0
K01424	1.0
K01425	2.0
K07566	2.0
K07568	4.0
K11050	1.0
K11051	0.0
K03596	5.0
K03590	3.0
K02519	9.0
K03455	0.0
K02108	20.0
K02109	10.0
K01929	1.0
K01928	4.0
K01923	0.0
K01921	24.0
K01926	1.0
K01738	3.0
K01924	1.0
K07024	7.0
K07025	2.0
K07027	2.0
K07023	3.0
K07029	22.0
K05340	0.0
K07149	5.0
K03529	1.0
K02428	2.0
K06948	1.0
K06949	2.0
K03778	9.0
K02358	254.0
K01810	7.0
K10254	5.0
K02355	87.0
K02357	12.0
K04047	98.0
K00135	3.0
K00134	507.0
K04043	26.0
K04042	3.0
K01955	6.0
K01952	3.0
K01953	8.0
K01951	3.0
K00783	1.0
K07738	6.0
K00425	3.0
K00033	8.0
K03294	6.0
K03070	9.0
K03076	25.0
K03075	6.0
K03696	5.0
K01256	29.0
K06131	3.0
K00554	0.0
K01872	2.0
K03183	0.0
K12574	5.0
K12573	9.0
K01879	3.0
K00951	2.0
K01807	10.0
K06180	0.0
K11717	0.0
K06187	12.0
K09903	6.0
K02600	1.0
K03551	6.0
K01679	1.0
K03555	2.0
K01778	1.0
K15580	0.0
K05985	6.0
K00158	18.0
K01776	1.0
K01775	1.0
K07106	12.0
K07456	1.0
K02892	21.0
K02890	24.0
K02775	3.0
K01784	9.0
K01783	2.0
K14155	1.0
K02770	10.0
K02074	0.0
K02077	1.0
K02071	2.0
K02072	4.0
K01788	2.0
K02520	9.0
K03581	0.0
K02529	2.0
K01911	1.0
K01914	0.0
K01915	11.0
K15152	0.0
K01552	2.0
K00074	11.0
K00075	1.0
K03789	2.0
K07173	4.0
K01358	6.0
K03601	2.0
K03470	2.0
K06173	0.0
K02564	6.0
K06178	3.0
K01491	2.0
K09710	8.0
K01823	1.0
K03734	3.0
K04078	88.0
K04077	190.0
K04074	6.0
K04072	63.0
K03739	26.0
K00100	2.0
K00851	6.0
K00852	5.0
K00859	4.0
K03048	21.0
K07335	0.0
K03043	28.0
K03040	41.0
K03046	21.0
K02931	27.0
K02933	25.0
K01187	5.0
K02939	3.0
K07009	2.0
K01215	3.0
K09787	0.0
K02835	1.0
K03091	0.0
K10563	5.0
K03424	4.0
K00925	1.0
K00927	79.0
K00928	0.0
K03427	2.0
K07652	0.0
K16013	0.0
K16012	0.0
K02982	55.0
K01662	0.0
K16209	10.0
K02988	57.0
K07386	14.0
K02111	15.0
K06925	6.0
K02440	1.0
K02114	23.0
K03466	4.0
K11144	9.0
K11145	5.0
K01641	2.0
K07030	8.0
K08659	44.0
K02027	21.0
K02026	10.0
K06950	2.0
K06956	2.0
K07133	0.0
K02029	5.0
K02028	0.0
K03885	6.0
K15582	0.0
K03763	2.0
K01866	2.0
K01868	3.0
K01869	3.0
K07090	0.0
K00384	14.0
K00383	8.0
K07095	2.0
K01234	4.0
K00790	2.0
K09015	3.0
K09014	0.0
K03086	7.0
K01265	26.0
K03169	0.0
K03168	1.0
K10039	0.0
K16169	3.0
K02334	0.0
K01785	20.0
K01790	1.0
K03647	8.0
K00566	1.0
K00567	0.0
K00244	5.0
K00965	10.0
K00806	8.0
K00805	0.0
K02948	68.0
K02779	2.0
K06199	6.0
K02838	16.0
K02945	32.0
K02946	19.0
K01689	157.0
K05366	1.0
K01442	21.0
K01443	65.0
K01448	1.0
K02793	70.0
K02795	104.0
K02794	0.0
K02796	166.0
K02493	2.0
K06994	1.0
K08161	1.0
K02884	7.0
K02886	27.0
K02881	56.0
K08998	1.0
K07462	0.0
K04567	4.0
K07668	2.0
K08996	7.0
K02240	0.0
K07482	32.0
K01610	13.0
K01613	11.0
K02082	54.0
K00599	3.0
K03546	1.0
K03545	8.0
K03544	8.0
K03429	1.0
K02837	7.0
K00692	0.0
K00691	109.0
K03549	1.0
K03758	4.0
K02337	9.0
K02335	3.0
K06147	70.0
K00526	5.0
K00527	9.0
K01839	18.0
K01838	67.0
K01835	22.0
K01834	26.0
K16899	2.0
K16898	2.0
K03723	1.0
K04068	10.0
K04066	0.0
K03685	0.0
K03687	12.0
K00841	0.0
K00847	3.0
K03451	0.0
K00849	10.0
K03346	17.0
K01534	0.0
K06201	0.0
K01537	24.0
K03111	80.0
K13953	4.0
K02965	28.0
K02909	36.0
K02906	18.0
K01881	13.0
K01883	4.0
K01887	2.0
K01889	2.0
K15634	1.0
K01220	7.0
K01223	9.0
K01154	1.0
K02759	14.0
K01153	1.0
K01409	3.0
K00939	28.0
K00937	3.0
K00936	5.0
K00627	134.0
K00626	0.0
K00625	3.0
K13678	0.0
K07238	2.0
K02621	1.0
K02992	9.0
K02990	79.0
K01126	0.0
K02994	33.0
K01081	4.0
K11071	1.0
K11072	1.0
K02470	11.0
K05311	8.0
K03570	0.0
K03571	0.0
K01710	0.0
K13581	1.0
K01714	0.0
K01652	2.0
K02874	32.0
K02876	24.0
K03977	2.0
K03978	4.0
K03979	3.0
K02878	52.0
K02879	26.0
K00651	1.0
K03501	1.0
K07533	1.0
K03892	0.0
K03710	1.0
K00088	2.0
K01870	32.0
K01873	5.0
K09748	1.0
K01874	1.0
K01876	1.0
K06023	7.0
K09747	10.0
K03484	8.0
K06024	1.0
K16323	30.0
K17675	6.0
K01972	5.0
K17677	1.0
K13292	7.0
K07056	2.0
K07052	0.0
K17074	1.0
K00016	79.0
K03625	15.0
K06942	8.0
K03621	2.0
K12555	1.0
K01372	31.0
K13993	2.0
K03629	10.0
K07447	16.0
K10040	4.0
K10041	1.0
K00036	3.0
K15772	33.0
K15771	38.0
K15770	24.0
K04094	2.0
K03650	1.0
K03657	3.0
K03655	1.0
K00574	1.0
K00973	1.0
K01119	1.0
K11749	8.0
K00615	0.0
K07273	9.0
K00873	57.0
K01281	4.0
K04487	1.0
K04485	1.0
K06207	3.0
K02952	30.0
K02950	15.0
K03701	4.0
K00882	9.0
K01575	5.0
K01577	3.0
K01756	2.0
K01752	0.0
K06878	6.0
K02004	63.0
K06973	5.0
K02003	3.0
K07082	3.0
K00759	1.0
K01595	4.0
K01591	0.0
K07088	0.0
K08602	0.0
K09815	3.0
K07496	1.0
K07491	6.0
K03442	4.0
K01938	6.0
K01939	4.0
K01934	0.0
K01937	11.0
K02601	1.0
K00057	9.0
K12942	0.0
K02434	18.0
K02435	13.0
K02437	3.0
K03536	10.0
K02433	13.0
K07010	2.0
K02825	3.0
K02824	1.0
K07015	1.0
K03436	5.0
K03744	3.0
K03217	6.0
K03740	22.0
K03215	1.0
K03191	30.0
K03218	4.0
K09773	4.0
K06158	1.0
K05837	4.0
K02342	3.0
K00133	1.0
K02341	0.0
K02346	3.0
K03697	2.0
K01809	3.0
K03693	0.0
K02996	15.0
K01803	85.0
K03699	8.0
K03698	2.0
K03325	0.0
K03320	13.0
K12308	4.0
K03106	2.0
K01239	0.0
K09685	1.0
K16787	1.0
K15581	1.0
K16785	1.0
K00226	1.0
K01893	7.0
K01892	0.0
K01890	4.0
K02687	1.0
K01142	12.0
K02760	54.0
K02761	56.0
K03293	2.0
K00948	41.0
K00820	21.0
K06881	6.0
K06885	5.0
K06889	1.0
K08884	2.0
K15986	5.0
K01520	1.0
K02967	11.0
K00426	5.0
K09698	2.0
K11065	53.0
K06901	7.0
K01661	2.0
K02469	9.0
K00762	1.0
K00763	1.0
K00760	1.0
K01465	2.0
K01462	1.0
K01258	1.0
K02863	52.0
K02867	41.0
K00648	2.0
K07444	1.0
K16925	1.0
K16924	1.0
K02042	2.0
K02044	4.0
K03316	0.0
K03700	1.0
K03703	0.0
K03702	3.0
K03311	1.0
K01963	0.0
K03492	20.0
K03495	3.0
K03497	4.0
K03496	1.0
K03797	1.0
K03367	5.0
K02343	6.0
K03799	10.0
K00161	130.0
K00162	133.0
K07749	4.0
K03531	8.0
K02810	18.0
K00364	1.0
K03816	3.0
K03811	1.0
