org_code	domain	group	genus	species
ebf	Bacteria	Gammaproteobacteria_-_Enterobacteria	Other_Enterobacteria	Enterobacteriaceae_bacterium_FGI_57
hin	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_Rd_KW20_(serotype_d)
hit	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_86-028NP_(nontypeable)
hip	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_PittEE_(nontypeable)
hiq	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_PittGG_(nontypeable)
hif	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_F3031_(nontypeable)
hil	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_F3047_(nontypeable)
hiu	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_10810_(serotype_b)
hie	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_R2846_(nontypeable)
hiz	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_R2866_(nontypeable)
hik	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_influenzae_KR494_(serotype_f)
hdu	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_ducreyi
hap	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_parasuis_SH0165
hpaz	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_parasuis_ZJ0906
hpr	Bacteria	Gammaproteobacteria_-_Others	Haemophilus	Haemophilus_parainfluenzae
hso	Bacteria	Gammaproteobacteria_-_Others	Histophilus	Haemophilus_somnus_129PT
hsm	Bacteria	Gammaproteobacteria_-_Others	Histophilus	Haemophilus_somnus_2336
pmu	Bacteria	Gammaproteobacteria_-_Others	Pasteurella	Pasteurella_multocida_subsp._multocida_Pm70
pmv	Bacteria	Gammaproteobacteria_-_Others	Pasteurella	Pasteurella_multocida_subsp._multocida_HN06
pul	Bacteria	Gammaproteobacteria_-_Others	Pasteurella	Pasteurella_multocida_subsp._multocida_3480
pmp	Bacteria	Gammaproteobacteria_-_Others	Pasteurella	Pasteurella_multocida_36950
msu	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_succiniciproducens
mht	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_USDA-ARS-SAM-185
mhq	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_USDA-ARS-USMARC-183
mhx	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_M42548
mhae	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_D153
mham	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_D171
mhao	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_D174
mhal	Bacteria	Gammaproteobacteria_-_Others	Mannheimia	Mannheimia_haemolytica_USMARC_2286
apl	Bacteria	Gammaproteobacteria_-_Others	Actinobacillus	Actinobacillus_pleuropneumoniae_L20_(serotype_5b)
apj	Bacteria	Gammaproteobacteria_-_Others	Actinobacillus	Actinobacillus_pleuropneumoniae_JL03_(serotype_3)
apa	Bacteria	Gammaproteobacteria_-_Others	Actinobacillus	Actinobacillus_pleuropneumoniae_AP76_(serotype_7)
asu	Bacteria	Gammaproteobacteria_-_Others	Actinobacillus	Actinobacillus_succinogenes
asi	Bacteria	Gammaproteobacteria_-_Others	Actinobacillus	Actinobacillus_suis
aap	Bacteria	Gammaproteobacteria_-_Others	Aggregatibacter	Aggregatibacter_aphrophilus
aat	Bacteria	Gammaproteobacteria_-_Others	Aggregatibacter	Aggregatibacter_actinomycetemcomitans_D11S-1
aao	Bacteria	Gammaproteobacteria_-_Others	Aggregatibacter	Aggregatibacter_actinomycetemcomitans_ANH9381
aan	Bacteria	Gammaproteobacteria_-_Others	Aggregatibacter	Aggregatibacter_actinomycetemcomitans_D7S-1
gan	Bacteria	Gammaproteobacteria_-_Others	Gallibacterium	Gallibacterium_anatis
bto	Bacteria	Gammaproteobacteria_-_Others	Bibersteinia	Bibersteinia_trehalosi
xfa	Bacteria	Gammaproteobacteria_-_Others	Xylella	Xylella_fastidiosa_9a5c
xft	Bacteria	Gammaproteobacteria_-_Others	Xylella	Xylella_fastidiosa_Temecula1
xfm	Bacteria	Gammaproteobacteria_-_Others	Xylella	Xylella_fastidiosa_M12
xfn	Bacteria	Gammaproteobacteria_-_Others	Xylella	Xylella_fastidiosa_M23
xff	Bacteria	Gammaproteobacteria_-_Others	Xylella	Xylella_fastidiosa_subsp._fastidiosa_GB514
xcc	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_campestris_pv._campestris_ATCC_33913
xcb	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_campestris_pv._campestris_8004
xca	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_campestris_pv._campestris_B100
xcv	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_campestris_pv._vesicatoria
xcp	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_campestris_pv._raphani
xac	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_axonopodis_pv._citri_306
xax	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_axonopodis_pv._citrumelo_F1
xao	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_axonopodis_Xac29-1
xoo	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_oryzae_pv._oryzae_KACC_10331
xom	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_oryzae_pv._oryzae_MAFF311018
xop	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_oryzae_pv._oryzae_PXO99A
xor	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_oryzae_pv._oryzicola
xal	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_albilineans
xci	Bacteria	Gammaproteobacteria_-_Others	Xanthomonas	Xanthomonas_citri
sml	Bacteria	Gammaproteobacteria_-_Others	Stenotrophomonas	Stenotrophomonas_maltophilia_K279a
smt	Bacteria	Gammaproteobacteria_-_Others	Stenotrophomonas	Stenotrophomonas_maltophilia_R551-3
buj	Bacteria	Gammaproteobacteria_-_Others	Stenotrophomonas	Stenotrophomonas_maltophilia_JV3
smz	Bacteria	Gammaproteobacteria_-_Others	Stenotrophomonas	Stenotrophomonas_maltophilia_D457
psu	Bacteria	Gammaproteobacteria_-_Others	Pseudoxanthomonas	Pseudoxanthomonas_suwonensis
psd	Bacteria	Gammaproteobacteria_-_Others	Pseudoxanthomonas	Pseudoxanthomonas_spadix
fau	Bacteria	Gammaproteobacteria_-_Others	Frateuria	Frateuria_aurantia
rhd	Bacteria	Gammaproteobacteria_-_Others	Rhodanobacter	Rhodanobacter_sp._2APBS1
vch	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_O1_biovar_El_Tor_N16961
vce	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_O1_2010EL-1786
vcj	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_MJ-1236
vco	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_O395
vcr	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_O395
vcm	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_M66-2
vci	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_IEC224
vcl	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_cholerae_LMA3984-4
vvu	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_vulnificus_CMCP6
vvy	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_vulnificus_YJ016
vvm	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_vulnificus_MO6-24/O
vpa	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_parahaemolyticus_RIMD_2210633
vpb	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_parahaemolyticus_BB22OP
vpk	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_parahaemolyticus_O1:K33_CDC_K4557
vpf	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_parahaemolyticus_O1:Kuk_FDA_R31
vha	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_harveyi
vca	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_campbellii_ATCC_BAA-1116
vag	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_alginolyticus
vsp	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_splendidus
vex	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_sp._Ex25
vej	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_sp._EJY3
vfu	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_furnissii
vni	Bacteria	Gammaproteobacteria_-_Others	Vibrio	Vibrio_nigripulchritudo
vfi	Bacteria	Gammaproteobacteria_-_Others	Aliivibrio	Vibrio_fischeri_ES114
vfm	Bacteria	Gammaproteobacteria_-_Others	Aliivibrio	Vibrio_fischeri_MJ11
vsa	Bacteria	Gammaproteobacteria_-_Others	Aliivibrio	Aliivibrio_salmonicida_LFI1238
ppr	Bacteria	Gammaproteobacteria_-_Others	Photobacterium	Photobacterium_profundum
van	Bacteria	Gammaproteobacteria_-_Others	Listonella	Vibrio_anguillarum_775
lag	Bacteria	Gammaproteobacteria_-_Others	Listonella	Listonella_anguillarum_M3
pae	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_PAO1
pau	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_UCBPP-PA14
pap	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_PA7
pag	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_LESB58
paf	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_M18
pnc	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_NCGM2.S1
pdk	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_DK2
psg	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_B136-33
prp	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_aeruginosa_RP73
ppu	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_KT2440
ppf	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_F1
ppg	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_GB-1
ppw	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_W619
ppt	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_S16
ppb	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_BIRD-1
ppi	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_ND6
ppx	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_DOT-T1E
ppuh	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_HB3267
pput	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_H8234
ppun	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_putida_NBRC_14164
ppuu	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_sp._UW4
pst	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_syringae_pv._tomato_DC3000
psb	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_syringae_pv._syringae_B728a
psp	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_syringae_pv._phaseolicola_1448A
pfl	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_protegens_Pf-5
pprc	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_protegens_CHA0
pfo	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_fluorescens_Pf0-1
pfs	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_fluorescens_SBW25
pfe	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_fluorescens_F113
pfc	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_fluorescens_A506
ppz	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_poae
pen	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_entomophila
pmy	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_mendocina_ymp
pmk	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_mendocina_NK-01
psa	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_A1501
psz	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_ATCC_17588
psr	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_DSM_4166
psc	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_CCUG_29243
psj	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_DSM_10701
psh	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_stutzeri_RCH2
pba	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_brassicacearum
pfv	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_fulva
pdr	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_denitrificans
pre	Bacteria	Gammaproteobacteria_-_Others	Pseudomonas	Pseudomonas_resinovorans
cja	Bacteria	Gammaproteobacteria_-_Others	Cellvibrio	Cellvibrio_japonicus
avn	Bacteria	Gammaproteobacteria_-_Others	Azotobacter	Azotobacter_vinelandii_DJ
avl	Bacteria	Gammaproteobacteria_-_Others	Azotobacter	Azotobacter_vinelandii_CA
avd	Bacteria	Gammaproteobacteria_-_Others	Azotobacter	Azotobacter_vinelandii_CA6
par	Bacteria	Gammaproteobacteria_-_Others	Psychrobacter	Psychrobacter_arcticus
pcr	Bacteria	Gammaproteobacteria_-_Others	Psychrobacter	Psychrobacter_cryohalolentis
prw	Bacteria	Gammaproteobacteria_-_Others	Psychrobacter	Psychrobacter_sp._PRwf-1
pso	Bacteria	Gammaproteobacteria_-_Others	Psychrobacter	Psychrobacter_sp._G
aci	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_sp._ADP1
acd	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_oleivorans
acb	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_ATCC_17978
abm	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_SDF
aby	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_AYE
abc	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_ACICU
abn	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_AB0057
abb	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_AB307-0294
abx	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_1656-2
abz	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_MDR-ZJ06
abr	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_MDR-TJ
abd	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_TCDC-AB0715
abh	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_TYTH-1
abad	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_D1279779
abj	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_BJAB07104
abab	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_BJAB0715
abaj	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_baumannii_BJAB0868
acc	Bacteria	Gammaproteobacteria_-_Others	Acinetobacter	Acinetobacter_calcoaceticus
mct	Bacteria	Gammaproteobacteria_-_Others	Moraxella	Moraxella_catarrhalis
son	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_oneidensis
sdn	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_denitrificans
sfr	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_frigidimarina
saz	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_amazonensis
sbl	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS155
sbm	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS185
sbn	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS195
sbp	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS223
sbt	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS678
sbs	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_OS117
sbb	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_baltica_BA175
slo	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_loihica
spc	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_putrefaciens_CN-32
shp	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_putrefaciens_200
sse	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_sediminis
spl	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_pealeana
she	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_sp._MR-4
shm	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_sp._MR-7
shn	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_sp._ANA-3
shw	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_sp._W3-18-1
shl	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_halifaxensis
swd	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_woodyi_ATCC_51908
swp	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_piezotolerans_WP3
svo	Bacteria	Gammaproteobacteria_-_Others	Shewanella	Shewanella_violacea
ilo	Bacteria	Gammaproteobacteria_-_Others	Idiomarina	Idiomarina_loihiensis_L2TR
ili	Bacteria	Gammaproteobacteria_-_Others	Idiomarina	Idiomarina_loihiensis_GSL_199
cps	Bacteria	Gammaproteobacteria_-_Others	Colwellia	Colwellia_psychrerythraea
pha	Bacteria	Gammaproteobacteria_-_Others	Pseudoalteromonas	Pseudoalteromonas_haloplanktis
pat	Bacteria	Gammaproteobacteria_-_Others	Pseudoalteromonas	Pseudoalteromonas_atlantica
psm	Bacteria	Gammaproteobacteria_-_Others	Pseudoalteromonas	Pseudoalteromonas_sp._SM9913
sde	Bacteria	Gammaproteobacteria_-_Others	Saccharophagus	Saccharophagus_degradans
maq	Bacteria	Gammaproteobacteria_-_Others	Marinobacter	Marinobacter_aquaeolei
mhc	Bacteria	Gammaproteobacteria_-_Others	Marinobacter	Marinobacter_hydrocarbonoclasticus
mad	Bacteria	Gammaproteobacteria_-_Others	Marinobacter	Marinobacter_adhaerens
mbs	Bacteria	Gammaproteobacteria_-_Others	Marinobacter	Marinobacter_sp._BSs20148
amc	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Deep_ecotype
amac	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_ATCC_27126
amb	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Balearic_Sea_AD45
amg	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_English_Channel_673
amh	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_English_Channel_615
amk	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Black_Sea_11
amaa	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_AltDE1
amal	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Ionian_Sea_U4
amae	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Ionian_Sea_U7
amao	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Ionian_Sea_U8
amad	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Ionian_Sea_UM4b
amai	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_macleodii_Ionian_Sea_UM7
alt	Bacteria	Gammaproteobacteria_-_Others	Alteromonas	Alteromonas_sp._SN2
gag	Bacteria	Gammaproteobacteria_-_Others	Glaciecola	Glaciecola_sp._4H-3-7+YE-5
gni	Bacteria	Gammaproteobacteria_-_Others	Glaciecola	Glaciecola_nitratireducens
gps	Bacteria	Gammaproteobacteria_-_Others	Glaciecola	Glaciecola_psychrophila
pin	Bacteria	Gammaproteobacteria_-_Others	Psychromonas	Psychromonas_ingrahamii
psy	Bacteria	Gammaproteobacteria_-_Others	Psychromonas	Psychromonas_sp._CNPT3
ttu	Bacteria	Gammaproteobacteria_-_Others	Teredinibacter	Teredinibacter_turnerae
fbl	Bacteria	Gammaproteobacteria_-_Others	Ferrimonas	Ferrimonas_balearica
cbu	Bacteria	Gammaproteobacteria_-_Others	Coxiella	Coxiella_burnetii_RSA_493
cbs	Bacteria	Gammaproteobacteria_-_Others	Coxiella	Coxiella_burnetii_RSA_331
cbd	Bacteria	Gammaproteobacteria_-_Others	Coxiella	Coxiella_burnetii_Dugway_5J108-111
cbg	Bacteria	Gammaproteobacteria_-_Others	Coxiella	Coxiella_burnetii_CbuG_Q212
cbc	Bacteria	Gammaproteobacteria_-_Others	Coxiella	Coxiella_burnetii_CbuK_Q154
lpn	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_Philadelphia_1
lpu	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_Philadelphia_1
lph	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_HL06041035
lpo	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_Lorraine
lpm	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_Thunder_Bay
lpf	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_Lens
lpp	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_Paris
lpc	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_Corby
lpa	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_2300/99_Alcoy
lpe	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_pneumophila_subsp._pneumophila_ATCC_43290
llo	Bacteria	Gammaproteobacteria_-_Others	Legionella	Legionella_longbeachae
mca	Bacteria	Gammaproteobacteria_-_Others	Methylococcus	Methylococcus_capsulatus
mmt	Bacteria	Gammaproteobacteria_-_Others	Methylomonas	Methylomonas_methanica
mah	Bacteria	Gammaproteobacteria_-_Others	Methylomicrobium	Methylomicrobium_alcaliphilum
ftu	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._tularensis_SCHU_S4
ftf	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._tularensis_FSC_198
ftw	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._tularensis_WY96-3418
ftr	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._tularensis_NE061598
ftt	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._tularensis_TI0902
ftg	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_TIGB03
ftl	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._holarctica_LVS
fth	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._holarctica_OSU18
fta	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._holarctica_FTNF002-00
fts	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._holarctica_F92
fti	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._holarctica_FSC200
ftm	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_tularensis_subsp._mediasiatica_FSC147
ftn	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_novicida_U112
fcf	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_cf._novicida_Fx1
fcn	Bacteria	Gammaproteobacteria_-_Others	Francisella	Francisella_cf._novicida_3523
