compound_code	compound_name	cumulative_metabolite_score	consumption_score	production_score	percentile
C00831	Pantetheine	9.3211705956	9.321	0.0	80.0
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	7.83246299917	7.965	-4.459	70.0
C01024	Hydroxymethylbilane	9.00566639929	9.014	-1.585	80.0
C01672	Cadaverine	6.37464906635	6.375	0.0	60.0
C12739	5'-Deoxy-5-fluorouridine	-9.54110075939	0.0	-9.541	80.0
C00644	D-Mannitol_1-phosphate	-8.83501267087	3.17	-3.17	50.0
C01190	beta-D-Glucosyl-(1<->1)-ceramide	-11.6167857654	0.0	-11.617	90.0
C01194	1-Phosphatidyl-D-myo-inositol	1.0	1.0	0.0	50.0
C00954	Indole-3-acetate	-3.70050368352	0.0	-3.701	50.0
C00186	(S)-Lactate	8.17369661058	8.182	-0.737	70.0
C16156	Undecaprenyl_phosphate_alpha-L-Ara4FN	-7.577	0.0	-7.577	70.0
C04133	N-Acetyl-L-glutamate_5-phosphate	7.19646068902	7.214	-0.874	60.0
C16154	UDP-L-Ara4FN	7.577	7.577	0.0	60.0
C03838	5'-Phosphoribosylglycinamide	-7.78104278141	5.858	-8.119	70.0
C00288	HCO3-	-7.13626273071	7.675	-8.431	60.0
C03722	Quinolinate	7.29488256967	7.978	-6.57	60.0
C05402	Melibiose	6.36025345187	6.743	-4.644	60.0
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	9.62674057217	9.712	-5.585	80.0
C03939	Acetyl-[acyl-carrier_protein]	-9.33732342926	5.221	-9.418	80.0
C00623	sn-Glycerol_1-phosphate	-7.06611268763	0.0	-7.066	60.0
C00726	Nitrile	1.585	1.585	0.0	50.0
C18048	N-Succinyl-L-citrulline	-8.8673759706	0.0	-8.867	80.0
C00620	alpha-D-Ribose_1-phosphate	12.2558991357	12.256	0.0	90.0
C00627	Pyridoxine_phosphate	-9.46739083259	0.0	-9.467	80.0
C01222	GDP-4-dehydro-6-deoxy-D-mannose	-7.34834690385	0.0	-7.348	60.0
C04895	7,8-Dihydroneopterin_3'-triphosphate	-6.14307759237	3.322	-6.334	60.0
C00780	Serotonin	7.70028288533	7.7	0.0	70.0
C18040	5alpha-Dihydrodeoxycorticosterone	-6.87054468582	0.0	-6.871	60.0
C01228	Guanosine_3',5'-bis(diphosphate)	-7.5998291056	0.0	-7.6	70.0
C00785	Urocanate	-7.40908031517	0.0	-7.409	60.0
C00239	dCMP	-8.02013135746	0.0	-8.02	70.0
C04582	S-Methyl-5-thio-D-ribulose_1-phosphate	-5.248	0.0	-5.248	50.0
C01346	dUDP	-5.18282999209	3.087	-5.486	50.0
C01345	dITP	5.4280192897	8.253	-8.033	50.0
C01344	dIDP	10.0602561686	10.06	0.0	90.0
C00234	10-Formyltetrahydrofolate	7.29124920955	7.637	-5.405	60.0
C00235	Dimethylallyl_diphosphate	-8.77696289954	7.256	-9.208	80.0
C01235	alpha-D-Galactosyl-(1->3)-1D-myo-inositol	10.0519114252	10.052	0.0	90.0
C00010	CoA	-9.61397803514	5.029	-9.673	80.0
C02839	L-Tyrosyl-tRNA(Tyr)	-10.2430068569	0.0	-10.243	90.0
C00062	L-Arginine	-5.16958104755	5.931	-6.6	50.0
C00014	Ammonia	-7.78895816326	3.486	-7.86	70.0
C00015	UDP	-8.8949361056	0.0	-8.895	80.0
C05822	3'-CMP	-7.84564974158	0.0	-7.846	70.0
C00019	S-Adenosyl-L-methionine	-8.12231852813	5.5	-8.339	70.0
C00857	Deamino-NAD+	7.69757725819	8.299	-6.746	70.0
C00152	L-Asparagine	-6.89467244965	6.887	-7.891	60.0
C00155	L-Homocysteine	-8.95406743866	2.592	-8.972	80.0
C00154	Palmitoyl-CoA	-11.0711011566	0.0	-11.071	90.0
C05824	S-Sulfo-L-cysteine	-1.585	0.0	-1.585	50.0
C19846	Pimelyl-[acyl-carrier_protein]_methyl_ester	-9.46586360648	0.0	-9.466	80.0
C05714	alpha-Aminopropiononitrile	1.585	1.585	0.0	50.0
C04039	2,3-Dihydroxy-3-methylbutanoate	-10.7925486805	3.7	-10.803	90.0
C06399	Hydrogenobyrinate	6.68673784536	6.687	0.0	60.0
C02659	Acetone_cyanohydrin	-11.4943443462	0.0	-11.494	90.0
C00185	Cellobiose	11.2625215486	11.325	-6.768	90.0
C00197	3-Phospho-D-glycerate	10.2004343982	10.464	-7.88	90.0
C04146	all-trans-Octaprenyl_diphosphate	6.89497303075	6.966	-2.585	60.0
C02336	beta-D-Fructose	9.18793530805	9.293	-5.459	80.0
C00259	L-Arabinose	-8.08713807861	8.447	-9.278	70.0
C04628	Coenzyme_B	-6.764	0.0	-6.764	60.0
C03205	11-Deoxycorticosterone	6.87054468582	6.871	0.0	60.0
C06240	UDP-N-acetyl-D-mannosaminouronate	-6.358	0.0	-6.358	60.0
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	-10.3229916927	2.954	-10.332	90.0
C01035	4-Guanidinobutanoate	-4.807	0.0	-4.807	50.0
C00655	Xanthosine_5'-phosphate	-8.50570191462	4.418	-8.588	80.0
C00300	Creatine	-4.08718357335	0.0	-4.087	50.0
C00301	ADP-ribose	8.50013956994	8.5	0.0	70.0
C00302	DL-Glutamate	-1.585	0.0	-1.585	50.0
C00718	Amylose	-9.06387114672	0.0	-9.064	80.0
C00714	Pectin	10.2990538057	10.299	0.0	90.0
C02232	3-Oxoadipyl-CoA	-10.9398405011	0.0	-10.94	90.0
C00360	dAMP	-10.418192382	0.0	-10.418	90.0
C14089	1-Hydroxymethylnaphthalene	8.44134421367	8.441	0.0	70.0
C02909	(2-Naphthyl)methanol	8.44134421367	8.441	0.0	70.0
C17551	2-Polyprenyl-6-hydroxyphenol	-4.90655933774	0.0	-4.907	50.0
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	1.58306726623	6.209	-6.15	50.0
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	-9.77427814934	2.585	-9.784	90.0
C00681	1-Acyl-sn-glycerol_3-phosphate	7.94633241824	8.426	-6.604	70.0
C01127	4-Hydroxy-2-oxoglutarate	11.2098022525	11.21	0.0	90.0
C01068	D-Ribitol_5-phosphate	5.492	5.492	0.0	50.0
C06188	Salicin_6-phosphate	8.22370521027	8.224	0.0	70.0
C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	-7.86835958414	0.0	-7.868	70.0
C03506	Indoleglycerol_phosphate	8.61318222771	8.613	0.0	70.0
C06025	Di[3-deoxy-D-manno-octulosonyl]-lipid_IV(A)	-6.00720421292	0.0	-6.007	60.0
C05143	Dhurrin	11.4943443462	11.494	0.0	90.0
C03508	L-2-Amino-3-oxobutanoic_acid	-8.77507534613	0.0	-8.775	80.0
C06186	Arbutin	5.044	5.044	0.0	50.0
C06187	Arbutin_6-phosphate	-4.69993514292	2.807	-5.044	50.0
C03291	L-Xylulose_5-phosphate	2.147	2.147	0.0	50.0
C02059	Phylloquinone	-9.13211413079	0.0	-9.132	80.0
C18902	Methylselenic_acid	10.2469055013	10.247	0.0	90.0
C03294	N-Formylmethionyl-tRNA	-9.44716110296	0.0	-9.447	80.0
C02051	Lipoylprotein	8.14481667751	9.403	-8.622	70.0
C03114	Dimethylbenzimidazole	8.37913307476	8.379	0.0	70.0
C04088	Octadecanoyl-[acyl-carrier_protein]	-10.0697606915	0.0	-10.07	90.0
C06755	Chloroacetic_acid	7.15981301501	7.16	0.0	60.0
C18260	1,6-Dimethoxypyrene	-7.70028288533	0.0	-7.7	70.0
C00870	4-Nitrophenol	-8.47594316622	0.0	-8.476	80.0
C00877	Crotonoyl-CoA	6.41705798383	6.506	-2.442	60.0
C16273	3-Hydroxy-5-oxohexanoyl-CoA	5.169613692	5.17	0.0	50.0
C06506	Adenosyl_cobyrinate_a,c_diamide	-8.353	0.0	-8.353	70.0
C04246	But-2-enoyl-[acyl-carrier_protein]	7.20448803742	7.879	-6.459	60.0
C00618	3-Dehydro-L-gulonate	0.737	0.737	0.0	50.0
C01019	6-Deoxy-L-galactose	9.82121905344	9.821	0.0	80.0
C04242	5-Fluorodeoxyuridine_monophosphate	-8.93043934023	0.0	-8.93	80.0
C03375	Norspermidine	-9.11892632018	0.0	-9.119	80.0
C06613	trans-3-Chloroallyl_aldehyde	-5.76776807956	0.0	-5.768	60.0
C04438	1-Acyl-sn-glycero-3-phosphoethanolamine	-8.262	0.0	-8.262	70.0
C03373	Aminoimidazole_ribotide	-9.77048757154	5.882	-9.865	80.0
C09814	Benzonitrile	1.585	1.585	0.0	50.0
C02067	Pseudouridine	7.67979384542	7.68	0.0	70.0
C00407	L-Isoleucine	-7.13154181197	4.511	-7.349	60.0
C01401	Alanine	-1.585	0.0	-1.585	50.0
C01151	D-Ribose_1,5-bisphosphate	-7.97725226014	0.0	-7.977	70.0
C06504	Cob(II)yrinate_a,c_diamide	-6.95439788443	0.0	-6.954	60.0
C06505	Cob(I)yrinate_a,c_diamide	8.353	8.353	0.0	70.0
C06054	2-Oxo-3-hydroxy-4-phosphobutanoate	9.98432041177	9.984	0.0	90.0
C06507	Adenosyl_cobyrinate_hexaamide	-6.07049018555	4.459	-6.479	60.0
C03479	Folinic_acid	-8.58584656099	7.937	-9.298	80.0
C06503	Hydrogenobyrinate_a,c_diamide	-5.70112857655	5.426	-6.57	60.0
C06508	Adenosyl_cobinamide	-6.24136061794	5.977	-7.115	60.0
C06509	Adenosyl_cobinamide_phosphate	-2.4145022212	4.481	-4.79	50.0
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier_protein]	-10.585174797	3.322	-10.595	90.0
C09332	Tetrahydrofolyl-[Glu](2)	-9.02519389816	0.0	-9.025	80.0
C00582	Phenylacetyl-CoA	-9.42665297897	0.0	-9.427	80.0
C00583	Propane-1,2-diol	10.6145412448	10.615	0.0	90.0
C03972	2,3,4,5-Tetrahydrodipicolinate	-7.53528649719	1.105	-7.552	70.0
C01118	O-Succinyl-L-homoserine	-7.109	0.0	-7.109	60.0
C03974	2-Acyl-sn-glycerol_3-phosphate	-5.169613692	0.0	-5.17	50.0
C00577	D-Glyceraldehyde	-12.9381360174	0.0	-12.938	90.0
C01302	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose_5-phosphate	3.70049841953	4.585	-3.459	50.0
C00575	3',5'-Cyclic_AMP	-7.13963782744	0.0	-7.14	60.0
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	6.43713893621	6.696	-4.087	60.0
C00279	D-Erythrose_4-phosphate	10.3246542258	11.55	-10.746	90.0
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-7.94258033746	5.755	-8.229	70.0
C02470	Xanthurenic_acid	7.70028288533	7.7	0.0	70.0
C00275	D-Mannose_6-phosphate	-9.48401732948	7.155	-9.746	80.0
C02474	Arabinan	11.1293583988	11.129	0.0	90.0
C00900	2-Acetolactate	10.5599129561	10.57	-3.459	90.0
C00479	Propanal	-7.0487899574	2.322	-7.102	60.0
C03561	(R)-3-Hydroxybutanoyl-CoA	10.2176114173	10.218	0.0	90.0
C00475	Cytidine	6.15704722212	6.894	-5.572	60.0
C12215	Iminoerythrose_4-phosphate	-12.2773134514	0.0	-12.277	90.0
C12214	Aminofructose_6-phosphate	12.2773134514	12.277	0.0	90.0
C00470	Pectate	-10.2990538057	0.0	-10.299	90.0
C00294	Inosine	10.282762989	10.283	0.0	90.0
C05396	Lactose_6-phosphate	-3.5236293735	0.0	-3.524	50.0
C05697	Selenate	5.75495000107	5.755	0.0	60.0
C05699	L-Selenocystathionine	10.2520642993	10.252	0.0	90.0
C05698	Selenohomocysteine	-9.35617845617	5.357	-9.444	80.0
C00354	D-Fructose_1,6-bisphosphate	-10.2357207477	2.577	-10.243	90.0
C00353	Geranylgeranyl_diphosphate	-9.46144280302	0.0	-9.461	80.0
C00352	D-Glucosamine_6-phosphate	-7.51441277266	7.605	-8.56	70.0
C00299	Uridine	7.26124520264	7.389	-3.827	60.0
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	-7.95723924872	0.531	-7.966	70.0
C00158	Citrate	-6.41742940643	1.525	-6.465	60.0
C05399	Melibiitol	10.0519114252	10.052	0.0	90.0
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-8.01137017102	6.895	-8.559	70.0
C11736	5-Fluorodeoxyuridine	8.93043934023	8.93	0.0	80.0
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-9.86097707191	0.0	-9.861	90.0
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	9.15989222754	9.16	0.0	80.0
C06201	2,4-Dihydroxyhept-2-enedioate	-2.585	0.0	-2.585	50.0
C05897	Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	7.06647730398	7.96	-6.846	60.0
C06206	Benzoyl_phosphate	6.714	6.714	0.0	60.0
C00357	N-Acetyl-D-glucosamine_6-phosphate	-8.1193587601	3.644	-8.183	70.0
C11638	3-Amino-2-oxopropyl_phosphate	-8.64788573762	0.0	-8.648	80.0
C00993	D-Alanyl-D-alanine	-9.4958163357	0.0	-9.496	80.0
C01278	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	5.20924110511	5.209	0.0	50.0
C16391	Trinitrotoluene	2.322	2.322	0.0	50.0
C05382	Sedoheptulose_7-phosphate	8.3772145864	8.833	-6.948	70.0
C00120	Biotin	8.7495932558	8.75	0.0	80.0
C00121	D-Ribose	9.03648862176	9.036	0.0	80.0
C00122	Fumarate	-9.66000848817	5.508	-9.739	80.0
C00123	L-Leucine	6.32523591246	6.929	-5.381	60.0
C00124	D-Galactose	9.68308679363	10.216	-8.522	80.0
C00128	CMP-N-acetylneuraminate	-9.46978394962	0.0	-9.47	80.0
C00129	Isopentenyl_diphosphate	-8.7713343245	6.135	-8.986	80.0
C15532	N-Acetyl-L-citrulline	8.25266452889	8.253	0.0	70.0
C00860	L-Histidinol	6.83291247793	7.033	-4.087	60.0
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	-0.181	0.0	-0.181	50.0
C05653	Formylanthranilate	4.322	4.322	0.0	50.0
C06377	D-Galactosamine_6-phosphate	-4.087	0.0	-4.087	50.0
C06376	N-Acetyl-D-galactosamine_6-phosphate	-3.322	0.0	-3.322	50.0
C05749	Hexanoyl-[acp]	9.4157113953	9.433	-3.0	80.0
C05748	trans-Hex-2-enoyl-[acp]	7.20448803742	7.879	-6.459	60.0
C05747	(R)-3-Hydroxyhexanoyl-[acp]	-10.585174797	3.322	-10.595	90.0
C05746	3-Oxohexanoyl-[acp]	9.46229328212	9.542	-5.322	80.0
C05745	Butyryl-[acp]	9.4157113953	9.433	-3.0	80.0
C05744	Acetoacetyl-[acp]	8.09246841856	8.582	-6.785	70.0
C03150	Nicotinamide-beta-riboside	10.2749208054	10.275	0.0	90.0
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-10.1070508851	2.678	-10.115	90.0
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-10.3229916927	2.954	-10.332	90.0
C00054	Adenosine_3',5'-bisphosphate	-8.41378904455	0.0	-8.414	70.0
C00055	CMP	-7.71868285193	0.0	-7.719	70.0
C00725	Lipoate	7.99972445072	8.0	0.0	70.0
C00199	D-Ribulose_5-phosphate	-8.32166264651	2.23	-8.343	70.0
C19888	LysW-gamma-L-alpha-aminoadipate_6-semialdehyde	-2.0	0.0	-2.0	50.0
C00052	UDP-alpha-D-galactose	4.73851152929	5.854	-4.961	50.0
C00053	3'-Phosphoadenylyl_sulfate	7.58548711753	7.677	-3.652	60.0
C00194	Cobamide_coenzyme	-7.93047711904	0.0	-7.93	70.0
C02876	Propanoyl_phosphate	-8.2914427948	2.807	-8.323	70.0
C03785	D-Tagatose_1,6-bisphosphate	-12.0431069148	0.0	-12.043	90.0
C02714	N-Acetylputrescine	-9.0139939485	0.0	-9.014	80.0
C00192	Hydroxylamine	6.931	6.931	0.0	60.0
C01113	D-Galactose_6-phosphate	-3.0	0.0	-3.0	50.0
C04573	UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate	-3.807	0.0	-3.807	50.0
C01051	Uroporphyrinogen_III	-8.29786085623	3.624	-8.353	70.0
C01050	UDP-N-acetylmuramate	-5.60599781051	6.201	-6.934	60.0
C03586	2-Oxo-2,3-dihydrofuran-5-acetate	-5.20924110511	0.0	-5.209	50.0
C04575	(4R,5S)-4,5,6-Trihydroxy-2,3-dioxohexanoate	-1.0	0.0	-1.0	50.0
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-4.93075719979	6.14	-6.658	50.0
C00206	dADP	9.65770273482	9.797	-6.353	80.0
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-6.15674309922	3.369	-6.352	60.0
C00203	UDP-N-acetyl-D-galactosamine	6.69371884619	6.694	0.0	60.0
C18261	1-Hydroxy-6-methoxypyrene	7.70028288533	7.7	0.0	70.0
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	6.546038061	7.326	-6.066	60.0
C03028	Thiamin_triphosphate	-7.76825552108	0.0	-7.768	70.0
C03539	S-Ribosyl-L-homocysteine	3.58535342212	6.63	-6.443	50.0
C00721	Dextrin	-9.95104259856	0.0	-9.951	90.0
C01368	3'-UMP	-7.84564974158	0.0	-7.846	70.0
C06010	(S)-2-Acetolactate	9.5634702713	9.57	-1.807	80.0
C00378	Thiamine	-4.49198802339	5.833	-6.313	50.0
