C01209	K00645
C00117	K00948
K01902	C00091
C00352	K01443
C00119	K00764
C06007	K00053
C15973	K00627
C15972	K00161
C00083	K00645
K02434	C06112
K00764	C03090
C06614	K00128
K01251	C00021
C03912	K13821
K01711	C01222
K01652	C00900
C16348	K00128
C06755	K00128
C00119	K00948
C00357	K01443
C05698	K00548
C05404	K07407
K00053	C06007
C02670	K00128
C16519	K08680
C00084	K00128
C01250	K00145
K02437	C00143
K01903	C00091
K01251	C00155
K01737	C20239
K00645	C01209
C00993	K01929
C05936	K00128
C00437	K00620
K00161	C05125
K04517	C00254
K00128	C00258
K00764	C00119
C03402	K02434
K00548	C05335
C06548	K00100
C05892	K01929
K13821	C03912
K01443	C00357
K07407	C03692
C00148	K13821
K07407	C05402
C00295	K00226
C00363	K00940
K01735	C00944
C00460	K00940
K00100	C06142
K00128	C00071
K00281	C00037
C00039	K02338
C00112	K00940
K00940	C01345
C00068	K00161
C01179	K00817
C01909	K01012
C00437	K00818
C00522	K01918
K01012	C01909
C00337	K00226
C00035	K00525
C00668	K01810
K01491	C00445
C05947	K13821
K02338	C00131
C00577	K00128
C00015	K00940
K03526	C11811
C00417	K01681
C01613	K07407
K00128	C00099
C04181	K00053
K00962	C00112
C02291	K14155
C00254	K04517
K07407	G00092
C00064	K01956
K00226	C00295
C00022	K00161
C00491	K14155
K00620	C00624
K01190	C00267
C00459	K02338
K14155	C00022
K01190	C00124
K00940	C00705
G00093	K07407
K00940	C00044
K00525	C00206
K00128	C02170
C00342	K00525
C00082	K00817
C00123	K01869
K00128	C06755
C01179	K04517
K01810	C00668
K01491	C00143
C06613	K00128
K00940	C00002
K00053	C14463
C05796	K12308
C01172	K01810
C00275	K01809
K00128	C06613
K01921	C00993
C05400	K07407
C01019	K01818
K00919	C11436
C00025	K01915
K01190	C01190
K01571	C00022
C05665	K00128
K01000	C04851
C00078	K01867
K00104	C00027
K00940	C00015
K14155	C00097
K00241	C00122
C00243	K01190
K00604	C00101
K01012	C00120
