KO_code	Compound_codes
K11104	
K00184	
K17686	C00002
K03631	
K02523	C00448,C00448
K03547	
K02014	
K02015	
K06966	
K01681	C00311,C00158,C00158,C00158,C00158,C00417,C00417,C00417,C00158,C00158,C00158,C00417,C00417,C00311,C00311,C00311,C00311,C00417
K01443	C00357,C00352
K07277	
K01915	C00025,C00014,C00025,C00014,C00014,C00025,C00014,C00025
K01448	
K01918	C00099,C00099,C00522,C00099,C00522,C00522,C00099
K04487	C15811,C00097
K09825	
K01869	C00123
K06207	
K02115	
K03722	
K05939	C00638,C00229,C05973
K09928	
K08999	
K02551	C00885,C00885,C00885
K04567	C00047
K09808	
K01993	
K01990	
K02558	
K02652	
K03826	
K01358	
K08680	C16519,C16519,C16519
K02536	C06022,C04652
K15923	
K02004	
K02007	
K01012	C01909,C00120
K01596	C00036,C00036,C00036,C00036,C00036,C00036,C00036,C00036,C00036,C00036,C00036,C00036
K01903	C00042,C00042,C00042,C00091,C00042,C00042,C00042,C00490
K01902	C00042,C00042,C00042,C00091,C00042,C00042,C00042,C00490
K05595	
K05366	
K01598	C04352,C04352
K10907	
K01190	C05796,C00243,C00243,C01290,C01290
K07391	
K15553	
K01197	G13043,G13043,G12336,G12336
K03684	
K07056	
K00290	C00449,C00047,C00047,C00449,C00449
K03734	
K03545	
K03737	C00024,C00024,C00022,C00022,C00024,C00024,C00011,C00022,C00024,C00011,C00024
K01206	
K01056	
K04079	
K00340	
K00341	
K00104	C00160,C00048,C00160,C00007,C00160
K03818	
K00100	C01096,C01412,C01412,C06548,C06548,C13638,C13638,C14762
K02039	
K04517	C00254,C00254,C01179,C00254,C00254
K04759	
K04758	
K02034	
K02036	
K01585	C00062,C00062
K13821	C01165,C03912,C03912,C00025,C03912,C03912,C00025,C00148,C03912,C00148,C04281,C05947,C04281,C05947,C05938
K00604	C00234,C02430,C00234
K02338	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K02337	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K07098	
K02335	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K02334	
K00919	C11435,C11436,C11435
K06168	
K06142	
K00525	C00008,C00008,C00342,C00015,C00035,C00035,C00112,C00342,C00112
K05807	
K00281	C00037,C02051,C01242
K00053	C00900,C04272,C04272,C04181,C04272,C06007,C06007,C14463,C06007,C06006,C06006,C06006,C06006,C06010,C06010,C06010,C06010
K02434	C02282,C02282,C03402
K00688	C00369,C00369,C00369
K03531	
K02357	
K03925	
K07407	C05402,C00492,C05401,C01235,C05400,C05399,C01613,C06126,C06037,C05404,G00093
K07405	C00369,C00369
K09949	
K03687	
K01000	C04702,C17556,C04702,C04882,C17556
K03590	
K02453	
K03742	
K03455	
K00849	C00124,C00124,C00446,C00124
K10716	
K03453	
K01537	
K03424	
K01929	C05892,C00993,C05892,C04877,C04877,C00993
K06158	
K03664	
K03118	
K09778	
K00342	
K07024	
K01809	C00275,C00275,C00275,C00275
K01737	C04895,C04895,C04895,C04895
K03699	
K07221	
K01880	C00037
K01735	C04691,C04691,C04691,C04691
K01130	C02538,C06125
K01886	C00064,C02282
K03526	C11453,C11453,C11453
K03282	
K00639	C00037
K02112	
K02111	
K02759	
K03585	
K01151	
K12308	C05796
K09131	
K01159	
K00566	
K05970	
K01810	C00668,C00668,C00668,C00668,C00668,C00668,C00668,C00668,C00668,C05345,C00668,C00668,C00668,C01172,C05345,C01172,C01172
K09769	
K03569	
K00620	C00025,C00025,C00025,C00025,C00025,C00437,C00437,C00437,C00437
K00627	C15973,C00024,C15973,C00024,C00024,C15973
K02340	C00131,C00039,C00286,C00286,C00458,C00458,C00459,C00459
K00931	C00025,C00025,C00025
K01818	C01019
K00330	
K04043	
K03307	
K00337	
K01956	C00064,C00064,C00064
K01955	C00064,C00064,C00064
K11744	
K02437	C00037,C00037,C00037
K02621	
K00428	
K06406	
K08282	
K07738	
K00226	C00337,C00295
K03296	
K00548	C00155,C00440,C00155,C00155,C00155,C05698
K02028	
K03070	
K03076	
K02760	
K02761	
K09121	
K01251	C00021,C00155
K01711	C00096,C00096,C00096
K00948	C00117,C00117,C00119,C00117,C00117,C00117,C00117
K01867	C00078
K00942	C00144,C00144,C00362,C00361
K00940	C00008,C00002,C00008,C00015,C00075,C00035,C00035,C00112,C00063,C00104,C00206,C00131,C00361,C00361,C00363,C00363,C00705,C00458,C01346,C00460,C01344
K01652	C00022,C00022,C00068,C00068,C00022,C00068,C00022,C00068,C00022,C00022,C00022,C00022,C06010,C06010,C00022,C00022,C05125,C00109,C00022,C00022,C00109,C00109,C00109,C00109
K01176	C00369,C00369
K07091	
K02876	
K06442	
K03977	
K01091	C00988,C00988,C00988
K00145	C04133,C04133,C01250,C04133,C04133
K00656	C00058,C00024,C00022,C00022,C00109
K02879	
K06861	
K01571	C00036,C00036,C05946,C00048
K02050	
K03217	
K07071	
K02967	
K03438	
K07126	
K10679	C16391,C16391,C16391,C16391,C16391,C16391
K09015	
K01667	C00078
K09013	
K03088	
K03205	
K14155	C00097,C00022,C02291,C02291,C02291,C02291,C00491,C05699
K01265	
K01921	C00133,C00133,C00133
K03169	
K01870	C00407
K01873	C00183
K01462	
K00764	C00064,C00119,C00064,C03090,C03090
K00817	C00166,C00166,C00079,C00079,C00079,C00166,C00166,C00082,C00082,C00082,C00082,C00082,C00082,C00082,C01179,C01179,C01100,C01267,C01100,C01267
