KO_code	Transcripts
K11104	0.0
K00184	0.0
K17686	0.0
K03631	0.0
K02523	0.0
K03547	0.0
K02014	0.0
K02015	0.0
K06966	0.0
K01681	0.0
K01443	0.0
K07277	0.0
K01915	0.0
K01448	0.0
K01918	0.0
K04487	0.0
K01652	0.0
K06207	0.0
K03585	0.0
K00688	0.0
K05939	0.0
K09928	0.0
K08999	1.0
K02551	0.0
K04567	0.0
K09808	0.0
K01993	0.0
K01990	0.0
K02558	0.0
K02652	0.0
K03826	0.0
K01358	0.0
K08680	0.0
K02536	0.0
K15923	0.0
K02004	0.0
K02007	0.0
K02876	0.0
K09131	0.0
K01596	0.0
K01903	0.0
K01902	0.0
K05595	0.0
K06406	0.0
K05366	0.0
K01598	0.0
K10907	0.0
K01190	0.0
K07405	0.0
K15553	0.0
K01197	0.0
K09949	0.0
K00290	0.0
K03734	0.0
K03545	0.0
K03737	0.0
K01206	0.0
K01056	0.0
K04079	0.0
K00340	0.0
K00341	0.0
K00104	0.0
K03801	0.0
K00100	0.0
K02039	0.0
K04517	0.0
K04759	0.0
K04758	0.0
K02034	0.0
K02036	0.0
K01585	0.0
K13821	0.0
K00604	0.0
K02338	0.0
K02337	0.0
K07098	0.0
K02335	0.0
K02334	0.0
K00919	0.0
K06168	0.0
K06142	0.0
K00525	0.0
K00620	0.0
K00281	0.0
K00053	0.0
K02434	0.0
K03722	0.0
K03531	0.0
K00931	0.0
K03925	0.0
K07407	0.0
K07391	0.0
K03684	0.0
K03687	0.0
K01000	0.0
K03282	0.0
K03590	0.0
K02453	0.0
K03742	0.0
K03455	0.0
K00849	0.0
K10716	0.0
K03453	0.0
K01537	0.0
K03424	0.0
K01929	0.0
K06158	0.0
K03664	0.0
K03088	0.0
K10541	0.0
K03118	0.0
K09778	0.0
K07071	0.0
K00342	0.0
K07024	0.0
K01809	0.0
K01737	0.0
K03699	0.0
K07221	0.0
K01880	0.0
K01735	0.0
K01130	0.0
K01886	0.0
K03526	0.0
K10800	0.0
K00639	0.0
K02112	0.0
K02111	0.0
K02759	0.0
K02115	0.0
K01151	0.0
K01012	0.0
K01159	0.0
K05970	0.0
K01810	1.0
K09769	0.0
K09013	0.0
K05807	0.0
K00627	0.0
K02340	0.0
K02357	0.0
K01818	0.0
K00330	0.0
K04043	0.0
K03307	0.0
K00337	0.0
K01956	0.0
K01955	0.0
K02621	0.0
K00428	0.0
K12308	0.0
K08282	0.0
K07738	0.0
K00226	0.0
K03296	0.0
K00548	0.0
K02028	0.0
K03070	0.0
K03076	0.0
K02760	0.0
K02761	0.0
K09121	0.0
K01251	0.0
K01711	0.0
K00948	0.0
K01867	0.0
K00942	0.0
K00940	0.0
K01869	0.0
K07091	0.0
K11744	0.0
K06442	0.0
K03977	0.0
K01091	0.0
K00145	0.0
K00656	0.0
K02879	0.0
K06861	0.0
K01571	0.0
K02050	0.0
K03217	0.0
K02437	0.0
K01883	0.0
K02967	0.0
K03438	0.0
K07126	0.0
K10679	0.0
K09015	0.0
K01667	0.0
K03569	0.0
K01176	0.0
K03205	0.0
K01265	0.0
K01921	0.0
K03169	0.0
K01870	0.0
K01873	0.0
K01462	0.0
K00764	0.0
K00817	0.0
K00818	0.0
K01703	0.0
K07192	0.0
K02008	0.0
K00128	0.0
K08301	0.0
K00645	0.0
K07056	0.0
K02283	0.0
K00566	12.0
K00567	1.0
K00241	0.0
K06940	0.0
K01491	0.0
K00013	0.0
K03648	0.0
K14155	0.0
K03150	0.0
K03098	0.0
K00962	0.0
K03701	0.0
K03553	0.0
K03555	0.0
K06911	0.0
K03629	0.0
K00839	0.0
K07263	0.0
K03310	0.0
K01847	0.0
K03495	0.0
K05592	0.0
K11085	0.0
K00161	0.0
K02945	0.0
K01787	0.0
K00611	0.0
K03657	0.0
K03818	0.0
K03654	0.0
K02077	0.0
K09825	0.0
