KO_code	Transcripts
K03637	7.0
K17686	4.0
K03147	2.0
K03630	40.0
K00180	219.0
K02408	38.0
K03149	0.0
K03148	0.0
K03639	10.0
K02315	35.0
K02314	45.0
K10112	9.0
K06166	0.0
K06167	8.0
K02313	28.0
K06165	0.0
K06283	26.0
K03631	9.0
K06168	8.0
K00053	5.0
K06287	48.0
K08483	66.0
K00260	500.0
K00266	134.0
K02341	11.0
K05845	16.0
K05847	13.0
K04083	9.0
K02016	4.0
K00971	10.0
K03438	4.0
K02400	37.0
K01992	55.0
K01843	20.0
K01990	102.0
K11755	4.0
K04749	10.0
K01515	30.0
K01104	18.0
K11753	17.0
K00981	17.0
K05592	42.0
K00868	6.0
K02010	12.0
K00680	3.0
K01681	1.0
K00865	1.0
K00864	6.0
K01297	6.0
K02871	165.0
K00248	437.0
K01193	1.0
K02358	518.0
K05601	9.0
K06163	0.0
K03437	3.0
K01198	3.0
K14540	10.0
K14231	36.0
K11072	2.0
K00215	59.0
K01465	27.0
K01035	27.0
K01034	29.0
K04517	1.0
K01740	4.0
K06164	0.0
K02030	12.0
K02031	6.0
K01749	13.0
K02033	212.0
K02034	198.0
K02035	415.0
K02036	1.0
K02037	0.0
K01585	2.0
K16962	29.0
K16961	39.0
K01586	11.0
K07095	33.0
K00604	13.0
K00606	3.0
K00609	6.0
K07098	10.0
K01420	18.0
K00919	12.0
K01588	9.0
K01424	23.0
K01425	20.0
K07560	15.0
K07567	247.0
K07568	9.0
K13652	2.0
K13653	60.0
K03798	89.0
K11198	2.0
K14534	197.0
K07391	2.0
K03660	6.0
K07646	7.0
K03594	23.0
K03595	40.0
K03596	22.0
K01042	0.0
K03458	11.0
K03592	11.0
K02518	84.0
K03311	510.0
K02108	41.0
K03980	8.0
K01736	2.0
K01929	17.0
K01735	2.0
K01733	3.0
K01639	3.0
K01923	52.0
K01921	30.0
K03665	42.0
K01633	15.0
K01926	67.0
K01738	11.0
K01924	54.0
K07024	31.0
K07025	8.0
K07027	9.0
K03856	3.0
K00043	167.0
K00042	0.0
K03522	849.0
K07029	28.0
K07124	4.0
K03521	465.0
K02422	70.0
K03523	0.0
K02420	43.0
K03525	24.0
K06941	5.0
K03527	14.0
K06411	174.0
K03529	15.0
K03711	60.0
K06949	9.0
K07141	3.0
K00925	95.0
K02499	38.0
K03671	267.0
K02881	167.0
K09775	10.0
K07461	0.0
K09761	12.0
K00634	140.0
K01814	3.0
K05808	63.0
K01811	17.0
K01810	45.0
K06042	8.0
K02355	303.0
K02357	88.0
K02356	87.0
K13275	7.0
K00134	127.0
K00133	38.0
K04042	48.0
K00131	3.0
K01956	9.0
K02799	2.0
K01955	15.0
K01952	30.0
K01953	8.0
K01951	44.0
K03299	1.0
K00783	8.0
K00784	2.0
K07736	24.0
K07737	2.0
K00788	1.0
K00789	38.0
K03296	12.0
K00030	1.0
K03294	12.0
K03073	99.0
K02956	258.0
K03070	59.0
K01259	25.0
K01258	37.0
K03075	30.0
K03696	39.0
K01255	7.0
K03716	7.0
K02012	20.0
K07321	73.0
K03177	36.0
K06442	7.0
K05896	12.0
K05895	10.0
K01870	68.0
K03076	170.0
K06131	24.0
K01873	49.0
K07079	10.0
K00554	9.0
K01872	25.0
K01687	8.0
K12574	64.0
K00949	16.0
K00558	10.0
K12573	14.0
K01838	5.0
K01012	0.0
K01179	2.0
K01876	34.0
K07217	8.0
K01879	44.0
K00812	299.0
K03719	66.0
K00817	1.0
K00951	11.0
K00950	17.0
K00954	10.0
K07219	11.0
K00128	1.0
K08301	15.0
K08302	51.0
K08303	12.0
K03486	17.0
