C04652	K03269
C00131	K00940
C03063	K05921
K00631	C00681
K01058	C06427
C00877	K01782
K00769	C00144
C19845	K00652
K07406	C05402
C00250	K00868
C05764	K09458
K00760	C00147
C00002	K00527
C00214	K00857
K11754	C09332
C00222	K09019
C00263	K12524
C06612	K00121
K00892	C00387
C04171	K00216
C00718	K00703
C19673	K09458
C00197	K00865
K14260	C00022
C00226	K04072
K03272	C07838
K00799	C14861
C01721	K00879
K01813	C00861
K14170	C00251
C00791	K01485
C00103	K00975
K01754	C00065
C00123	K00826
C14859	K00799
K01434	C02954
K01835	C00117
K09458	C16219
C05892	K01929
C00232	K00823
K01825	C16388
C00363	K00940
C07086	K01912
K01495	C05923
K01825	C05272
C05756	K00059
C04631	K00790
C00025	K14682
K05878	C00111
K00940	C01345
K05851	C00942
C00299	K00757
C01144	K01825
C00877	K01825
K01784	C00029
K07406	C00159
K01058	C01595
K01061	C12835
K01928	C04877
C14851	K00799
C00314	K00275
K00761	C00106
K11751	C00330
K01085	C00103
C00244	K00373
K01808	C18096
C12834	K01061
K00962	C00112
K01825	C05275
C02741	K11755
C05261	K01782
K02509	C06201
K01720	C04225
C00040	K00631
C06055	K00097
K08281	C00253
K00674	C04462
C04494	K01524
K02344	C00039
K00059	C05753
K03637	C18239
K01782	C11947
C00088	K00371
K00857	C04242
C00082	K00817
C03090	K01945
C00231	K00615
K01835	C00668
K01515	C00117
C00025	K09470
K01778	C00680
K00768	C04778
C14145	K00074
K01512	C00180
C00257	K00090
K05396	C00022
C07649	K00757
K00658	C00091
K15633	C00197
C00055	K08723
C06427	K01058
K00926	C00169
C00074	K01595
K01613	C00350
K01921	C00993
C02504	K01649
C19879	K03273
C00024	K01649
C00112	K00945
C00135	K01892
K01252	C04171
K00760	C16619
C00043	K04042
C13309	K03183
K00945	C00055
C05898	K05365
C06613	K13954
C16374	K01825
C00064	K01425
K00658	C06157
C00861	K00848
C00430	K01845
K00121	C07490
C00508	K00853
K01058	C05212
C00144	K00942
K02337	C00039
C00058	K00656
K01638	C00048
K16850	C00204
C00049	K00928
C16348	K04072
K00878	C04327
C01132	K02747
K00759	C00144
K01665	C11355
K00760	C00655
C00183	K14260
K00864	C00093
K01782	C05272
K11751	C00214
K00799	C14805
K01066	C00156
K09903	C00015
C00084	K04072
C00033	K00925
K06445	C05270
K11473	C00048
C00208	K02791
C05276	K06445
K00962	C00008
K01825	C05262
C00133	K01921
K01912	C00582
C11437	K03474
K01782	C05668
C00461	K13381
C01185	K11751
C01419	K07751
C01213	K01847
C01267	K00817
C00024	K00656
K16850	C00817
K14260	C00041
K00799	C14874
K08723	C00330
C13629	K00517
K01825	C16469
C00158	K01682
K01825	C05668
K00790	C00043
C13624	K00517
K01176	C00721
K07406	C00031
K11755	C04896
C00158	K01647
C00118	K01803
K01881	C02702
K00517	C02814
K02800	C00644
K03635	C05924
C20423	K06163
K11645	C00577
C06397	K03274
C01300	K00796
K02548	C13309
K00247	C00122
C00243	K12111
K00817	C01267
C05796	K01190
K08723	C00881
K13788	C00227
C00217	K01425
K13954	C05577
C16200	K00517
K01613	C02737
C00047	K04568
C00005	K00383
C00286	K01129
K00859	C00010
K06163	C20440
K01681	C00158
K02527	C06024
C00222	K00823
C00286	K02335
K06445	C01832
K02372	C04246
K01803	C00111
C00877	K06445
K00823	C00232
K01119	C06193
C05775	K02233
K01647	C00024
C06613	K04072
C05746	K00059
C03539	K07173
C05212	K01058
K12111	C00124
K00806	C04574
C00022	K01652
C01346	K00940
K14260	C00183
K01805	C00310
K01438	C00327
C06813	K00517
K02340	C00039
C05356	K00432
C05382	K00615
K00526	C01346
K01867	C03512
K04765	C00103
C00235	K00795
K12524	C00263
K03270	C04478
K01058	C00157
C02265	K00285
C04635	K01058
C00031	K02779
C00011	K01595
K00800	C01269
C14852	K00799
K00817	C00166
C00441	K12524
C00149	K01679
K00848	C01131
C00062	K01887
C16469	K01782
C11472	K03272
K01112	C00095
C00093	K00631
K00526	C00361
C00062	K01585
C00024	K01638
C03546	K01092
K00823	C00222
K02858	C15556
C00149	K00024
K08289	C00234
K00097	C11638
C00794	K02783
C00093	K00113
K00865	C00197
K00867	C01134
C04652	K02536
C15556	K00794
K01226	C00092
C04919	K02527
C00169	K00926
K12525	C00441
K01187	C00267
C00104	K00940
C04376	K01952
C00091	K00658
K01924	C01050
C01613	K07406
C03063	K02509
C00748	K02302
C00031	K00117
C00085	K00820
C00275	K01840
C02962	K01808
C00234	K00604
C12621	K05712
C00360	K11751
C00286	K02340
K00820	C00352
C01161	K00455
K00762	C00119
C05266	K01782
K00851	C00345
K00795	C00235
K06445	C02593
C00219	K01058
K01485	C02565
K00700	C00718
K03787	C00387
C00559	K01488
K00137	C00334
C15812	K03151
K02523	C04146
C05280	K01825
C05898	K03587
K01835	C00092
K00373	C00088
K00759	C00020
K02770	C01094
K02822	C16186
C00148	K01881
K00059	C05744
C02350	K01466
C01112	K01627
K02536	C04652
C00330	K08723
C00040	K00655
C04633	K00059
C13631	K00517
K11645	C00279
C00127	K00383
C00117	K00615
C04225	K01682
C00109	K00656
C05576	K00121
C00819	K01425
K01007	C00074
C05749	K09458
C00029	K01784
C04824	K00748
C00094	K00380
C04462	K00674
C00159	K02795
C00979	K00640
K04042	C00043
C16348	K13954
K00848	C06441
K01805	C00095
K01495	C05922
K00059	C05757
K01825	C05273
C00407	K01870
C02354	K01119
C05668	K01782
K01512	C00033
C00283	K00380
K00121	C00084
K00275	C00250
C15973	K00658
K01782	C16471
K02231	C06509
K01082	C00224
C18309	K01061
C00469	K13954
C02909	K04072
C00039	K02340
K00864	C00116
C09880	K00517
K02568	C00244
C01185	K08723
C00082	K03149
K01608	C01146
C00025	K00265
K00975	C00498
C04593	K03417
C00147	K00760
C03267	K01112
K01782	C16469
K00868	C00018
C02380	K00760
C06010	K01652
K04072	C00071
C02909	K00121
C05729	K01256
C01801	K00852
K01845	C03741
K00945	C00105
K08723	C01762
C11434	K00099
C14089	K00121
C04442	K00874
K00880	C14899
K00795	C00129
K01775	C00133
C00199	K00853
K01058	C05974
K16328	C01168
K00759	C04051
C14220	K00517
C02067	K16328
C00671	K00826
C06022	K02536
C00448	K00806
C00361	K00942
K00517	C00090
K01066	C02222
K00879	C01099
C05269	K01825
C00015	K00940
K12111	C00267
C03175	K00891
K00117	C00198
K01652	C00068
K00965	C00052
C00144	K00892
K02372	C05754
C01131	K01629
C00283	K12339
K11751	C00212
C06612	K04072
C05745	K09458
C00014	K04016
K00940	C00460
K07751	C00037
C06156	K04042
C05757	K02372
K06445	C05276
C02593	K06445
C00044	K04765
K11751	C00362
C00100	K01895
K01782	C04405
C00270	K01639
K02510	C00232
C05729	K07751
C00049	K01914
K01194	C00031
C00148	K13821
C02355	K01119
C00064	K00820
K01782	C05273
C06510	K02233
K00655	C00416
K00121	C00071
C00002	K04765
K00799	C14806
C16391	K10678
K01667	C00463
C20396	K05780
C00155	K00549
K01089	C01267
C00931	K01749
C05998	K01825
C01101	K03077
K00548	C00073
C04281	K13821
C00680	K01928
C00072	K02822
C00469	K00121
K09458	C05750
C00256	K03777
C01099	K01628
C01170	K01791
K01825	C11947
K01256	C00037
K00373	C00244
C07645	K00121
K00891	C03175
K00517	C13624
C00350	K01613
K00090	C06473
K00615	C12215
K00757	C00106
K12339	C00097
K01755	C00062
C00025	K01776
C00105	K04765
K09458	C05759
K13821	C00148
K03181	C00156
C00362	K03787
C00041	K01872
K00940	C00008
C00093	K00864
K02821	C16186
C00631	K01834
C00817	K16850
C00250	K00275
C01144	K01782
K00121	C16587
C00279	K03472
K00797	C00315
K01599	C03263
K01886	C02282
C16468	K01782
C00100	K13788
K00656	C00022
C00514	K01686
C12448	K01066
K01058	C04317
K11473	C00027
K13954	C05576
K00797	C01137
K03274	C06398
K01007	C00022
K01782	C05263
K01042	C06482
K00121	C01031
C05258	K01782
C00074	K01007
K01825	C03221
K02527	C06025
K01825	C06002
C11946	K01825
K00615	C00118
K11751	C05841
C00051	K01460
K00074	C02232
K02446	C05345
C11638	K00097
K09470	C15699
C07086	K00146
C01235	K07406
K01595	C00036
K00276	C05665
K00517	C13634
K00526	C00705
K00059	C05762
C01013	K16066
K00656	C00024
C04121	K00979
K07127	C12248
K00995	C03892
C11821	K07127
C03460	K01825
C04633	K02372
K01652	C00900
K01525	C00008
K01638	C00149
K05365	C04574
K01714	C20258
C00049	K12525
C00750	K00797
K02747	C06376
K01754	C00109
C00106	K01485
K01008	C05172
K01011	C00022
K01232	C00092
C00197	K00058
K02231	C06510
C04916	K02500
K06153	C00009
C00407	K00826
C05576	K04072
C00286	K02343
C16614	K00760
C05577	K00121
C00255	K11753
K11755	C02741
C01137	K00797
K00826	C00183
C05378	K02446
K09473	C00334
K00362	C00088
K00285	C00166
C00141	K14260
C00198	K00117
C18242	K01061
C00020	K01241
C11946	K01782
K00945	C00112
K02796	C00275
K02794	C00275
K03527	C00129
C01187	K00979
C06148	K01495
K00527	C00458
K01627	C01112
C01094	K00882
C03741	K01845
C04079	K00867
K02302	C02463
C00053	K01082
K10011	C16155
K00962	C00035
C16468	K01825
C00039	K02344
K01825	C16375
K01058	C04756
K02753	C06187
K01066	C00530
C01260	K01525
C05260	K01825
K00788	C01081
C05576	K13954
C00093	K00057
K00059	C20373
C00119	K00762
K01190	C00124
K00761	C00105
K00275	C00647
K08723	C00299
K03077	C00231
C00188	K00060
