KO_code	Transcripts
K10213	138.0
K01119	0.0
K02520	8038.0
K03304	217.0
K07270	147.0
K10112	30.0
K03229	24.0
K00661	271.0
K03222	18.0
K00873	773.0
K03226	52.0
K03225	15.0
K00262	310.0
K06201	357.0
K03785	231.0
K04773	210.0
K02950	0.0
K03788	206.0
K02552	243.0
K09808	238.0
K07660	443.0
K08680	357.0
K01756	326.0
K01096	295.0
K00986	172.0
K06970	225.0
K01696	0.0
K02000	91.0
K02774	176.0
K05245	208.0
K08173	172.0
K01191	47.0
K01194	125.0
K00299	105.0
K09710	0.0
K06074	241.0
K13922	152.0
K03839	0.0
K16139	75.0
K09955	89.0
K03543	149.0
K09797	0.0
K03424	0.0
K00341	670.0
K08990	239.0
K00852	235.0
K00600	0.0
K00605	0.0
K01626	68.0
K11200	114.0
K16089	489.0
K07567	0.0
K00528	0.0
K13650	160.0
K02437	0.0
K07390	789.0
K07012	117.0
K07644	179.0
K06915	71.0
K07017	243.0
K01533	0.0
K03215	0.0
K13891	184.0
K13893	225.0
K03451	92.0
K08997	157.0
K12266	124.0
K06158	418.0
K07592	3472.0
K00075	0.0
K03501	0.0
K00266	0.0
K07026	235.0
K10124	155.0
K03314	228.0
K16090	123.0
K05539	268.0
K00697	255.0
K03521	156.0
K03326	319.0
K14051	313.0
K09975	162.0
K03320	0.0
K00432	290.0
K01138	351.0
K03281	0.0
K03282	0.0
K03328	0.0
K10558	133.0
K07591	114.0
K02560	273.0
K12373	0.0
K01241	170.0
K09760	0.0
K01649	0.0
K16140	117.0
K06447	150.0
K12543	235.0
K14064	613.0
K08322	80.0
K15580	479.0
K03517	0.0
K08289	357.0
K02847	141.0
K01147	273.0
K02474	0.0
K03578	183.0
K02760	58.0
K02761	115.0
K01256	427.0
K02575	181.0
K00940	180.0
K04033	331.0
K06887	35.0
K03340	0.0
K09918	1021.0
K07045	30.0
K07285	360.0
K15772	22.0
K12990	0.0
K07821	79.0
K11534	208.0
K09015	265.0
K16210	138.0
K02469	0.0
K06871	103.0
K11249	231.0
K00895	0.0
K01223	132.0
K00763	0.0
K09748	0.0
K04025	583.0
K13069	63.0
K07214	217.0
K07118	0.0
K09909	187.0
K01695	181.0
K02609	72.0
K01784	98.0
K07052	51.0
K06188	451.0
K06223	172.0
K02600	0.0
K12985	204.0
K03800	0.0
K13695	894.0
K06918	231.0
K03701	0.0
K01679	299.0
K07263	93.0
K05984	213.0
K00059	0.0
K07456	0.0
K11939	200.0
K11938	2301.0
K15771	23.0
K00673	129.0
K07749	0.0
K03969	562.0
K02775	195.0
K07690	339.0
K02773	98.0
K10537	1620.0
K03658	0.0
