PCA1	PCA2	cluster	contig
-0.750666601	-2.10293775	7	1603
11.9517888	3.85732774	9	1604
-4.3458267	-0.715882753	13	1605
2.03132205	-2.91589699	0	1606
-0.812340268	-1.06144598	7	1607
2.39973905	-2.55297788	0	1608
4.35807253	-1.58169512	0	1609
-5.61902092	-0.409930774	1	1610
-5.36159426	1.18686333	6	1611
-0.799392808	-1.11805405	7	1612
5.48517052	1.74805672	9	1613
1.96673392	-2.74050265	0	1614
3.50678306	-1.98643909	0	1615
5.65721723	1.87573227	9	1616
3.00665249	-2.10729407	0	1617
9.84341501	3.4789552	9	1618
6.50455118	2.51326649	9	1619
3.14928694	-2.99483869	0	1620
5.95454504	-2.56632991	0	1621
-12.0199634	2.95688363	6	1622
9.47732409	2.53679699	9	1623
4.85149436	-2.79195643	0	1624
-3.4782335	-1.2043859	13	1625
-10.9043559	3.3212809	1	1626
-2.41813433	-1.76952425	7	1627
6.19580571	-1.66017361	0	1628
-1.53679431	-2.19936295	13	1629
-8.45901086	1.14647524	10	1630
7.44565462	2.578771	9	1631
3.77642122	-1.72443827	0	1632
-4.15095626	-1.59463628	13	1633
-2.80381917	-2.24784327	7	1634
-3.15734389	-2.11829944	7	1635
6.85020329	2.64214874	9	1636
-1.56876197	-2.61830219	7	1637
-2.74270253	-2.566232	7	1638
-2.43689872	-1.91430032	7	1639
-5.19472075	0.218299975	13	1640
-9.23456012	2.50774487	6	1641
2.51181249	-3.25833928	0	1642
7.81573398	3.68850541	9	1643
7.16492014	2.807206	3	1644
-6.68052547	0.653680858	10	1645
-2.09463757	1.04305965	6	1646
5.82902954	-2.59094979	0	1647
-7.33770634	1.0511809	10	1648
-2.94018135	-2.35555141	7	1649
12.0379747	3.80669571	9	1650
-10.2141916	1.75915983	6	1651
13.2131691	4.32375867	9	1652
-7.31001772	1.00611295	10	1653
3.98981949	-2.36772507	0	1654
1.93178081	-3.68386573	0	1655
4.88753449	-2.13809135	0	1656
4.17728079	-3.00499515	0	1657
1.80813138	1.58688247	9	1658
4.18519393	-3.00159846	0	1659
-4.69110952	2.90906468	6	1660
5.71988518	-3.18217877	0	1661
-5.98154503	1.3883281	10	1662
9.00939808	2.44687359	9	1663
-1.81804974	-2.01550285	7	1664
-7.61351464	0.905706842	1	1665
-0.643525856	-2.35263599	7	1666
7.09094564	2.41253398	9	1667
-7.20221976	0.00545371502	1	1668
-9.79426708	2.95236076	1	1669
9.9693374	2.70108092	9	1670
-4.73502165	1.32655156	6	1671
-8.77948542	2.04334427	6	1672
-7.32556027	0.750747641	1	1673
10.1459343	3.1471999	9	1674
5.26716988	-1.88851418	0	1675
6.65521089	-1.34818345	0	1676
-2.01261252	-2.43014614	7	1677
-3.61747007	0.120502583	6	1678
-2.53418308	-2.23829406	7	1679
2.41997516	-2.46550476	0	1680
9.36968673	2.88724106	9	1681
8.48235849	3.90993227	9	1682
-2.41912111	-0.771077635	13	1683
-4.07708132	1.21743731	6	1684
8.01350091	2.67532435	9	1685
-3.86036683	-1.56224871	7	1686
-9.863099	2.75508479	1	1687
-1.17178399	0.445997118	12	1688
5.96507142	-1.62191266	0	1689
-8.98704859	2.03358518	6	1690
5.85186027	-2.74840392	0	1691
6.16024923	2.39277878	9	1692
-10.4616846	4.16124453	1	1693
-0.175588743	-2.39565076	7	1694
14.3408161	3.27379235	9	1695
13.6280329	3.3867358	9	1696
-1.25136815	-1.76133501	7	1697
9.92192215	2.93444972	9	1698
-3.55354118	0.631222489	6	1699
12.5945313	3.92638198	9	1700
11.5272719	2.92773049	9	1701
-3.3197367	-0.386052328	13	1702
-3.6562264	-1.2448981	13	1703
-4.02810832	-2.11423117	7	1704
-8.97797439	2.7769131	6	1705
-9.78848699	3.08232266	6	1706
4.97234563	-2.85168799	0	1707
8.78994248	2.33794335	9	1708
-3.53502468	-0.776471582	1	1709
-1.32791532	-0.977271972	7	1710
2.80731706	-2.54852855	0	1711
-10.0631593	2.16522886	6	1712
5.18325137	-2.39510709	0	1713
4.92238772	-0.598739093	0	1714
-1.83628589	-0.955914614	7	1715
5.80371657	-1.52637788	0	1716
10.3199971	3.26378382	9	1717
-11.8764551	3.9205551	1	1718
9.66302449	3.41178535	9	1719
9.97102348	3.53625067	9	1720
5.33451665	1.76394994	9	1721
-2.26580339	-2.20900376	7	1722
-5.65728817	-0.869771079	13	1723
-2.4888029	-1.86622915	7	1724
-3.49567612	-1.59501419	13	1725
2.48487415	1.30078044	9	1726
-3.69862712	-2.52435764	0	1727
7.39842613	2.51337983	9	1728
-4.38058728	0.567186191	6	1729
-2.57564188	-1.93280191	7	1730
1.68618983	-3.16467859	0	1731
4.15585787	-1.04570211	0	1732
10.9065822	3.22362088	9	1733
9.02618179	2.9472026	9	1734
4.49202671	-1.93682785	0	1735
4.04954055	-2.8161828	0	1736
-8.85368384	3.09759095	6	1737
-9.19374106	2.24179036	1	1738
-2.2523662	-2.57233313	7	1739
-4.17891591	-1.73822689	7	1740
-10.9494236	3.46647228	1	1741
6.19535628	-2.33560042	0	1742
4.75511405	-2.6364961	0	1743
5.2649246	2.09241358	9	1744
7.82710796	3.71416668	9	1745
11.5984761	3.67858902	9	1746
-1.38557293	-2.13667084	7	1747
-8.16079482	0.742782209	10	1748
-4.65082756	0.557939082	6	1749
-7.28778201	1.50151078	6	1750
-8.68097984	2.04096783	10	1751
3.37598253	-2.20469222	0	1752
0.669109484	-2.02530786	0	1753
-8.01199882	0.346979522	1	1754
5.13816083	-1.70454549	0	1755
-9.99111943	1.5618829	10	1756
-8.72257939	1.28431085	10	1757
-7.50341493	0.699722523	10	1758
6.62182038	1.75048958	9	1759
2.54241896	1.10173165	9	1760
-7.57351887	1.14719877	10	1761
-3.03463025	-2.17477798	7	1762
1.66772338	-2.20739936	0	1763
-5.10812423	0.192886296	1	1764
-0.826233831	-1.84326079	7	1765
-8.81475408	1.42309985	10	1766
-0.864866046	-2.50219821	7	1767
2.83050013	1.35303976	9	1768
1.67910777	-1.84556464	0	1769
6.3769959	2.94852204	9	1770
-0.0147184773	-2.99776298	0	1771
9.0026285	2.74124107	9	1772
8.04865999	3.07621492	9	1773
6.76451014	3.41013977	9	1774
9.38057942	3.23780929	9	1775
-1.34100539	-1.131942	13	1776
5.37294995	-1.38523439	0	1777
-7.2798177	1.7381863	6	1778
9.72743271	2.42043037	9	1779
-3.32565673	-1.24492577	13	1780
4.64880683	-2.00296841	0	1781
-10.645642	4.66595205	1	1782
5.39895264	-2.13771256	0	1783
-7.96734526	1.2785589	6	1784
0.0627085508	-2.14150504	7	1785
-2.60535867	-2.72442394	7	1786
-9.06877235	1.86154895	10	1787
-6.93021492	0.873137561	10	1788
10.394942	3.18170303	9	1789
4.97952238	-2.61012794	0	1790
6.73025404	-2.00456744	0	1791
-3.87306116	-1.09896303	13	1792
5.30957212	2.00192956	9	1793
-2.53737104	-1.96962212	7	1794
-7.54882872	1.00300893	10	1795
-7.87214154	-0.261989121	1	1796
0.0619203097	-1.739773	7	1797
-1.33789357	-1.87751952	7	1798
5.66115587	-2.64428113	0	1799
9.85123975	2.16935772	9	1800
-5.13335126	-0.746432711	1	1801
5.76277733	-2.31417021	0	1802
4.2025972	-2.10726002	0	1803
-8.46184345	1.42891672	10	1804
6.75526763	2.33569446	9	1805
7.59473582	3.21357949	9	1806
5.66455772	-2.16593358	0	1807
6.10495373	-2.51703652	0	1808
9.50778804	2.92128125	9	1809
-7.75613515	1.29323959	10	1810
-6.89972169	1.10660456	10	1811
-7.00512131	0.709599159	10	1812
-11.558454	3.29314293	6	1813
-7.04224819	1.40772112	10	1814
5.5582172	-2.19278269	0	1815
4.69679846	-2.5686219	0	1816
5.73384831	-1.80046969	0	1817
-1.92309907	-2.28729188	7	1818
3.29803427	-2.5189106	0	1819
5.98458184	-3.52745989	0	1820
-6.24652658	-1.59418544	7	1821
-2.01871119	-2.32982921	7	1822
9.5463656	3.56466379	9	1823
-7.17069883	1.02006959	10	1824
-2.85071827	-2.99784853	7	1825
-2.66659683	-2.45901922	7	1826
-2.9030656	-2.54525659	7	1827
-10.6859186	2.67630232	1	1828
-9.31984312	2.00800384	6	1829
-4.61946805	-1.14695778	13	1830
3.94583789	-2.97298677	0	1831
-1.12468599	-1.7306313	7	1832
-8.21168823	1.62179608	10	1833
8.76821135	2.37976713	9	1834
-2.96295763	-1.88885614	7	1835
-1.1339161	-2.04819783	7	1836
8.03242606	3.07350596	9	1837
2.93098233	-2.20614187	0	1838
4.15223374	1.22530837	9	1839
-6.3665272	0.642483519	6	1840
5.81581392	-2.44747315	0	1841
9.97363495	2.30597499	9	1842
4.86991513	-1.66073135	0	1843
-2.49246675	2.55735799	2	1844
3.99642517	-2.62499495	0	1845
-9.83849211	2.30509888	10	1846
-0.998461147	-2.34970129	7	1847
-1.49282815	-1.81200179	7	1848
0.571189761	-2.32819262	7	1849
-8.32939163	0.000179469792	1	1850
-2.17593935	-2.2770562	7	1851
3.31846569	-3.44324787	0	1852
3.13649369	-2.84654579	0	1853
-8.30082357	0.781362511	10	1854
-7.77678465	-0.946364374	13	1855
10.3515622	2.86548499	9	1856
4.82058539	-1.60301653	0	1857
-3.92021684	-1.59710727	13	1858
-0.520269418	-2.65937366	7	1859
-6.04932991	0.705736085	10	1860
-10.3391928	2.86465924	1	1861
-9.71815333	1.97484953	6	1862
5.6582286	-2.19243421	0	1863
8.60090848	1.84942813	9	1864
7.69779852	2.11674851	9	1865
7.0687144	2.21723087	9	1866
-0.494895585	-2.48761522	0	1867
-5.40808174	-0.0745517355	13	1868
4.81750654	-1.35205707	0	1869
8.2182302	3.49896844	9	1870
2.65421382	-2.64916828	0	1871
6.00918422	2.33305046	9	1872
5.94694577	2.95456802	9	1873
-6.54820714	1.15749134	6	1874
4.76910864	-2.19365089	0	1875
-9.90582307	2.78078753	6	1876
5.70630494	-2.35319234	0	1877
7.88153308	3.62748992	9	1878
-7.88745198	0.860170663	10	1879
5.08903157	-1.56737431	0	1880
-0.107254377	-2.35491323	7	1881
-5.70808324	-0.780718907	13	1882
-1.18605559	-2.18819292	7	1883
-6.60188869	0.541491192	6	1884
5.91757142	-3.13069396	0	1885
3.91357365	-1.88842327	0	1886
-11.8732708	4.06428132	6	1887
9.3245051	2.96463797	9	1888
9.81333678	3.82518929	9	1889
3.42127407	-1.89005932	0	1890
-1.05749402	-1.78044059	7	1891
-7.02702746	0.73835389	10	1892
2.75114159	-1.43382632	0	1893
-7.99978776	2.46496771	6	1894
3.3647659	-2.00481299	0	1895
-3.03987008	0.0850640605	6	1896
-0.0826926399	-1.65387688	7	1897
4.38880891	-1.75704069	0	1898
-5.12378107	-2.09417258	7	1899
6.20845444	2.24576297	9	1900
-4.51137926	-1.58381714	7	1901
-4.49765093	-2.21950402	1	1902
4.40848878	-2.45244896	0	1903
3.64906206	-2.93365962	0	1904
7.00326881	3.05764493	9	1905
-6.21352544	0.0978792233	13	1906
5.34307802	-3.12247359	0	1907
11.9141421	3.40088205	9	1908
5.48921226	-2.90940615	0	1909
0.385572232	-2.77348658	7	1910
1.49729694	-2.45895754	0	1911
1.95741716	-3.01048227	0	1912
6.58352643	-1.64499135	0	1913
-6.77251659	0.919501015	10	1914
12.7595556	4.21324723	9	1915
5.40586998	1.84128701	9	1916
-3.71314401	-2.14358849	7	1917
4.96527324	-0.990158569	0	1918
-2.26214195	-1.66399609	7	1919
-7.42543158	1.02427601	10	1920
-1.78994001	-2.56356363	7	1921
-8.838931	1.45495569	6	1922
-1.82000336	-2.33172944	13	1923
-2.6325979	-2.23008025	7	1924
-2.08479445	-2.46974372	7	1925
-0.569544158	-2.51374341	7	1926
5.61527729	-2.95307108	0	1927
4.0180577	-2.58696429	0	1928
7.28850323	2.9383303	9	1929
-3.15069595	-1.97544977	7	1930
-11.6602094	2.80486669	1	1931
4.10403515	-2.32589493	0	1932
-9.47187813	2.53446951	6	1933
-2.43070573	-2.18543383	7	1934
-3.76800308	1.15469068	6	1935
-2.58963911	-0.567036097	6	1936
-2.73627995	-1.61834059	7	1937
-5.73701131	-1.47649284	7	1938
-0.447403657	-2.26273143	7	1939
9.4019546	2.93721725	9	1940
-12.2128169	3.03063503	1	1941
7.7940067	-2.21737896	0	1942
-5.88316358	-0.885217704	13	1943
-1.35406412	-2.41657882	7	1944
-5.4057743	-1.29664806	13	1945
-2.01410371	-1.52917644	7	1946
-4.33495087	0.702217255	6	1947
2.91672139	-2.15221865	0	1948
-3.2104766	-1.29235498	7	1949
1.83298789	-2.28050307	0	1950
6.00617493	2.55597215	9	1951
-1.13133201	-2.3187362	7	1952
-6.15676427	1.06635441	10	1953
2.70374838	-1.37369632	0	1954
9.84673147	2.73077336	9	1955
6.74834138	2.01178098	9	1956
-6.40934787	2.22257008	14	1957
2.73920572	-2.12338769	0	1958
-8.70932761	1.23101448	10	1959
-12.60031	4.12376749	1	1960
8.03344411	3.95822024	9	1961
2.61787266	2.07983404	9	1962
6.27235413	-2.2049743	0	1963
-1.62679308	-1.3392656	7	1964
-0.978731989	-2.54355867	7	1965
-3.22584565	0.999119005	6	1966
2.47134636	-2.57838109	0	1967
8.52540442	2.54960212	9	1968
-0.661428416	-2.33692501	7	1969
-8.21132765	1.12418351	10	1970
-3.08258337	-1.41596108	7	1971
-7.20275374	0.787661725	1	1972
8.46345553	2.39880407	9	1973
5.96360128	2.7217479	9	1974
11.8271302	3.91363793	9	1975
-2.30033975	-1.87533614	7	1976
9.82087965	3.14315317	9	1977
7.72315801	3.56341728	9	1978
4.37650097	-2.25215266	0	1979
8.78966325	2.86896657	9	1980
-5.80646992	0.549730831	1	1981
-3.20418749	-1.92495986	7	1982
0.463852097	-2.08600729	0	1983
10.202882	3.28912345	9	1984
5.22982779	-2.63500146	0	1985
4.08294076	2.50038706	9	1986
-8.65517005	2.21890327	6	1987
4.97744907	-2.67405261	0	1988
-7.40507406	1.3549068	10	1989
-1.62691779	-1.98955607	7	1990
-8.87428874	2.01172367	10	1991
3.06032583	0.484997069	9	1992
-1.56342911	-2.3587407	7	1993
-0.0726922912	-2.14246507	0	1994
3.25969922	-3.11929353	0	1995
-7.4501133	1.20942109	10	1996
2.6681853	-1.78154417	0	1997
11.0366335	3.12325917	9	1998
-5.73338482	-0.930560183	13	1999
-10.3926381	2.07315444	1	2000
11.0233581	3.03994445	9	2001
-9.14530754	3.02129006	6	2002
5.07919513	-2.41906295	0	2003
1.88767656	-1.37652221	0	2004
-4.20902696	-1.82826956	7	2005
-6.10302445	1.06082373	6	2006
6.19536332	-2.41444628	0	2007
-4.54467246	-0.959178097	1	2008
-2.81996408	-0.0667534195	6	2009
-4.33835795	-2.00848028	7	2010
11.4366405	3.29110091	9	2011
3.11122709	-1.62360831	0	2012
-7.81892431	1.12633062	6	2013
4.4067901	-2.19686557	0	2014
-1.29511958	-2.39217777	7	2015
-6.99587618	-0.537257301	1	2016
10.3648575	3.37277906	9	2017
-8.51943649	-0.233927647	1	2018
-10.6485455	2.59752293	1	2019
-4.33051186	-0.420964866	13	2020
-2.62415539	-1.86420029	7	2021
-3.30311706	-2.37427122	7	2022
2.54110943	-3.04651911	0	2023
-2.92240008	-1.84103982	0	2024
12.0517023	3.22268846	9	2025
11.4171764	3.19186298	9	2026
-7.57517793	1.3610556	10	2027
-11.1286972	3.69964135	1	2028
6.04472057	-1.64073171	0	2029
-7.28620565	1.15517356	6	2030
9.33993228	2.76508434	9	2031
5.91688967	-2.6690699	0	2032
5.18973633	2.49738605	9	2033
0.0358029961	-1.79101147	7	2034
6.10488047	-2.19823855	0	2035
5.88037139	-2.09262583	0	2036
3.83599772	-1.39697103	0	2037
9.62932702	2.91812523	9	2038
-6.84244204	0.291451301	13	2039
-6.10942603	0.237789562	13	2040
7.04456781	-1.52567612	0	2041
4.66687029	-1.47525057	0	2042
7.86276087	2.49384959	9	2043
-5.06891309	-1.7547477	7	2044
-1.91473961	-2.11739757	7	2045
-0.31283175	-2.67101251	7	2046
9.05186116	3.03820527	9	2047
-6.03249498	-0.532290211	1	2048
-9.03683875	1.96491099	6	2049
-7.84310809	1.20583225	10	2050
-7.63306979	1.12498418	10	2051
9.98706115	3.63315839	9	2052
-10.7825661	4.47960987	1	2053
11.3879678	3.55650686	9	2054
6.14741188	-2.50506471	0	2055
-9.41688086	2.46281364	6	2056
-7.93524685	1.60188279	10	2057
7.82223871	2.80072537	9	2058
3.61756596	-2.29402034	0	2059
5.79438676	1.29061299	9	2060
8.43518262	1.8324394	9	2061
4.55235921	-2.56103953	0	2062
-5.75043139	-0.552435162	13	2063
-3.43337032	-1.82815694	13	2064
-6.10348406	1.09857196	10	2065
3.09623165	-2.32644295	0	2066
4.92645828	-0.966462486	0	2067
-10.5542557	2.92402407	6	2068
9.39946624	2.37433967	9	2069
-7.40633971	1.77828189	10	2070
-4.6823912	-1.34851906	13	2071
6.37652635	-1.24842335	0	2072
-11.0294632	3.02165929	6	2073
-6.08058294	2.22427756	6	2074
5.76559698	-1.65140856	0	2075
4.3236267	-2.45234342	0	2076
-1.4066958	-2.44856465	7	2077
5.10940478	-0.549891879	0	2078
-1.19553249	-1.9228324	7	2079
-8.90734075	1.975547	6	2080
4.44163859	-1.90274757	0	2081
-3.20945405	0.0408227384	6	2082
-6.74860121	0.836955916	10	2083
4.73918376	0.727692136	9	2084
-2.83527783	-1.73053706	7	2085
2.38486502	-3.07020566	0	2086
-8.26288844	3.31439158	6	2087
-2.53495604	-2.10929726	7	2088
6.26049973	-2.72981122	0	2089
3.99917043	-2.98923459	0	2090
4.14482965	-1.95457764	0	2091
5.38913361	-1.89911288	0	2092
-0.33551331	-1.52049413	0	2093
7.37066005	-2.92783057	0	2094
6.47698607	2.85580527	9	2095
-4.51972682	-1.3579934	13	2096
6.44723462	-1.89579993	0	2097
0.433293974	-2.06919393	7	2098
-4.83502369	-1.98618712	7	2099
4.8169393	-2.61911665	0	2100
-0.805606926	-2.09830401	7	2101
-6.49875506	-0.375407466	13	2102
-1.33208269	-2.22501747	7	2103
6.62382137	2.02449339	9	2104
2.23004277	-2.19621406	0	2105
-9.8869464	2.20733143	6	2106
-7.21152894	0.554444438	10	2107
1.48744618	-2.11913467	0	2108
5.10306881	-2.349493	0	2109
-7.57630251	1.84609053	10	2110
-2.11095489	-2.44561424	7	2111
-1.6879114	-1.01549111	13	2112
6.33589474	-2.0955761	0	2113
9.74499602	3.84952374	9	2114
-3.60145152	0.845283518	6	2115
5.30799309	-2.28321767	0	2116
2.98324181	-1.83656966	0	2117
3.06953048	-2.6361038	0	2118
6.95581609	-2.42181804	0	2119
5.62041909	-2.37847578	0	2120
-7.96336238	1.46995281	1	2121
-4.80446055	-1.59792219	1	2122
-6.15945019	1.7738269	6	2123
3.47942975	-2.35100881	0	2124
-2.27795896	-1.85555499	7	2125
5.3085351	-1.94156908	0	2126
3.98731031	-1.54489032	0	2127
6.26964133	2.76143774	9	2128
4.30000058	-1.93105882	0	2129
9.8499669	3.21955195	9	2130
3.89174478	-3.52161312	0	2131
-7.89783385	2.14986711	6	2132
-8.9040401	1.24948474	6	2133
5.40044874	-2.50953382	0	2134
4.33590861	1.7536277	9	2135
6.29165678	-1.66628125	0	2136
-1.74962616	-2.27453704	7	2137
-2.68735559	-2.2080393	13	2138
-4.11493135	-0.678531801	1	2139
7.01288892	-2.4365739	0	2140
7.88296436	2.53803684	9	2141
7.89312599	2.75573672	9	2142
-6.07827023	1.315026	6	2143
4.06351241	-2.28769862	0	2144
6.97851859	2.48601342	9	2145
10.8750025	3.85804902	9	2146
-0.777290986	-2.323171	7	2147
-1.69555166	-2.30168649	7	2148
-0.691160539	-2.40173717	7	2149
3.01960675	-2.50167581	0	2150
-1.23458602	-2.0850008	7	2151
-10.4820698	3.2308825	6	2152
-4.69552363	0.557035369	6	2153
2.96985363	-2.55309644	0	2154
10.3018621	4.21235397	9	2155
8.75676621	2.77301922	9	2156
10.649701	3.46619937	9	2157
-2.53497149	-1.852282	7	2158
10.4916391	3.0754331	9	2159
-3.97837169	-1.49637132	1	2160
-2.17032675	-2.23488367	7	2161
-9.52200982	1.03491403	1	2162
8.55688997	2.94111582	9	2163
4.94500841	-1.8295979	0	2164
8.27634135	2.7830331	9	2165
-6.34223668	0.740773801	10	2166
8.51449608	2.68104104	9	2167
-6.99590461	0.535527763	1	2168
-4.15013211	0.766768155	6	2169
5.03042215	-2.95027458	0	2170
-7.77302669	-0.0627223589	1	2171
1.60370396	-2.94405199	0	2172
-2.1167659	-2.69925792	7	2173
5.15732177	-2.20440985	0	2174
2.33632888	-1.58709665	0	2175
-8.65051491	1.54991722	1	2176
-9.60264728	3.20903716	6	2177
8.29207551	1.97133152	9	2178
5.34397834	-1.9562308	0	2179
-9.29764437	2.29421676	6	2180
-0.427708389	1.24467967	9	2181
-3.95673018	-2.61865352	7	2182
2.70774432	-3.78936444	0	2183
0.05770896	-1.16176598	0	2184
4.2170229	-3.24553899	0	2185
2.05706572	-1.86971355	0	2186
-1.12118653	-2.16253547	7	2187
-4.0184047	-0.642042004	13	2188
-8.01347031	1.49201773	6	2189
-10.8891969	3.26943739	1	2190
9.90903209	2.72904854	9	2191
-8.21824207	0.0297126064	13	2192
5.71661224	-3.11222056	0	2193
6.09807693	1.77376914	9	2194
-4.48082327	0.4117501	1	2195
6.0429796	2.02937967	9	2196
-10.0435135	2.43420158	6	2197
5.37048782	-1.60074027	0	2198
-9.64493976	1.58515047	1	2199
5.857447	2.22508969	9	2200
9.01169637	3.06170663	9	2201
6.95742471	-2.03402489	0	2202
4.63485227	-2.09603573	0	2203
5.28473355	-1.73667949	0	2204
3.67773161	-2.07216993	0	2205
-10.3381108	2.73842195	1	2206
5.70790222	-1.84174144	0	2207
-7.41249526	0.613650826	1	2208
-2.93401249	-1.9077558	7	2209
4.70221042	-2.74893555	0	2210
-11.1147672	2.8523762	6	2211
-2.46742934	-1.36785523	7	2212
8.89480211	2.30852081	9	2213
5.05931536	-2.94096457	0	2214
12.2393048	3.48028467	9	2215
4.24910149	-1.40694206	0	2216
1.90074424	-1.53550998	0	2217
0.663066294	-1.36632393	7	2218
-8.90593755	1.78203856	6	2219
3.56398539	-2.43701842	0	2220
-2.6596836	0.197186759	6	2221
5.14194968	-2.08744438	0	2222
5.68706574	-1.66051063	0	2223
4.17918564	-2.35805836	0	2224
7.91270816	3.16746282	9	2225
4.99818237	-1.10259307	0	2226
-3.78474177	0.343780409	6	2227
-4.21864012	-0.466339156	6	2228
-10.2785912	2.35490599	6	2229
6.25207535	-2.46119665	0	2230
-1.59823112	-1.70696661	7	2231
4.84208496	-2.07953488	0	2232
11.2019733	3.49672768	9	2233
-1.74301812	-2.24352472	7	2234
-9.12607369	2.30172189	6	2235
-8.85431768	3.09233128	6	2236
5.24937633	-2.31815465	0	2237
3.3926515	-1.92834626	0	2238
-2.57760163	-1.98219948	7	2239
4.98611572	-2.44760667	0	2240
12.8324603	4.06873413	9	2241
9.0118323	3.29101336	9	2242
-9.28712523	2.39055213	6	2243
-6.64581304	0.456298689	6	2244
-6.60234	0.137566648	1	2245
4.73377282	-3.53395302	0	2246
0.236509407	1.15232461	12	2247
7.3613112	3.49083756	9	2248
8.92941921	2.34173746	9	2249
8.24967134	2.4451853	9	2250
8.23841737	2.26054742	9	2251
-5.41464017	-1.49546152	7	2252
5.67256164	1.92314215	9	2253
10.2555756	3.31967045	9	2254
2.95240011	-2.70926092	0	2255
-0.643612189	-1.59470088	7	2256
11.5298144	2.77170694	9	2257
-4.65284529	-1.37639571	13	2258
-3.07490762	-1.07027678	7	2259
5.71319897	2.18210381	9	2260
-0.629190868	-2.07737862	7	2261
8.42373884	2.86336068	9	2262
-1.98892766	-2.12740641	7	2263
5.20683388	-1.92496611	0	2264
-2.51084142	-1.77504919	7	2265
10.1329693	3.13343903	9	2266
10.4019726	2.6494592	9	2267
-3.47050318	-1.12399185	13	2268
-4.7703078	0.73479373	6	2269
12.129271	3.96950371	9	2270
8.36543624	2.57270207	9	2271
-4.13959394	-0.711434329	13	2272
5.20420717	-2.69174846	0	2273
-1.84774749	-2.24082049	13	2274
-11.8206911	3.57950488	1	2275
3.78655505	-2.3673029	0	2276
9.08163133	2.63069305	9	2277
7.52829571	2.97829436	9	2278
11.42144	3.43920278	9	2279
-8.18374882	0.599599921	13	2280
7.9262851	3.4683457	9	2281
-9.32899684	3.15647606	6	2282
-1.207311	-2.35678451	7	2283
-0.138991553	-2.2130526	7	2284
6.13356892	-2.0468022	0	2285
-4.50872809	0.0187060679	6	2286
-5.75404059	-0.438026872	13	2287
-8.69532543	1.95843695	6	2288
1.35157882	-1.91349018	0	2289
-9.45912331	0.302456292	1	2290
-4.65830404	0.825002626	6	2291
-7.24537782	0.118336127	13	2292
0.494988103	-3.06748983	0	2293
7.11237113	2.76384795	3	2294
3.59462882	-1.97550236	0	2295
6.48002349	-3.34593819	0	2296
3.36255064	-2.6762143	0	2297
-6.60367865	0.607309812	10	2298
-8.51395274	1.47194864	10	2299
12.3383258	4.00053647	9	2300
6.2485412	-3.00652582	0	2301
-7.12067548	0.856619209	10	2302
2.65762155	-0.819714354	0	2303
12.6278153	3.47950274	9	2304
-3.46691264	0.580666957	6	2305
3.83442296	-2.59703233	0	2306
-3.02524865	-0.51659932	6	2307
1.51681785	-1.67954913	0	2308
-7.32042902	1.33952168	10	2309
0.592766497	-1.83668642	7	2310
-8.53976835	1.5482253	10	2311
4.33293303	-2.70346414	0	2312
3.48524843	-3.0092161	0	2313
-3.44937613	0.4844323	6	2314
6.58789882	-2.00085916	0	2315
-0.557889713	-1.84700456	7	2316
4.11607484	2.30088832	9	2317
-3.47244527	-2.1157049	7	2318
9.90374303	3.64232137	9	2319
9.8471957	3.22907795	9	2320
10.0802894	2.93198015	9	2321
-7.6813269	0.885367074	10	2322
-1.75110709	-1.42320585	7	2323
2.45502316	-1.87797728	0	2324
-6.18422824	0.609417539	6	2325
-7.83800272	-0.0405864479	13	2326
3.34037939	-2.57592734	0	2327
-6.90061376	0.832597519	10	2328
-10.9135571	2.40095519	6	2329
-6.73951328	1.67964956	10	2330
2.12692996	-2.35875153	0	2331
-2.89300251	-1.24996982	7	2332
-11.8186477	3.36963481	1	2333
-9.59491755	1.16047754	1	2334
-4.34363066	0.731830438	1	2335
4.94249629	-2.68585413	0	2336
5.96883673	-2.73717818	0	2337
4.92771397	-2.20641594	0	2338
0.892940695	-1.8492791	0	2339
-4.15502062	0.917450298	6	2340
-4.66836127	-0.184646959	13	2341
-3.32857716	-1.98242238	7	2342
-6.68604768	1.00866178	10	2343
-4.55088553	-1.70283421	13	2344
8.44757546	1.76024815	9	2345
8.22988109	3.34993619	9	2346
5.10003696	-2.16305927	0	2347
-8.05267515	0.831907287	1	2348
-7.42652278	0.810340006	1	2349
11.6188802	2.52094192	9	2350
9.10824175	3.36215403	9	2351
11.9388165	3.4917767	9	2352
4.48449214	2.17152563	9	2353
4.32589582	-1.54741792	0	2354
9.46321588	3.34779514	9	2355
-5.6556419	-1.42899239	1	2356
2.41249173	-2.75624371	0	2357
-7.78342214	0.716649172	13	2358
-7.13772341	1.26227518	10	2359
-2.93529416	0.0587200788	6	2360
12.1061901	3.1925245	9	2361
2.99915583	-1.75548544	0	2362
3.47855951	-1.10093589	0	2363
6.74972521	1.43028812	9	2364
3.32781684	-2.25615057	0	2365
-7.16867372	0.157815843	1	2366
-2.18789614	-2.03375636	7	2367
3.67820205	-2.32468952	0	2368
3.28864946	-2.21329248	0	2369
-5.65872305	-0.881774476	13	2370
5.90628135	-2.76445446	0	2371
12.1858114	3.85038777	9	2372
-10.2590277	2.67771715	1	2373
4.48510058	-0.530513543	0	2374
-7.43792764	0.993614371	10	2375
-7.21053398	0.800428671	10	2376
2.94771433	-1.90973161	0	2377
-7.0573365	0.244598679	13	2378
